|dates|Hamilton_Texas_UnitedStates.JHU_ConfirmedCases.data|Hamilton_Texas_UnitedStates.JHU_ConfirmedCases.missing|Hamilton_Texas_UnitedStates.NYT_ConfirmedCases.data|Hamilton_Texas_UnitedStates.NYT_ConfirmedCases.missing|Hamilton_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Hamilton_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Hamilton_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Hamilton_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-25|1324.0|0|1324.0|0|29.0|0|0.0|100
0|2021-11-26|1324.0|0|1324.0|0|29.0|0|0.0|100
0|2021-11-27|1324.0|0|1324.0|0|29.0|0|0.0|100
0|2021-11-28|1324.0|0|1324.0|0|29.0|0|0.0|100
0|2021-11-29|1325.0|0|1325.0|0|29.0|0|0.0|100
0|2021-11-30|1325.0|0|1325.0|0|29.0|0|0.0|100
0|2021-12-01|1325.0|0|1325.0|0|29.0|0|0.0|100
0|2021-12-02|1325.0|0|1325.0|0|29.0|0|0.0|100
0|2021-12-03|1325.0|0|1325.0|0|29.0|0|0.0|100
0|2021-12-04|1326.0|0|1326.0|0|29.0|0|0.0|100
0|2021-12-05|1326.0|0|1326.0|0|29.0|0|0.0|100
0|2021-12-06|1326.0|0|1326.0|0|29.0|0|0.0|100
0|2021-12-07|1327.0|0|1327.0|0|29.0|0|0.0|100
0|2021-12-08|1327.0|0|1327.0|0|29.0|0|0.0|100
0|2021-12-09|1327.0|0|1327.0|0|29.0|0|0.0|100
0|2021-12-10|1336.0|0|1336.0|0|29.0|0|0.0|100
0|2021-12-11|1346.0|0|1346.0|0|29.0|0|0.0|100
0|2021-12-12|1348.0|0|1348.0|0|29.0|0|0.0|100
0|2021-12-13|1350.0|0|1350.0|0|29.0|0|0.0|100
0|2021-12-14|1350.0|0|1355.0|0|29.0|0|0.0|100
0|2021-12-15|1356.0|0|1356.0|0|29.0|0|0.0|100
0|2021-12-16|1357.0|0|1357.0|0|29.0|0|0.0|100
0|2021-12-17|1359.0|0|1359.0|0|29.0|0|0.0|100
0|2021-12-18|1362.0|0|1362.0|0|29.0|0|0.0|100
0|2021-12-19|1364.0|0|1364.0|0|29.0|0|0.0|100
0|2021-12-20|1364.0|0|1364.0|0|29.0|0|0.0|100
0|2021-12-21|1364.0|0|1364.0|0|29.0|0|0.0|100
0|2021-12-22|1369.0|0|1369.0|0|29.0|0|0.0|100
0|2021-12-23|1370.0|0|1370.0|0|29.0|0|0.0|100
0|2021-12-24|1370.0|0|1370.0|0|29.0|0|0.0|100
0|2021-12-25|1370.0|0|1370.0|0|29.0|0|0.0|100
0|2021-12-26|1370.0|0|1370.0|0|29.0|0|0.0|100
0|2021-12-27|1387.0|0|1387.0|0|29.0|0|0.0|100
0|2021-12-28|1387.0|0|1387.0|0|29.0|0|0.0|100
0|2021-12-29|1388.0|0|1388.0|0|29.0|0|0.0|100
0|2021-12-30|1388.0|0|1388.0|0|29.0|0|0.0|100
0|2021-12-31|1388.0|0|1388.0|0|29.0|0|0.0|100
0|2022-01-01|1388.0|0|1388.0|0|29.0|0|0.0|100
0|2022-01-02|1388.0|0|1388.0|0|29.0|0|0.0|100
0|2022-01-03|1461.0|0|1461.0|0|29.0|0|0.0|100
0|2022-01-04|1461.0|0|1461.0|0|29.0|0|0.0|100
0|2022-01-05|1478.0|0|1478.0|0|29.0|0|0.0|100
0|2022-01-06|1492.0|0|1492.0|0|29.0|0|0.0|100
0|2022-01-07|1505.0|0|1505.0|0|29.0|0|0.0|100
0|2022-01-08|1507.0|0|1507.0|0|29.0|0|0.0|100
0|2022-01-09|1523.0|0|1523.0|0|29.0|0|0.0|100
0|2022-01-10|1543.0|0|1543.0|0|29.0|0|0.0|100
0|2022-01-11|1551.0|0|1551.0|0|29.0|0|0.0|100
0|2022-01-12|1587.0|0|1587.0|0|29.0|0|0.0|100
0|2022-01-13|1587.0|0|1615.0|0|29.0|0|0.0|100
0|2022-01-14|1615.0|0|1665.0|0|29.0|0|0.0|100
0|2022-01-15|1682.0|0|1682.0|0|29.0|0|0.0|100
0|2022-01-16|1701.0|0|1701.0|0|29.0|0|0.0|100
0|2022-01-17|1718.0|0|0.0|100|29.0|0|0.0|100
