|dates|White_Arkansas_UnitedStates.BLS_EmployedPopulation.data|White_Arkansas_UnitedStates.BLS_EmployedPopulation.missing|White_Arkansas_UnitedStates.BLS_UnemployedPopulation.data|White_Arkansas_UnitedStates.BLS_UnemployedPopulation.missing|White_Arkansas_UnitedStates.BLS_UnemploymentRate.data|White_Arkansas_UnitedStates.BLS_UnemploymentRate.missing|White_Arkansas_UnitedStates.BLS_LaborForcePopulation.data|White_Arkansas_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-11-15|32435.0|0|1547.0|0|4.5524100994644225|0|33982.0|0
0|2021-11-16|32435.0|0|1547.0|0|4.5524100994644225|0|33982.0|0
0|2021-11-17|32435.0|0|1547.0|0|4.5524100994644225|0|33982.0|0
0|2021-11-18|32435.0|0|1547.0|0|4.5524100994644225|0|33982.0|0
0|2021-11-19|32435.0|0|1547.0|0|4.5524100994644225|0|33982.0|0
0|2021-11-20|32435.0|0|1547.0|0|4.5524100994644225|0|33982.0|0
0|2021-11-21|32435.0|0|1547.0|0|4.5524100994644225|0|33982.0|0
0|2021-11-22|32435.0|0|1547.0|0|4.5524100994644225|0|33982.0|0
0|2021-11-23|32435.0|0|1547.0|0|4.5524100994644225|0|33982.0|0
0|2021-11-24|32435.0|0|1547.0|0|4.5524100994644225|0|33982.0|0
0|2021-11-25|32435.0|0|1547.0|0|4.5524100994644225|0|33982.0|0
0|2021-11-26|32435.0|0|1547.0|0|4.5524100994644225|0|33982.0|0
0|2021-11-27|32435.0|0|1547.0|0|4.5524100994644225|0|33982.0|0
0|2021-11-28|32435.0|0|1547.0|0|4.5524100994644225|0|33982.0|0
0|2021-11-29|32435.0|0|1547.0|0|4.5524100994644225|0|33982.0|0
0|2021-11-30|32435.0|0|1547.0|0|4.5524100994644225|0|33982.0|0
0|2021-12-01|32435.0|0|1547.0|0|4.5524100994644225|0|33982.0|0
0|2021-12-02|32435.0|0|1547.0|0|4.5524100994644225|0|33982.0|0
0|2021-12-03|32435.0|0|1547.0|0|4.5524100994644225|0|33982.0|0
0|2021-12-04|32435.0|0|1547.0|0|4.5524100994644225|0|33982.0|0
0|2021-12-05|32435.0|0|1547.0|0|4.5524100994644225|0|33982.0|0
0|2021-12-06|32435.0|0|1547.0|0|4.5524100994644225|0|33982.0|0
0|2021-12-07|32435.0|0|1547.0|0|4.5524100994644225|0|33982.0|0
0|2021-12-08|32435.0|0|1547.0|0|4.5524100994644225|0|33982.0|0
0|2021-12-09|32435.0|0|1547.0|0|4.5524100994644225|0|33982.0|0
0|2021-12-10|32435.0|0|1547.0|0|4.5524100994644225|0|33982.0|0
0|2021-12-11|32435.0|0|1547.0|0|4.5524100994644225|0|33982.0|0
0|2021-12-12|32435.0|0|1547.0|0|4.5524100994644225|0|33982.0|0
0|2021-12-13|32435.0|0|1547.0|0|4.5524100994644225|0|33982.0|0
0|2021-12-14|32435.0|0|1547.0|0|4.5524100994644225|0|33982.0|0
0|2021-12-15|32435.0|0|1547.0|0|4.5524100994644225|0|33982.0|0
0|2021-12-16|32435.0|0|1547.0|0|4.5524100994644225|0|33982.0|0
0|2021-12-17|32435.0|0|1547.0|0|4.5524100994644225|0|33982.0|0
0|2021-12-18|32435.0|0|1547.0|0|4.5524100994644225|0|33982.0|0
0|2021-12-19|32435.0|0|1547.0|0|4.5524100994644225|0|33982.0|0
0|2021-12-20|32435.0|0|1547.0|0|4.5524100994644225|0|33982.0|0
0|2021-12-21|32435.0|0|1547.0|0|4.5524100994644225|0|33982.0|0
0|2021-12-22|32435.0|0|1547.0|0|4.5524100994644225|0|33982.0|0
0|2021-12-23|32435.0|0|1547.0|0|4.5524100994644225|0|33982.0|0
0|2021-12-24|32435.0|0|1547.0|0|4.5524100994644225|0|33982.0|0
0|2021-12-25|32435.0|0|1547.0|0|4.5524100994644225|0|33982.0|0
0|2021-12-26|32435.0|0|1547.0|0|4.5524100994644225|0|33982.0|0
0|2021-12-27|32435.0|0|1547.0|0|4.5524100994644225|0|33982.0|0
0|2021-12-28|32435.0|0|1547.0|0|4.5524100994644225|0|33982.0|0
0|2021-12-29|32435.0|0|1547.0|0|4.5524100994644225|0|33982.0|0
0|2021-12-30|32435.0|0|1547.0|0|4.5524100994644225|0|33982.0|0
0|2021-12-31|32435.0|0|1547.0|0|4.5524100994644225|0|33982.0|0
0|2022-01-01|32435.0|0|1547.0|0|4.5524100994644225|0|33982.0|0
0|2022-01-02|32435.0|0|1547.0|0|4.5524100994644225|0|33982.0|0
0|2022-01-03|32435.0|0|1547.0|0|4.5524100994644225|0|33982.0|0
0|2022-01-04|32435.0|0|1547.0|0|4.5524100994644225|0|33982.0|0
0|2022-01-05|32435.0|0|1547.0|0|4.5524100994644225|0|33982.0|0
0|2022-01-06|32435.0|0|1547.0|0|4.5524100994644225|0|33982.0|0
0|2022-01-07|32435.0|0|1547.0|0|4.5524100994644225|0|33982.0|0
0|2022-01-08|32435.0|0|1547.0|0|4.5524100994644225|0|33982.0|0
0|2022-01-09|32435.0|0|1547.0|0|4.5524100994644225|0|33982.0|0
0|2022-01-10|32435.0|0|1547.0|0|4.5524100994644225|0|33982.0|0
0|2022-01-11|32435.0|0|1547.0|0|4.5524100994644225|0|33982.0|0
0|2022-01-12|32435.0|0|1547.0|0|4.5524100994644225|0|33982.0|0
0|2022-01-13|32435.0|0|1547.0|0|4.5524100994644225|0|33982.0|0
0|2022-01-14|32435.0|0|1547.0|0|4.5524100994644225|0|33982.0|0
0|2022-01-15|32435.0|0|1547.0|0|4.5524100994644225|0|33982.0|0
0|2022-01-16|32435.0|0|1547.0|0|4.5524100994644225|0|33982.0|0
0|2022-01-17|32435.0|0|1547.0|0|4.5524100994644225|0|33982.0|0
