|dates|McCone_Montana_UnitedStates.JHU_ConfirmedCases.data|McCone_Montana_UnitedStates.JHU_ConfirmedCases.missing|McCone_Montana_UnitedStates.NYT_ConfirmedCases.data|McCone_Montana_UnitedStates.NYT_ConfirmedCases.missing|McCone_Montana_UnitedStates.JHU_ConfirmedDeaths.data|McCone_Montana_UnitedStates.JHU_ConfirmedDeaths.missing|McCone_Montana_UnitedStates.JHU_ConfirmedRecoveries.data|McCone_Montana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-21|316.0|0|316.0|0|8.0|0|0.0|100
0|2021-12-22|316.0|0|316.0|0|8.0|0|0.0|100
0|2021-12-23|317.0|0|317.0|0|8.0|0|0.0|100
0|2021-12-24|317.0|0|317.0|0|8.0|0|0.0|100
0|2021-12-25|317.0|0|317.0|0|8.0|0|0.0|100
0|2021-12-26|317.0|0|317.0|0|8.0|0|0.0|100
0|2021-12-27|317.0|0|317.0|0|8.0|0|0.0|100
0|2021-12-28|317.0|0|317.0|0|8.0|0|0.0|100
0|2021-12-29|317.0|0|317.0|0|8.0|0|0.0|100
0|2021-12-30|317.0|0|317.0|0|8.0|0|0.0|100
0|2021-12-31|317.0|0|317.0|0|8.0|0|0.0|100
0|2022-01-01|317.0|0|317.0|0|8.0|0|0.0|100
0|2022-01-02|317.0|0|317.0|0|8.0|0|0.0|100
0|2022-01-03|316.0|0|316.0|0|8.0|0|0.0|100
0|2022-01-04|317.0|0|317.0|0|8.0|0|0.0|100
0|2022-01-05|319.0|0|319.0|0|8.0|0|0.0|100
0|2022-01-06|319.0|0|319.0|0|8.0|0|0.0|100
0|2022-01-07|319.0|0|319.0|0|8.0|0|0.0|100
0|2022-01-08|319.0|0|319.0|0|8.0|0|0.0|100
0|2022-01-09|319.0|0|319.0|0|8.0|0|0.0|100
0|2022-01-10|321.0|0|321.0|0|8.0|0|0.0|100
0|2022-01-11|322.0|0|322.0|0|8.0|0|0.0|100
0|2022-01-12|324.0|0|324.0|0|8.0|0|0.0|100
0|2022-01-13|324.0|0|325.0|0|8.0|0|0.0|100
0|2022-01-14|326.0|0|326.0|0|9.0|0|0.0|100
0|2022-01-15|326.0|0|326.0|0|9.0|0|0.0|100
0|2022-01-16|326.0|0|326.0|0|9.0|0|0.0|100
0|2022-01-17|326.0|0|0.0|100|9.0|0|0.0|100
