|dates|BlueEarth_Minnesota_UnitedStates.JHU_ConfirmedCases.data|BlueEarth_Minnesota_UnitedStates.JHU_ConfirmedCases.missing|BlueEarth_Minnesota_UnitedStates.NYT_ConfirmedCases.data|BlueEarth_Minnesota_UnitedStates.NYT_ConfirmedCases.missing|BlueEarth_Minnesota_UnitedStates.JHU_ConfirmedDeaths.data|BlueEarth_Minnesota_UnitedStates.JHU_ConfirmedDeaths.missing|BlueEarth_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.data|BlueEarth_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|9495.0|0|9495.0|0|59.0|0|0.0|100
0|2021-10-18|9530.0|0|9530.0|0|59.0|0|0.0|100
0|2021-10-19|9607.0|0|9607.0|0|59.0|0|0.0|100
0|2021-10-20|9623.0|0|9623.0|0|59.0|0|0.0|100
0|2021-10-21|9645.0|0|9645.0|0|59.0|0|0.0|100
0|2021-10-22|9666.0|0|9666.0|0|59.0|0|0.0|100
0|2021-10-23|9666.0|0|9666.0|0|59.0|0|0.0|100
0|2021-10-24|9666.0|0|9666.0|0|59.0|0|0.0|100
0|2021-10-25|9694.0|0|9694.0|0|59.0|0|0.0|100
0|2021-10-26|9778.0|0|9778.0|0|59.0|0|0.0|100
0|2021-10-27|9803.0|0|9803.0|0|59.0|0|0.0|100
0|2021-10-28|9834.0|0|9834.0|0|59.0|0|0.0|100
0|2021-10-29|9872.0|0|9872.0|0|59.0|0|0.0|100
0|2021-10-30|9872.0|0|9872.0|0|59.0|0|0.0|100
0|2021-10-31|9872.0|0|9872.0|0|59.0|0|0.0|100
0|2021-11-01|9994.0|0|9994.0|0|59.0|0|0.0|100
0|2021-11-02|10101.0|0|10101.0|0|60.0|0|0.0|100
0|2021-11-03|10118.0|0|10118.0|0|61.0|0|0.0|100
0|2021-11-04|10159.0|0|10159.0|0|63.0|0|0.0|100
0|2021-11-05|10197.0|0|10197.0|0|63.0|0|0.0|100
0|2021-11-06|10197.0|0|10197.0|0|63.0|0|0.0|100
0|2021-11-07|10197.0|0|10197.0|0|63.0|0|0.0|100
0|2021-11-08|10257.0|0|10257.0|0|63.0|0|0.0|100
0|2021-11-09|10355.0|0|10355.0|0|63.0|0|0.0|100
0|2021-11-10|10444.0|0|10444.0|0|63.0|0|0.0|100
0|2021-11-11|10491.0|0|10491.0|0|64.0|0|0.0|100
0|2021-11-12|10557.0|0|10557.0|0|64.0|0|0.0|100
0|2021-11-13|10557.0|0|10557.0|0|64.0|0|0.0|100
0|2021-11-14|10557.0|0|10557.0|0|64.0|0|0.0|100
0|2021-11-15|10659.0|0|10659.0|0|64.0|0|0.0|100
0|2021-11-16|10795.0|0|10795.0|0|64.0|0|0.0|100
0|2021-11-17|10824.0|0|10824.0|0|64.0|0|0.0|100
0|2021-11-18|10877.0|0|10877.0|0|64.0|0|0.0|100
0|2021-11-19|10943.0|0|10943.0|0|65.0|0|0.0|100
0|2021-11-20|10943.0|0|10943.0|0|65.0|0|0.0|100
0|2021-11-21|10943.0|0|10943.0|0|65.0|0|0.0|100
0|2021-11-22|11014.0|0|11014.0|0|65.0|0|0.0|100
0|2021-11-23|11198.0|0|11198.0|0|66.0|0|0.0|100
0|2021-11-24|11217.0|0|11217.0|0|66.0|0|0.0|100
0|2021-11-25|11217.0|0|11217.0|0|66.0|0|0.0|100
0|2021-11-26|11263.0|0|11263.0|0|66.0|0|0.0|100
0|2021-11-27|11263.0|0|11263.0|0|66.0|0|0.0|100
0|2021-11-28|11263.0|0|11263.0|0|66.0|0|0.0|100
0|2021-11-29|11312.0|0|11312.0|0|68.0|0|0.0|100
0|2021-11-30|11448.0|0|11448.0|0|68.0|0|0.0|100
0|2021-12-01|11479.0|0|11479.0|0|70.0|0|0.0|100
0|2021-12-02|11542.0|0|11542.0|0|70.0|0|0.0|100
0|2021-12-03|11621.0|0|11621.0|0|71.0|0|0.0|100
0|2021-12-04|11621.0|0|11621.0|0|71.0|0|0.0|100
0|2021-12-05|11621.0|0|11621.0|0|71.0|0|0.0|100
0|2021-12-06|11701.0|0|11701.0|0|71.0|0|0.0|100
0|2021-12-07|11872.0|0|11872.0|0|71.0|0|0.0|100
0|2021-12-08|11902.0|0|11902.0|0|71.0|0|0.0|100
0|2021-12-09|11951.0|0|11951.0|0|72.0|0|0.0|100
0|2021-12-10|12015.0|0|12015.0|0|72.0|0|0.0|100
0|2021-12-11|12015.0|0|12015.0|0|72.0|0|0.0|100
0|2021-12-12|12015.0|0|12015.0|0|72.0|0|0.0|100
0|2021-12-13|12068.0|0|12068.0|0|73.0|0|0.0|100
0|2021-12-14|12068.0|0|12206.0|0|73.0|0|0.0|100
0|2021-12-15|12228.0|0|12228.0|0|74.0|0|0.0|100
0|2021-12-16|12287.0|0|12287.0|0|76.0|0|0.0|100
0|2021-12-17|12314.0|0|12314.0|0|76.0|0|0.0|100
0|2021-12-18|12314.0|0|12314.0|0|76.0|0|0.0|100
0|2021-12-19|12314.0|0|12314.0|0|76.0|0|0.0|100
0|2021-12-20|12355.0|0|12355.0|0|76.0|0|0.0|100
0|2021-12-21|12454.0|0|12454.0|0|76.0|0|0.0|100
0|2021-12-22|12472.0|0|12472.0|0|76.0|0|0.0|100
0|2021-12-23|12517.0|0|12517.0|0|76.0|0|0.0|100
0|2021-12-24|12517.0|0|12517.0|0|76.0|0|0.0|100
0|2021-12-25|12517.0|0|12517.0|0|76.0|0|0.0|100
0|2021-12-26|12517.0|0|12517.0|0|76.0|0|0.0|100
0|2021-12-27|12550.0|0|12550.0|0|76.0|0|0.0|100
0|2021-12-28|12628.0|0|12628.0|0|77.0|0|0.0|100
0|2021-12-29|12677.0|0|12677.0|0|79.0|0|0.0|100
0|2021-12-30|12732.0|0|12732.0|0|82.0|0|0.0|100
0|2021-12-31|12732.0|0|12732.0|0|82.0|0|0.0|100
0|2022-01-01|12732.0|0|12732.0|0|82.0|0|0.0|100
0|2022-01-02|12732.0|0|12732.0|0|82.0|0|0.0|100
0|2022-01-03|12764.0|0|12764.0|0|82.0|0|0.0|100
0|2022-01-04|12945.0|0|12945.0|0|82.0|0|0.0|100
0|2022-01-05|12977.0|0|12977.0|0|83.0|0|0.0|100
0|2022-01-06|13063.0|0|13063.0|0|84.0|0|0.0|100
0|2022-01-07|13131.0|0|13131.0|0|84.0|0|0.0|100
0|2022-01-08|13131.0|0|13131.0|0|84.0|0|0.0|100
0|2022-01-09|13131.0|0|13131.0|0|84.0|0|0.0|100
0|2022-01-10|13217.0|0|13217.0|0|84.0|0|0.0|100
0|2022-01-11|13394.0|0|13394.0|0|84.0|0|0.0|100
0|2022-01-12|13468.0|0|13468.0|0|84.0|0|0.0|100
