|dates|Shelby_Tennessee_UnitedStates.JHU_ConfirmedCases.data|Shelby_Tennessee_UnitedStates.JHU_ConfirmedCases.missing|Shelby_Tennessee_UnitedStates.NYT_ConfirmedCases.data|Shelby_Tennessee_UnitedStates.NYT_ConfirmedCases.missing|Shelby_Tennessee_UnitedStates.JHU_ConfirmedDeaths.data|Shelby_Tennessee_UnitedStates.JHU_ConfirmedDeaths.missing|Shelby_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.data|Shelby_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-21|146682.0|0|148317.0|0|2307.0|0|0.0|100
0|2021-11-22|146946.0|0|148387.0|0|2312.0|0|0.0|100
0|2021-11-23|147067.0|0|148444.0|0|2321.0|0|0.0|100
0|2021-11-24|147115.0|0|148549.0|0|2327.0|0|0.0|100
0|2021-11-25|147115.0|0|148680.0|0|2327.0|0|0.0|100
0|2021-11-26|147115.0|0|148806.0|0|2327.0|0|0.0|100
0|2021-11-27|147115.0|0|148806.0|0|2327.0|0|0.0|100
0|2021-11-28|147115.0|0|148806.0|0|2327.0|0|0.0|100
0|2021-11-29|147642.0|0|148806.0|0|2327.0|0|0.0|100
0|2021-11-30|147776.0|0|149122.0|0|2334.0|0|0.0|100
0|2021-12-01|147941.0|0|149234.0|0|2352.0|0|0.0|100
0|2021-12-02|148167.0|0|149410.0|0|2363.0|0|0.0|100
0|2021-12-03|148370.0|0|149836.0|0|2380.0|0|0.0|100
0|2021-12-04|148370.0|0|149836.0|0|2380.0|0|0.0|100
0|2021-12-05|148370.0|0|150018.0|0|2380.0|0|0.0|100
0|2021-12-06|148778.0|0|150125.0|0|2387.0|0|0.0|100
0|2021-12-07|148920.0|0|150249.0|0|2399.0|0|0.0|100
0|2021-12-08|149123.0|0|150388.0|0|2402.0|0|0.0|100
0|2021-12-09|149123.0|0|150604.0|0|2402.0|0|0.0|100
0|2021-12-10|149587.0|0|150861.0|0|2409.0|0|0.0|100
0|2021-12-11|149587.0|0|151071.0|0|2409.0|0|0.0|100
0|2021-12-12|149587.0|0|151242.0|0|2409.0|0|0.0|100
0|2021-12-13|149998.0|0|151365.0|0|2412.0|0|0.0|100
0|2021-12-14|149998.0|0|151449.0|0|2412.0|0|0.0|100
0|2021-12-15|150408.0|0|151586.0|0|2423.0|0|0.0|100
0|2021-12-16|150673.0|0|151851.0|0|2430.0|0|0.0|100
0|2021-12-17|151058.0|0|152083.0|0|2431.0|0|0.0|100
0|2021-12-18|151058.0|0|152486.0|0|2431.0|0|0.0|100
0|2021-12-19|151058.0|0|152854.0|0|2431.0|0|0.0|100
0|2021-12-20|152105.0|0|153234.0|0|2435.0|0|0.0|100
0|2021-12-21|152588.0|0|153551.0|0|2442.0|0|0.0|100
0|2021-12-22|153378.0|0|153972.0|0|2449.0|0|0.0|100
0|2021-12-23|154730.0|0|154748.0|0|2663.0|0|0.0|100
0|2021-12-24|154730.0|0|156036.0|0|2663.0|0|0.0|100
0|2021-12-25|154730.0|0|156036.0|0|2663.0|0|0.0|100
0|2021-12-26|154730.0|0|156036.0|0|2663.0|0|0.0|100
0|2021-12-27|159425.0|0|159425.0|0|2689.0|0|0.0|100
0|2021-12-28|160499.0|0|160499.0|0|2698.0|0|0.0|100
0|2021-12-29|162589.0|0|162589.0|0|2705.0|0|0.0|100
0|2021-12-30|165757.0|0|165757.0|0|2708.0|0|0.0|100
0|2021-12-31|165757.0|0|166471.0|0|2708.0|0|0.0|100
0|2022-01-01|165757.0|0|169233.0|0|2708.0|0|0.0|100
0|2022-01-02|165757.0|0|172627.0|0|2708.0|0|0.0|100
0|2022-01-03|176310.0|0|176310.0|0|2710.0|0|0.0|100
0|2022-01-04|178126.0|0|178126.0|0|2715.0|0|0.0|100
0|2022-01-05|178126.0|0|178126.0|0|2715.0|0|0.0|100
0|2022-01-06|178126.0|0|180331.0|0|2715.0|0|0.0|100
0|2022-01-07|178126.0|0|183392.0|0|2715.0|0|0.0|100
0|2022-01-08|178126.0|0|186005.0|0|2715.0|0|0.0|100
0|2022-01-09|178126.0|0|188762.0|0|2715.0|0|0.0|100
0|2022-01-10|178126.0|0|191089.0|0|2715.0|0|0.0|100
0|2022-01-11|178126.0|0|192434.0|0|2715.0|0|0.0|100
0|2022-01-12|192753.0|0|193915.0|0|2731.0|0|0.0|100
0|2022-01-13|192753.0|0|196464.0|0|2731.0|0|0.0|100
0|2022-01-14|192753.0|0|198837.0|0|2731.0|0|0.0|100
0|2022-01-15|192753.0|0|201072.0|0|2731.0|0|0.0|100
0|2022-01-16|192753.0|0|203128.0|0|2731.0|0|0.0|100
0|2022-01-17|192753.0|0|0.0|100|2731.0|0|0.0|100
