|dates|Franklin_Ohio_UnitedStates.JHU_ConfirmedCases.data|Franklin_Ohio_UnitedStates.JHU_ConfirmedCases.missing|Franklin_Ohio_UnitedStates.NYT_ConfirmedCases.data|Franklin_Ohio_UnitedStates.NYT_ConfirmedCases.missing|Franklin_Ohio_UnitedStates.JHU_ConfirmedDeaths.data|Franklin_Ohio_UnitedStates.JHU_ConfirmedDeaths.missing|Franklin_Ohio_UnitedStates.JHU_ConfirmedRecoveries.data|Franklin_Ohio_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|162448.0|0|162448.0|0|1732.0|0|0.0|100
0|2021-10-18|162629.0|0|162629.0|0|1738.0|0|0.0|100
0|2021-10-19|162900.0|0|162900.0|0|1739.0|0|0.0|100
0|2021-10-20|163303.0|0|163303.0|0|1743.0|0|0.0|100
0|2021-10-21|163686.0|0|163686.0|0|1747.0|0|0.0|100
0|2021-10-22|164013.0|0|164013.0|0|1750.0|0|0.0|100
0|2021-10-23|164265.0|0|164265.0|0|1753.0|0|0.0|100
0|2021-10-24|164479.0|0|164479.0|0|1754.0|0|0.0|100
0|2021-10-25|164659.0|0|164659.0|0|1754.0|0|0.0|100
0|2021-10-26|164969.0|0|164969.0|0|1755.0|0|0.0|100
0|2021-10-27|165272.0|0|165272.0|0|1755.0|0|0.0|100
0|2021-10-28|165652.0|0|165652.0|0|1755.0|0|0.0|100
0|2021-10-29|165891.0|0|165891.0|0|1756.0|0|0.0|100
0|2021-10-30|166119.0|0|166119.0|0|1757.0|0|0.0|100
0|2021-10-31|166294.0|0|166294.0|0|1759.0|0|0.0|100
0|2021-11-01|166478.0|0|166478.0|0|1759.0|0|0.0|100
0|2021-11-02|166762.0|0|166762.0|0|1759.0|0|0.0|100
0|2021-11-03|167105.0|0|167105.0|0|1759.0|0|0.0|100
0|2021-11-04|167410.0|0|167410.0|0|1759.0|0|0.0|100
0|2021-11-05|167693.0|0|167693.0|0|1759.0|0|0.0|100
0|2021-11-06|167859.0|0|167859.0|0|1759.0|0|0.0|100
0|2021-11-07|168168.0|0|168168.0|0|1759.0|0|0.0|100
0|2021-11-08|168363.0|0|168363.0|0|1759.0|0|0.0|100
0|2021-11-09|168728.0|0|168728.0|0|1766.0|0|0.0|100
0|2021-11-10|168728.0|0|169123.0|0|1766.0|0|0.0|100
0|2021-11-11|169534.0|0|169534.0|0|1766.0|0|0.0|100
0|2021-11-12|169949.0|0|169949.0|0|1788.0|0|0.0|100
0|2021-11-13|170249.0|0|170249.0|0|1788.0|0|0.0|100
0|2021-11-14|170486.0|0|170486.0|0|1788.0|0|0.0|100
0|2021-11-15|170832.0|0|170832.0|0|1788.0|0|0.0|100
0|2021-11-16|171284.0|0|171284.0|0|1796.0|0|0.0|100
0|2021-11-17|171786.0|0|171786.0|0|1796.0|0|0.0|100
0|2021-11-18|172227.0|0|172227.0|0|1796.0|0|0.0|100
0|2021-11-19|172756.0|0|172756.0|0|1809.0|0|0.0|100
0|2021-11-20|173126.0|0|173126.0|0|1809.0|0|0.0|100
0|2021-11-21|173422.0|0|173422.0|0|1809.0|0|0.0|100
0|2021-11-22|173806.0|0|173806.0|0|1809.0|0|0.0|100
0|2021-11-23|174279.0|0|174279.0|0|1813.0|0|0.0|100
0|2021-11-24|174770.0|0|174770.0|0|1813.0|0|0.0|100
0|2021-11-25|174770.0|0|174770.0|0|1813.0|0|0.0|100
0|2021-11-26|175417.0|0|175417.0|0|1826.0|0|0.0|100
0|2021-11-27|175764.0|0|175764.0|0|1826.0|0|0.0|100
0|2021-11-28|176101.0|0|176101.0|0|1826.0|0|0.0|100
0|2021-11-29|176633.0|0|176633.0|0|1826.0|0|0.0|100
0|2021-11-30|177217.0|0|177217.0|0|1827.0|0|0.0|100
0|2021-12-01|177897.0|0|177897.0|0|1827.0|0|0.0|100
0|2021-12-02|178565.0|0|178565.0|0|1827.0|0|0.0|100
0|2021-12-03|178565.0|0|179329.0|0|1827.0|0|0.0|100
0|2021-12-04|179909.0|0|179909.0|0|1843.0|0|0.0|100
0|2021-12-05|180371.0|0|180371.0|0|1843.0|0|0.0|100
0|2021-12-06|180794.0|0|180794.0|0|1843.0|0|0.0|100
0|2021-12-07|181509.0|0|181509.0|0|1853.0|0|0.0|100
0|2021-12-08|182134.0|0|182134.0|0|1853.0|0|0.0|100
0|2021-12-09|182790.0|0|182790.0|0|1853.0|0|0.0|100
0|2021-12-10|183254.0|0|183254.0|0|1858.0|0|0.0|100
0|2021-12-11|183940.0|0|183940.0|0|1858.0|0|0.0|100
0|2021-12-12|184316.0|0|184316.0|0|1858.0|0|0.0|100
0|2021-12-13|184748.0|0|184748.0|0|1858.0|0|0.0|100
0|2021-12-14|184748.0|0|185439.0|0|1858.0|0|0.0|100
0|2021-12-15|186244.0|0|186244.0|0|1868.0|0|0.0|100
0|2021-12-16|186992.0|0|186992.0|0|1868.0|0|0.0|100
0|2021-12-17|187713.0|0|187713.0|0|1887.0|0|0.0|100
0|2021-12-18|188428.0|0|188428.0|0|1887.0|0|0.0|100
0|2021-12-19|189085.0|0|189085.0|0|1887.0|0|0.0|100
0|2021-12-20|189624.0|0|189624.0|0|1887.0|0|0.0|100
0|2021-12-21|190598.0|0|190598.0|0|1889.0|0|0.0|100
0|2021-12-22|191897.0|0|191897.0|0|1889.0|0|0.0|100
0|2021-12-23|193575.0|0|193575.0|0|1889.0|0|0.0|100
0|2021-12-24|195184.0|0|195184.0|0|1922.0|0|0.0|100
0|2021-12-25|195184.0|0|195184.0|0|1922.0|0|0.0|100
0|2021-12-26|197453.0|0|197453.0|0|1922.0|0|0.0|100
0|2021-12-27|198761.0|0|198761.0|0|1922.0|0|0.0|100
0|2021-12-28|200689.0|0|200689.0|0|1929.0|0|0.0|100
0|2021-12-29|203519.0|0|203519.0|0|1929.0|0|0.0|100
0|2021-12-30|206135.0|0|206135.0|0|1929.0|0|0.0|100
0|2021-12-31|208679.0|0|208679.0|0|1955.0|0|0.0|100
0|2022-01-01|208679.0|0|208679.0|0|1955.0|0|0.0|100
0|2022-01-02|213505.0|0|213505.0|0|1955.0|0|0.0|100
0|2022-01-03|216060.0|0|216060.0|0|1955.0|0|0.0|100
0|2022-01-04|219288.0|0|219288.0|0|1966.0|0|0.0|100
0|2022-01-05|221852.0|0|221852.0|0|1966.0|0|0.0|100
0|2022-01-06|224356.0|0|224356.0|0|1966.0|0|0.0|100
0|2022-01-07|227382.0|0|227382.0|0|1973.0|0|0.0|100
0|2022-01-08|229808.0|0|229808.0|0|1973.0|0|0.0|100
0|2022-01-09|232385.0|0|232385.0|0|1973.0|0|0.0|100
0|2022-01-10|235422.0|0|235422.0|0|1973.0|0|0.0|100
0|2022-01-11|237774.0|0|237774.0|0|1999.0|0|0.0|100
0|2022-01-12|240031.0|0|240031.0|0|1999.0|0|0.0|100
0|2022-01-13|240031.0|0|242206.0|0|1999.0|0|0.0|100
0|2022-01-14|247712.0|0|247712.0|0|2036.0|0|0.0|100
0|2022-01-15|253736.0|0|253736.0|0|2036.0|0|0.0|100
0|2022-01-16|256891.0|0|256891.0|0|2036.0|0|0.0|100
0|2022-01-17|259693.0|0|0.0|100|2036.0|0|0.0|100
