|dates|SaltLake_Utah_UnitedStates.BLS_EmployedPopulation.data|SaltLake_Utah_UnitedStates.BLS_EmployedPopulation.missing|SaltLake_Utah_UnitedStates.BLS_UnemployedPopulation.data|SaltLake_Utah_UnitedStates.BLS_UnemployedPopulation.missing|SaltLake_Utah_UnitedStates.BLS_UnemploymentRate.data|SaltLake_Utah_UnitedStates.BLS_UnemploymentRate.missing|SaltLake_Utah_UnitedStates.BLS_LaborForcePopulation.data|SaltLake_Utah_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-17|629474.0|0|18204.0|0|2.810655912351508|0|647678.0|0
0|2021-10-18|629474.0|0|18204.0|0|2.810655912351508|0|647678.0|0
0|2021-10-19|629474.0|0|18204.0|0|2.810655912351508|0|647678.0|0
0|2021-10-20|629474.0|0|18204.0|0|2.810655912351508|0|647678.0|0
0|2021-10-21|629474.0|0|18204.0|0|2.810655912351508|0|647678.0|0
0|2021-10-22|629474.0|0|18204.0|0|2.810655912351508|0|647678.0|0
0|2021-10-23|629474.0|0|18204.0|0|2.810655912351508|0|647678.0|0
0|2021-10-24|629474.0|0|18204.0|0|2.810655912351508|0|647678.0|0
0|2021-10-25|629474.0|0|18204.0|0|2.810655912351508|0|647678.0|0
0|2021-10-26|629474.0|0|18204.0|0|2.810655912351508|0|647678.0|0
0|2021-10-27|629474.0|0|18204.0|0|2.810655912351508|0|647678.0|0
0|2021-10-28|629474.0|0|18204.0|0|2.810655912351508|0|647678.0|0
0|2021-10-29|629474.0|0|18204.0|0|2.810655912351508|0|647678.0|0
0|2021-10-30|629474.0|0|18204.0|0|2.810655912351508|0|647678.0|0
0|2021-10-31|629474.0|0|18204.0|0|2.810655912351508|0|647678.0|0
0|2021-11-01|629474.0|0|18204.0|0|2.810655912351508|0|647678.0|0
0|2021-11-02|629474.0|0|18204.0|0|2.810655912351508|0|647678.0|0
0|2021-11-03|629474.0|0|18204.0|0|2.810655912351508|0|647678.0|0
