|dates|Richland_Ohio_UnitedStates.BLS_EmployedPopulation.data|Richland_Ohio_UnitedStates.BLS_EmployedPopulation.missing|Richland_Ohio_UnitedStates.BLS_UnemployedPopulation.data|Richland_Ohio_UnitedStates.BLS_UnemployedPopulation.missing|Richland_Ohio_UnitedStates.BLS_UnemploymentRate.data|Richland_Ohio_UnitedStates.BLS_UnemploymentRate.missing|Richland_Ohio_UnitedStates.BLS_LaborForcePopulation.data|Richland_Ohio_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-12-19|46569.0|0|2805.0|0|5.681127719042411|0|49374.0|0
0|2021-12-20|46569.0|0|2805.0|0|5.681127719042411|0|49374.0|0
0|2021-12-21|46569.0|0|2805.0|0|5.681127719042411|0|49374.0|0
0|2021-12-22|46569.0|0|2805.0|0|5.681127719042411|0|49374.0|0
0|2021-12-23|46569.0|0|2805.0|0|5.681127719042411|0|49374.0|0
0|2021-12-24|46569.0|0|2805.0|0|5.681127719042411|0|49374.0|0
0|2021-12-25|46569.0|0|2805.0|0|5.681127719042411|0|49374.0|0
0|2021-12-26|46569.0|0|2805.0|0|5.681127719042411|0|49374.0|0
0|2021-12-27|46569.0|0|2805.0|0|5.681127719042411|0|49374.0|0
0|2021-12-28|46569.0|0|2805.0|0|5.681127719042411|0|49374.0|0
0|2021-12-29|46569.0|0|2805.0|0|5.681127719042411|0|49374.0|0
0|2021-12-30|46569.0|0|2805.0|0|5.681127719042411|0|49374.0|0
0|2021-12-31|46569.0|0|2805.0|0|5.681127719042411|0|49374.0|0
0|2022-01-01|46569.0|0|2805.0|0|5.681127719042411|0|49374.0|0
0|2022-01-02|46569.0|0|2805.0|0|5.681127719042411|0|49374.0|0
0|2022-01-03|46569.0|0|2805.0|0|5.681127719042411|0|49374.0|0
0|2022-01-04|46569.0|0|2805.0|0|5.681127719042411|0|49374.0|0
0|2022-01-05|46569.0|0|2805.0|0|5.681127719042411|0|49374.0|0
0|2022-01-06|46569.0|0|2805.0|0|5.681127719042411|0|49374.0|0
0|2022-01-07|46569.0|0|2805.0|0|5.681127719042411|0|49374.0|0
0|2022-01-08|46569.0|0|2805.0|0|5.681127719042411|0|49374.0|0
0|2022-01-09|46569.0|0|2805.0|0|5.681127719042411|0|49374.0|0
0|2022-01-10|46569.0|0|2805.0|0|5.681127719042411|0|49374.0|0
0|2022-01-11|46569.0|0|2805.0|0|5.681127719042411|0|49374.0|0
0|2022-01-12|46569.0|0|2805.0|0|5.681127719042411|0|49374.0|0
0|2022-01-13|46569.0|0|2805.0|0|5.681127719042411|0|49374.0|0
0|2022-01-14|46569.0|0|2805.0|0|5.681127719042411|0|49374.0|0
0|2022-01-15|46569.0|0|2805.0|0|5.681127719042411|0|49374.0|0
0|2022-01-16|46569.0|0|2805.0|0|5.681127719042411|0|49374.0|0
0|2022-01-17|46569.0|0|2805.0|0|5.681127719042411|0|49374.0|0
