|dates|Clarke_Georgia_UnitedStates.JHU_ConfirmedCases.data|Clarke_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Clarke_Georgia_UnitedStates.NYT_ConfirmedCases.data|Clarke_Georgia_UnitedStates.NYT_ConfirmedCases.missing|Clarke_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Clarke_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Clarke_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Clarke_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2022-01-05|23148.0|0|23167.0|0|189.0|0|0.0|100
0|2022-01-06|23148.0|0|23167.0|0|189.0|0|0.0|100
0|2022-01-07|23148.0|0|23167.0|0|189.0|0|0.0|100
0|2022-01-08|23148.0|0|23167.0|0|189.0|0|0.0|100
0|2022-01-09|23148.0|0|23167.0|0|189.0|0|0.0|100
0|2022-01-10|24511.0|0|24530.0|0|189.0|0|0.0|100
0|2022-01-11|24841.0|0|24860.0|0|189.0|0|0.0|100
0|2022-01-12|25029.0|0|25048.0|0|190.0|0|0.0|100
0|2022-01-13|25029.0|0|25346.0|0|190.0|0|0.0|100
0|2022-01-14|25593.0|0|25612.0|0|191.0|0|0.0|100
0|2022-01-15|25593.0|0|25612.0|0|191.0|0|0.0|100
0|2022-01-16|25593.0|0|25612.0|0|191.0|0|0.0|100
0|2022-01-17|26155.0|0|0.0|100|192.0|0|0.0|100
