|dates|SanSaba_Texas_UnitedStates.AveragePrecipitationTotal.data|SanSaba_Texas_UnitedStates.AveragePrecipitationTotal.missing|SanSaba_Texas_UnitedStates.AveragePrecipitation.data|SanSaba_Texas_UnitedStates.AveragePrecipitation.missing|SanSaba_Texas_UnitedStates.AverageWindDirection.data|SanSaba_Texas_UnitedStates.AverageWindDirection.missing|SanSaba_Texas_UnitedStates.AverageWindSpeed.data|SanSaba_Texas_UnitedStates.AverageWindSpeed.missing
0|2021-10-17|0.0|0|0.0|0|39.375|0|1.125|0
0|2021-10-18|0.0|0|0.0|0|86.77083333333333|0|3.59375|0
0|2021-10-19|0.0|0|0.0|0|118.85416666666667|0|4.927083333333333|0
0|2021-10-20|0.0|0|0.0|0|109.16666666666667|0|2.7291666666666665|0
0|2021-10-21|0.0|0|0.0|0|67.08333333333333|0|1.9583333333333333|0
0|2021-10-22|0.0|0|0.0|0|70.625|0|3.0520833333333335|0
0|2021-10-23|0.0|0|0.0|0|129.01041666666666|0|5.796875|0
0|2021-10-24|0.0|0|0.0|0|166.875|0|5.484375|0
0|2021-10-25|0.0|0|0.0|0|94.01041666666667|0|3.3020833333333335|0
0|2021-10-26|0.0|0|0.0|0|131.45833333333334|0|8.046875|0
0|2021-10-27|0.008749999999999999|0|0.01510416666666667|0|263.2291666666667|0|11.90625|0
0|2021-10-28|0.00020833333333333335|0|0.0|0|308.0729166666667|0|12.703125|0
0|2021-10-29|0.0|0|0.0|0|305.625|0|8.8125|0
0|2021-10-30|0.0|0|0.0|0|121.35416666666667|0|2.4270833333333335|0
0|2021-10-31|0.0|0|0.0|0|89.375|0|3.3229166666666665|0
0|2021-11-01|0.0|0|0.0|0|66.04166666666667|0|2.9166666666666665|0
0|2021-11-02|0.0|0|0.0|0|40.104166666666664|0|3.9270833333333335|0
0|2021-11-03|0.0|0|0.033437499999999995|0|77.29166666666667|0|7.3125|0
0|2021-11-04|0.02020833333333333|0|0.0|0|35.625|0|5.197916666666667|0
0|2021-11-05|0.0|0|0.0|0|33.4375|0|0.7395833333333334|0
0|2021-11-06|0.0|0|0.0|0|42.083333333333336|0|1.25|0
0|2021-11-07|0.0|0|0.0|0|113.02083333333333|0|3.4583333333333335|0
0|2021-11-08|0.0|0|0.0|0|125.3125|0|4.25|0
0|2021-11-09|0.0|0|0.0|0|120.0|0|3.7083333333333335|0
0|2021-11-10|0.0|0|0.0|0|133.07291666666666|0|5.6875|0
0|2021-11-11|0.0|0|0.0|0|76.875|0|5.572916666666667|0
0|2021-11-12|0.0|0|0.0|0|162.39583333333334|0|3.9270833333333335|0
0|2021-11-13|0.0|0|0.0|0|109.89583333333333|0|2.4791666666666665|0
0|2021-11-14|0.0|0|0.0|0|55.0|0|0.90625|0
0|2021-11-15|0.0|0|0.0|0|87.5|0|3.0|0
0|2021-11-16|0.0|0|0.0|0|174.6875|0|7.104166666666667|0
0|2021-11-17|0.0|0|0.0|0|185.52083333333334|0|8.135416666666666|0
0|2021-11-18|0.0|0|0.0|0|95.88541666666667|0|9.989583333333334|0
0|2021-11-19|0.0|0|0.0|0|103.125|0|3.03125|0
0|2021-11-20|0.0|0|0.0|0|121.5625|0|4.75|0
0|2021-11-21|0.0|0|0.0|0|191.14583333333334|0|4.270833333333333|0
0|2021-11-22|0.0|0|0.0|0|150.41666666666666|0|4.229166666666667|0
0|2021-11-23|0.0|0|0.0|0|100.3125|0|4.489583333333333|0
0|2021-11-24|0.0|0|0.0|0|142.08333333333334|0|6.677083333333333|0
0|2021-11-25|0.0|0|0.0|0|260.5729166666667|0|9.255208333333334|0
0|2021-11-26|0.0|0|0.0|0|89.47916666666667|0|1.5416666666666667|0
0|2021-11-27|0.00020833333333333335|0|0.005781250000000002|0|75.9375|0|1.7447916666666667|0
0|2021-11-28|0.0043749999999999995|0|0.00020833333333333335|0|177.34375|0|5.526041666666667|0
0|2021-11-29|0.0|0|0.0|0|108.4375|0|2.7604166666666665|0
0|2021-11-30|0.0|0|0.0|0|151.45833333333334|0|4.177083333333333|0
