|dates|SanSaba_Texas_UnitedStates.AveragePrecipitationTotal.data|SanSaba_Texas_UnitedStates.AveragePrecipitationTotal.missing|SanSaba_Texas_UnitedStates.AveragePrecipitation.data|SanSaba_Texas_UnitedStates.AveragePrecipitation.missing|SanSaba_Texas_UnitedStates.AverageWindDirection.data|SanSaba_Texas_UnitedStates.AverageWindDirection.missing|SanSaba_Texas_UnitedStates.AverageWindSpeed.data|SanSaba_Texas_UnitedStates.AverageWindSpeed.missing
0|2021-12-01|0.0|0|0.0|0|161.875|0|3.5104166666666665|0
0|2021-12-02|0.0|0|0.0|0|123.22916666666667|0|2.4166666666666665|0
0|2021-12-03|0.0|0|0.0|0|69.16666666666667|0|2.3489583333333335|0
0|2021-12-04|0.0|0|0.0|0|69.35416666666667|0|1.5520833333333333|0
0|2021-12-05|0.0|0|0.0|0|153.85416666666666|0|5.583333333333333|0
0|2021-12-06|0.000625|0|0.000625|0|211.875|0|7.385416666666667|0
0|2021-12-07|0.0|0|0.0|0|123.38541666666667|0|2.890625|0
0|2021-12-08|0.0|0|0.0|0|148.54166666666666|0|3.9479166666666665|0
0|2021-12-09|0.0|0|0.0|0|166.04166666666666|0|6.197916666666667|0
0|2021-12-10|0.0|0|0.0|0|180.72916666666666|0|6.34375|0
0|2021-12-11|0.0|0|0.0|0|141.5625|0|6.989583333333333|0
0|2021-12-12|0.0|0|0.0|0|85.20833333333333|0|2.7291666666666665|0
0|2021-12-13|0.0|0|0.0|0|105.41666666666667|0|4.4375|0
0|2021-12-14|0.0|0|0.0|0|115.83333333333333|0|4.15625|0
0|2021-12-15|0.0|0|0.0|0|184.27083333333334|0|10.59375|0
0|2021-12-16|0.0|0|0.0|0|143.4375|0|4.927083333333333|0
0|2021-12-17|0.0|0|0.0|0|176.25|0|7.34375|0
0|2021-12-18|0.0|0|0.0|0|129.27083333333334|0|9.0625|0
0|2021-12-19|0.0|0|0.0|0|107.5|0|4.760416666666667|0
0|2021-12-20|0.0|0|0.0|0|53.90625|0|2.0833333333333335|0
0|2021-12-21|0.0|0|0.0|0|108.85416666666667|0|2.5208333333333335|0
0|2021-12-22|0.0|0|0.0|0|128.48958333333334|0|2.515625|0
0|2021-12-23|0.0|0|0.0|0|128.33333333333334|0|5.166666666666667|0
0|2021-12-24|0.0|0|0.0|0|197.91666666666666|0|7.90625|0
0|2021-12-25|0.0|0|0.0|0|82.29166666666667|0|1.875|0
0|2021-12-26|0.0|0|0.0|0|104.6875|0|4.291666666666667|0
0|2021-12-27|0.0|0|0.0|0|141.77083333333334|0|4.052083333333333|0
0|2021-12-28|0.0|0|0.0|0|138.22916666666666|0|3.9375|0
0|2021-12-29|0.0|0|0.0|0|144.89583333333334|0|3.2708333333333335|0
0|2021-12-30|0.0|0|0.0|0|55.208333333333336|0|1.8645833333333333|0
0|2021-12-31|0.0|0|0.0|0|119.0625|0|3.4270833333333335|0
0|2022-01-01|0.0|0|0.0|0|83.33333333333333|0|3.484375|0
0|2022-01-02|0.0|0|0.0|0|311.1458333333333|0|10.010416666666666|0
0|2022-01-03|0.0|0|0.0|0|90.05208333333333|0|1.8958333333333333|0
0|2022-01-04|0.0|0|0.0|0|153.64583333333334|0|5.5|0
0|2022-01-05|0.0|0|0.0|0|119.6875|0|3.7916666666666665|0
0|2022-01-06|0.0|0|0.0|0|196.66666666666666|0|6.640625|0
0|2022-01-07|0.0|0|0.0|0|156.5625|0|3.7083333333333335|0
0|2022-01-08|0.0|0|0.00046875|0|95.41666666666667|0|2.6354166666666665|0
0|2022-01-09|0.00020833333333333335|0|0.0|0|291.4583333333333|0|8.322916666666666|0
0|2022-01-10|0.0|0|0.0|0|152.13541666666666|0|6.557291666666667|0
0|2022-01-11|0.0|0|0.004791666666666667|0|34.583333333333336|0|0.6979166666666666|0
0|2022-01-12|0.003958333333333334|0|0.0|0|78.22916666666667|0|1.4791666666666667|0
0|2022-01-13|0.0|0|0.0|0|94.47916666666667|0|1.7395833333333333|0
0|2022-01-14|0.0|0|0.0|0|84.47916666666667|0|3.0625|0
0|2022-01-15|0.0|0|0.0|0|330.3645833333333|0|14.880208333333334|0
0|2022-01-16|0.0|0|0.0|0|178.125|0|3.7604166666666665|0
0|2022-01-17|0.0|0|0.0|0|100.625|0|3.8229166666666665|0
