|dates|Switzerland_Indiana_UnitedStates.AveragePrecipitationTotal.data|Switzerland_Indiana_UnitedStates.AveragePrecipitationTotal.missing|Switzerland_Indiana_UnitedStates.AveragePrecipitation.data|Switzerland_Indiana_UnitedStates.AveragePrecipitation.missing|Switzerland_Indiana_UnitedStates.AverageWindDirection.data|Switzerland_Indiana_UnitedStates.AverageWindDirection.missing|Switzerland_Indiana_UnitedStates.AverageWindSpeed.data|Switzerland_Indiana_UnitedStates.AverageWindSpeed.missing
0|2021-12-05|0.0|0|0.008958333333333332|0|136.18055555555557|0|11.305555555555557|0
0|2021-12-06|0.01361111111111111|0|0.022458333333333334|0|269.77777777777777|0|15.326388888888891|0
0|2021-12-07|0.004166666666666667|0|0.00020833333333333335|0|183.54166666666666|0|5.291666666666667|0
0|2021-12-08|0.0014583333333333334|0|0.0015277777777777779|0|146.25|0|5.305555555555555|0
0|2021-12-09|0.0|0|0.0|0|157.08333333333334|0|8.833333333333334|0
0|2021-12-10|0.0|0|0.004583333333333333|0|175.61805555555557|0|9.847222222222223|0
0|2021-12-11|0.01916666666666667|0|0.018506944444444447|0|234.0625|0|18.03125|0
0|2021-12-12|0.011666666666666667|0|0.0|0|212.22916666666666|0|7.3125|0
0|2021-12-13|0.0|0|0.0|0|159.16666666666666|0|6.708333333333333|0
0|2021-12-14|0.0|0|0.0|0|106.25|0|5.833333333333333|0
0|2021-12-15|0.0|0|0.0|0|185.41666666666666|0|12.375|0
0|2021-12-16|0.0|0|0.005694444444444444|0|229.44444444444446|0|14.590277777777779|0
0|2021-12-17|0.008749999999999999|0|0.01|0|98.40277777777777|0|6.888888888888889|0
0|2021-12-18|0.004791666666666667|0|0.008437499999999999|0|224.40972222222226|0|11.100694444444445|0
0|2021-12-19|0.0033333333333333335|0|0.0|0|201.04166666666666|0|7.666666666666667|0
0|2021-12-20|0.0|0|0.0|0|84.58333333333333|0|2.8125|0
0|2021-12-21|0.0|0|0.0|0|167.91666666666666|0|6.041666666666667|0
0|2021-12-22|0.0|0|0.0|0|250.0|0|9.708333333333334|0
0|2021-12-23|0.0|0|0.0|0|190.75|0|10.75|0
0|2021-12-24|0.0|0|0.0|0|193.75|0|13.0|0
0|2021-12-25|0.00020833333333333335|0|0.003958333333333334|0|257.84722222222223|0|12.354166666666666|0
0|2021-12-26|0.003541666666666667|0|0.0|0|142.5|0|5.416666666666667|0
0|2021-12-27|0.0|0|0.0|0|232.08333333333334|0|14.333333333333334|0
0|2021-12-28|0.0004166666666666667|0|0.018722222222222223|0|149.43055555555557|0|9.72638888888889|0
0|2021-12-29|0.023749999999999997|0|0.0004166666666666667|0|165.45138888888889|0|6.211805555555556|0
0|2021-12-30|0.00020833333333333335|0|0.0004166666666666667|0|165.52083333333334|0|4.9756944444444455|0
0|2021-12-31|0.0|0|0.0|0|182.53472222222226|0|8.010416666666666|0
0|2022-01-01|0.005833333333333334|0|0.036736111111111115|0|197.4652777777778|0|7.465277777777779|0
0|2022-01-02|0.044583333333333336|0|0.008333333333333333|0|271.9791666666667|0|13.395833333333334|0
0|2022-01-03|0.0|0|0.0|0|217.70833333333334|0|7.875|0
0|2022-01-04|0.0|0|0.0|0|176.66666666666666|0|10.208333333333334|0
0|2022-01-05|0.0|0|0.0|0|242.85416666666666|0|16.729166666666668|0
0|2022-01-06|0.0|0|0.001736111111111111|0|284.29861111111114|0|9.295138888888888|0
0|2022-01-07|0.0010416666666666667|0|0.0|0|217.02083333333334|0|7.25|0
0|2022-01-08|0.0|0|0.00375|0|156.66666666666666|0|10.083333333333334|0
0|2022-01-09|0.00972222222222222|0|0.022118055555555554|0|268.8541666666667|0|14.677083333333334|0
0|2022-01-10|0.0004166666666666667|0|0.0|0|279.2916666666667|0|9.520833333333334|0
0|2022-01-11|0.0|0|0.0|0|172.6875|0|9.916666666666666|0
0|2022-01-12|0.0|0|0.0|0|210.41666666666666|0|10.083333333333334|0
0|2022-01-13|0.0|0|0.0004166666666666667|0|229.16666666666666|0|6.791666666666667|0
0|2022-01-14|0.0004166666666666667|0|0.0|0|150.0|0|8.854166666666666|0
0|2022-01-15|0.0|0|0.0|0|52.708333333333336|0|12.625|0
0|2022-01-16|0.0|0|0.0037499999999999994|0|143.68055555555554|0|10.993055555555557|0
0|2022-01-17|0.005833333333333334|0|0.0|0|281.73611111111114|0|15.159722222222221|0
