|dates|SanJuan_Colorado_UnitedStates.BLS_EmployedPopulation.data|SanJuan_Colorado_UnitedStates.BLS_EmployedPopulation.missing|SanJuan_Colorado_UnitedStates.BLS_UnemployedPopulation.data|SanJuan_Colorado_UnitedStates.BLS_UnemployedPopulation.missing|SanJuan_Colorado_UnitedStates.BLS_UnemploymentRate.data|SanJuan_Colorado_UnitedStates.BLS_UnemploymentRate.missing|SanJuan_Colorado_UnitedStates.BLS_LaborForcePopulation.data|SanJuan_Colorado_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-17|383.0|0|21.0|0|5.198019801980198|0|404.0|0
0|2021-10-18|383.0|0|21.0|0|5.198019801980198|0|404.0|0
0|2021-10-19|383.0|0|21.0|0|5.198019801980198|0|404.0|0
0|2021-10-20|383.0|0|21.0|0|5.198019801980198|0|404.0|0
0|2021-10-21|383.0|0|21.0|0|5.198019801980198|0|404.0|0
0|2021-10-22|383.0|0|21.0|0|5.198019801980198|0|404.0|0
0|2021-10-23|383.0|0|21.0|0|5.198019801980198|0|404.0|0
0|2021-10-24|383.0|0|21.0|0|5.198019801980198|0|404.0|0
0|2021-10-25|383.0|0|21.0|0|5.198019801980198|0|404.0|0
0|2021-10-26|383.0|0|21.0|0|5.198019801980198|0|404.0|0
0|2021-10-27|383.0|0|21.0|0|5.198019801980198|0|404.0|0
0|2021-10-28|383.0|0|21.0|0|5.198019801980198|0|404.0|0
0|2021-10-29|383.0|0|21.0|0|5.198019801980198|0|404.0|0
0|2021-10-30|383.0|0|21.0|0|5.198019801980198|0|404.0|0
0|2021-10-31|383.0|0|21.0|0|5.198019801980198|0|404.0|0
0|2021-11-01|383.0|0|21.0|0|5.198019801980198|0|404.0|0
0|2021-11-02|383.0|0|21.0|0|5.198019801980198|0|404.0|0
0|2021-11-03|383.0|0|21.0|0|5.198019801980198|0|404.0|0
0|2021-11-04|383.0|0|21.0|0|5.198019801980198|0|404.0|0
0|2021-11-05|383.0|0|21.0|0|5.198019801980198|0|404.0|0
0|2021-11-06|383.0|0|21.0|0|5.198019801980198|0|404.0|0
0|2021-11-07|383.0|0|21.0|0|5.198019801980198|0|404.0|0
0|2021-11-08|383.0|0|21.0|0|5.198019801980198|0|404.0|0
0|2021-11-09|383.0|0|21.0|0|5.198019801980198|0|404.0|0
0|2021-11-10|383.0|0|21.0|0|5.198019801980198|0|404.0|0
0|2021-11-11|383.0|0|21.0|0|5.198019801980198|0|404.0|0
0|2021-11-12|383.0|0|21.0|0|5.198019801980198|0|404.0|0
0|2021-11-13|383.0|0|21.0|0|5.198019801980198|0|404.0|0
0|2021-11-14|383.0|0|21.0|0|5.198019801980198|0|404.0|0
0|2021-11-15|383.0|0|21.0|0|5.198019801980198|0|404.0|0
0|2021-11-16|383.0|0|21.0|0|5.198019801980198|0|404.0|0
0|2021-11-17|383.0|0|21.0|0|5.198019801980198|0|404.0|0
0|2021-11-18|383.0|0|21.0|0|5.198019801980198|0|404.0|0
0|2021-11-19|383.0|0|21.0|0|5.198019801980198|0|404.0|0
0|2021-11-20|383.0|0|21.0|0|5.198019801980198|0|404.0|0
0|2021-11-21|383.0|0|21.0|0|5.198019801980198|0|404.0|0
0|2021-11-22|383.0|0|21.0|0|5.198019801980198|0|404.0|0
0|2021-11-23|383.0|0|21.0|0|5.198019801980198|0|404.0|0
0|2021-11-24|383.0|0|21.0|0|5.198019801980198|0|404.0|0
0|2021-11-25|383.0|0|21.0|0|5.198019801980198|0|404.0|0
0|2021-11-26|383.0|0|21.0|0|5.198019801980198|0|404.0|0
0|2021-11-27|383.0|0|21.0|0|5.198019801980198|0|404.0|0
0|2021-11-28|383.0|0|21.0|0|5.198019801980198|0|404.0|0
0|2021-11-29|383.0|0|21.0|0|5.198019801980198|0|404.0|0
0|2021-11-30|383.0|0|21.0|0|5.198019801980198|0|404.0|0
0|2021-12-01|383.0|0|21.0|0|5.198019801980198|0|404.0|0
0|2021-12-02|383.0|0|21.0|0|5.198019801980198|0|404.0|0
0|2021-12-03|383.0|0|21.0|0|5.198019801980198|0|404.0|0
0|2021-12-04|383.0|0|21.0|0|5.198019801980198|0|404.0|0
0|2021-12-05|383.0|0|21.0|0|5.198019801980198|0|404.0|0
0|2021-12-06|383.0|0|21.0|0|5.198019801980198|0|404.0|0
0|2021-12-07|383.0|0|21.0|0|5.198019801980198|0|404.0|0
0|2021-12-08|383.0|0|21.0|0|5.198019801980198|0|404.0|0
0|2021-12-09|383.0|0|21.0|0|5.198019801980198|0|404.0|0
0|2021-12-10|383.0|0|21.0|0|5.198019801980198|0|404.0|0
0|2021-12-11|383.0|0|21.0|0|5.198019801980198|0|404.0|0
0|2021-12-12|383.0|0|21.0|0|5.198019801980198|0|404.0|0
0|2021-12-13|383.0|0|21.0|0|5.198019801980198|0|404.0|0
0|2021-12-14|383.0|0|21.0|0|5.198019801980198|0|404.0|0
0|2021-12-15|383.0|0|21.0|0|5.198019801980198|0|404.0|0
0|2021-12-16|383.0|0|21.0|0|5.198019801980198|0|404.0|0
0|2021-12-17|383.0|0|21.0|0|5.198019801980198|0|404.0|0
0|2021-12-18|383.0|0|21.0|0|5.198019801980198|0|404.0|0
0|2021-12-19|383.0|0|21.0|0|5.198019801980198|0|404.0|0
0|2021-12-20|383.0|0|21.0|0|5.198019801980198|0|404.0|0
0|2021-12-21|383.0|0|21.0|0|5.198019801980198|0|404.0|0
0|2021-12-22|383.0|0|21.0|0|5.198019801980198|0|404.0|0
0|2021-12-23|383.0|0|21.0|0|5.198019801980198|0|404.0|0
0|2021-12-24|383.0|0|21.0|0|5.198019801980198|0|404.0|0
0|2021-12-25|383.0|0|21.0|0|5.198019801980198|0|404.0|0
0|2021-12-26|383.0|0|21.0|0|5.198019801980198|0|404.0|0
0|2021-12-27|383.0|0|21.0|0|5.198019801980198|0|404.0|0
0|2021-12-28|383.0|0|21.0|0|5.198019801980198|0|404.0|0
0|2021-12-29|383.0|0|21.0|0|5.198019801980198|0|404.0|0
0|2021-12-30|383.0|0|21.0|0|5.198019801980198|0|404.0|0
0|2021-12-31|383.0|0|21.0|0|5.198019801980198|0|404.0|0
0|2022-01-01|383.0|0|21.0|0|5.198019801980198|0|404.0|0
0|2022-01-02|383.0|0|21.0|0|5.198019801980198|0|404.0|0
0|2022-01-03|383.0|0|21.0|0|5.198019801980198|0|404.0|0
0|2022-01-04|383.0|0|21.0|0|5.198019801980198|0|404.0|0
0|2022-01-05|383.0|0|21.0|0|5.198019801980198|0|404.0|0
0|2022-01-06|383.0|0|21.0|0|5.198019801980198|0|404.0|0
