|dates|Deschutes_Oregon_UnitedStates.BLS_EmployedPopulation.data|Deschutes_Oregon_UnitedStates.BLS_EmployedPopulation.missing|Deschutes_Oregon_UnitedStates.BLS_UnemployedPopulation.data|Deschutes_Oregon_UnitedStates.BLS_UnemployedPopulation.missing|Deschutes_Oregon_UnitedStates.BLS_UnemploymentRate.data|Deschutes_Oregon_UnitedStates.BLS_UnemploymentRate.missing|Deschutes_Oregon_UnitedStates.BLS_LaborForcePopulation.data|Deschutes_Oregon_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-12-13|95335.0|0|5605.0|0|5.552803645730137|0|100940.0|0
0|2021-12-14|95335.0|0|5605.0|0|5.552803645730137|0|100940.0|0
0|2021-12-15|95335.0|0|5605.0|0|5.552803645730137|0|100940.0|0
0|2021-12-16|95335.0|0|5605.0|0|5.552803645730137|0|100940.0|0
0|2021-12-17|95335.0|0|5605.0|0|5.552803645730137|0|100940.0|0
0|2021-12-18|95335.0|0|5605.0|0|5.552803645730137|0|100940.0|0
0|2021-12-19|95335.0|0|5605.0|0|5.552803645730137|0|100940.0|0
0|2021-12-20|95335.0|0|5605.0|0|5.552803645730137|0|100940.0|0
0|2021-12-21|95335.0|0|5605.0|0|5.552803645730137|0|100940.0|0
0|2021-12-22|95335.0|0|5605.0|0|5.552803645730137|0|100940.0|0
0|2021-12-23|95335.0|0|5605.0|0|5.552803645730137|0|100940.0|0
0|2021-12-24|95335.0|0|5605.0|0|5.552803645730137|0|100940.0|0
0|2021-12-25|95335.0|0|5605.0|0|5.552803645730137|0|100940.0|0
0|2021-12-26|95335.0|0|5605.0|0|5.552803645730137|0|100940.0|0
0|2021-12-27|95335.0|0|5605.0|0|5.552803645730137|0|100940.0|0
0|2021-12-28|95335.0|0|5605.0|0|5.552803645730137|0|100940.0|0
0|2021-12-29|95335.0|0|5605.0|0|5.552803645730137|0|100940.0|0
0|2021-12-30|95335.0|0|5605.0|0|5.552803645730137|0|100940.0|0
0|2021-12-31|95335.0|0|5605.0|0|5.552803645730137|0|100940.0|0
0|2022-01-01|95335.0|0|5605.0|0|5.552803645730137|0|100940.0|0
0|2022-01-02|95335.0|0|5605.0|0|5.552803645730137|0|100940.0|0
0|2022-01-03|95335.0|0|5605.0|0|5.552803645730137|0|100940.0|0
0|2022-01-04|95335.0|0|5605.0|0|5.552803645730137|0|100940.0|0
0|2022-01-05|95335.0|0|5605.0|0|5.552803645730137|0|100940.0|0
0|2022-01-06|95335.0|0|5605.0|0|5.552803645730137|0|100940.0|0
0|2022-01-07|95335.0|0|5605.0|0|5.552803645730137|0|100940.0|0
0|2022-01-08|95335.0|0|5605.0|0|5.552803645730137|0|100940.0|0
0|2022-01-09|95335.0|0|5605.0|0|5.552803645730137|0|100940.0|0
0|2022-01-10|95335.0|0|5605.0|0|5.552803645730137|0|100940.0|0
0|2022-01-11|95335.0|0|5605.0|0|5.552803645730137|0|100940.0|0
0|2022-01-12|95335.0|0|5605.0|0|5.552803645730137|0|100940.0|0
0|2022-01-13|95335.0|0|5605.0|0|5.552803645730137|0|100940.0|0
0|2022-01-14|95335.0|0|5605.0|0|5.552803645730137|0|100940.0|0
0|2022-01-15|95335.0|0|5605.0|0|5.552803645730137|0|100940.0|0
0|2022-01-16|95335.0|0|5605.0|0|5.552803645730137|0|100940.0|0
0|2022-01-17|95335.0|0|5605.0|0|5.552803645730137|0|100940.0|0
