|dates|Deschutes_Oregon_UnitedStates.BLS_EmployedPopulation.data|Deschutes_Oregon_UnitedStates.BLS_EmployedPopulation.missing|Deschutes_Oregon_UnitedStates.BLS_UnemployedPopulation.data|Deschutes_Oregon_UnitedStates.BLS_UnemployedPopulation.missing|Deschutes_Oregon_UnitedStates.BLS_UnemploymentRate.data|Deschutes_Oregon_UnitedStates.BLS_UnemploymentRate.missing|Deschutes_Oregon_UnitedStates.BLS_LaborForcePopulation.data|Deschutes_Oregon_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-17|95335.0|0|5605.0|0|5.552803645730137|0|100940.0|0
0|2021-10-18|95335.0|0|5605.0|0|5.552803645730137|0|100940.0|0
0|2021-10-19|95335.0|0|5605.0|0|5.552803645730137|0|100940.0|0
0|2021-10-20|95335.0|0|5605.0|0|5.552803645730137|0|100940.0|0
0|2021-10-21|95335.0|0|5605.0|0|5.552803645730137|0|100940.0|0
0|2021-10-22|95335.0|0|5605.0|0|5.552803645730137|0|100940.0|0
0|2021-10-23|95335.0|0|5605.0|0|5.552803645730137|0|100940.0|0
0|2021-10-24|95335.0|0|5605.0|0|5.552803645730137|0|100940.0|0
0|2021-10-25|95335.0|0|5605.0|0|5.552803645730137|0|100940.0|0
0|2021-10-26|95335.0|0|5605.0|0|5.552803645730137|0|100940.0|0
0|2021-10-27|95335.0|0|5605.0|0|5.552803645730137|0|100940.0|0
0|2021-10-28|95335.0|0|5605.0|0|5.552803645730137|0|100940.0|0
0|2021-10-29|95335.0|0|5605.0|0|5.552803645730137|0|100940.0|0
0|2021-10-30|95335.0|0|5605.0|0|5.552803645730137|0|100940.0|0
0|2021-10-31|95335.0|0|5605.0|0|5.552803645730137|0|100940.0|0
0|2021-11-01|95335.0|0|5605.0|0|5.552803645730137|0|100940.0|0
0|2021-11-02|95335.0|0|5605.0|0|5.552803645730137|0|100940.0|0
0|2021-11-03|95335.0|0|5605.0|0|5.552803645730137|0|100940.0|0
0|2021-11-04|95335.0|0|5605.0|0|5.552803645730137|0|100940.0|0
0|2021-11-05|95335.0|0|5605.0|0|5.552803645730137|0|100940.0|0
0|2021-11-06|95335.0|0|5605.0|0|5.552803645730137|0|100940.0|0
0|2021-11-07|95335.0|0|5605.0|0|5.552803645730137|0|100940.0|0
0|2021-11-08|95335.0|0|5605.0|0|5.552803645730137|0|100940.0|0
0|2021-11-09|95335.0|0|5605.0|0|5.552803645730137|0|100940.0|0
0|2021-11-10|95335.0|0|5605.0|0|5.552803645730137|0|100940.0|0
0|2021-11-11|95335.0|0|5605.0|0|5.552803645730137|0|100940.0|0
0|2021-11-12|95335.0|0|5605.0|0|5.552803645730137|0|100940.0|0
0|2021-11-13|95335.0|0|5605.0|0|5.552803645730137|0|100940.0|0
0|2021-11-14|95335.0|0|5605.0|0|5.552803645730137|0|100940.0|0
0|2021-11-15|95335.0|0|5605.0|0|5.552803645730137|0|100940.0|0
0|2021-11-16|95335.0|0|5605.0|0|5.552803645730137|0|100940.0|0
0|2021-11-17|95335.0|0|5605.0|0|5.552803645730137|0|100940.0|0
0|2021-11-18|95335.0|0|5605.0|0|5.552803645730137|0|100940.0|0
0|2021-11-19|95335.0|0|5605.0|0|5.552803645730137|0|100940.0|0
0|2021-11-20|95335.0|0|5605.0|0|5.552803645730137|0|100940.0|0
0|2021-11-21|95335.0|0|5605.0|0|5.552803645730137|0|100940.0|0
0|2021-11-22|95335.0|0|5605.0|0|5.552803645730137|0|100940.0|0
0|2021-11-23|95335.0|0|5605.0|0|5.552803645730137|0|100940.0|0
0|2021-11-24|95335.0|0|5605.0|0|5.552803645730137|0|100940.0|0
0|2021-11-25|95335.0|0|5605.0|0|5.552803645730137|0|100940.0|0
0|2021-11-26|95335.0|0|5605.0|0|5.552803645730137|0|100940.0|0
0|2021-11-27|95335.0|0|5605.0|0|5.552803645730137|0|100940.0|0
0|2021-11-28|95335.0|0|5605.0|0|5.552803645730137|0|100940.0|0
0|2021-11-29|95335.0|0|5605.0|0|5.552803645730137|0|100940.0|0
0|2021-11-30|95335.0|0|5605.0|0|5.552803645730137|0|100940.0|0
0|2021-12-01|95335.0|0|5605.0|0|5.552803645730137|0|100940.0|0
0|2021-12-02|95335.0|0|5605.0|0|5.552803645730137|0|100940.0|0
0|2021-12-03|95335.0|0|5605.0|0|5.552803645730137|0|100940.0|0
0|2021-12-04|95335.0|0|5605.0|0|5.552803645730137|0|100940.0|0
0|2021-12-05|95335.0|0|5605.0|0|5.552803645730137|0|100940.0|0
0|2021-12-06|95335.0|0|5605.0|0|5.552803645730137|0|100940.0|0
0|2021-12-07|95335.0|0|5605.0|0|5.552803645730137|0|100940.0|0
0|2021-12-08|95335.0|0|5605.0|0|5.552803645730137|0|100940.0|0
0|2021-12-09|95335.0|0|5605.0|0|5.552803645730137|0|100940.0|0
0|2021-12-10|95335.0|0|5605.0|0|5.552803645730137|0|100940.0|0
0|2021-12-11|95335.0|0|5605.0|0|5.552803645730137|0|100940.0|0
0|2021-12-12|95335.0|0|5605.0|0|5.552803645730137|0|100940.0|0
