|dates|Cherokee_Texas_UnitedStates.JHU_ConfirmedCases.data|Cherokee_Texas_UnitedStates.JHU_ConfirmedCases.missing|Cherokee_Texas_UnitedStates.NYT_ConfirmedCases.data|Cherokee_Texas_UnitedStates.NYT_ConfirmedCases.missing|Cherokee_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Cherokee_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Cherokee_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Cherokee_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-20|6916.0|0|6916.0|0|228.0|0|0.0|100
0|2021-12-21|6920.0|0|6920.0|0|228.0|0|0.0|100
0|2021-12-22|6921.0|0|6921.0|0|228.0|0|0.0|100
0|2021-12-23|6921.0|0|6921.0|0|228.0|0|0.0|100
0|2021-12-24|6921.0|0|6921.0|0|228.0|0|0.0|100
0|2021-12-25|6921.0|0|6921.0|0|228.0|0|0.0|100
0|2021-12-26|6921.0|0|6921.0|0|228.0|0|0.0|100
0|2021-12-27|6936.0|0|6936.0|0|229.0|0|0.0|100
0|2021-12-28|6945.0|0|6945.0|0|229.0|0|0.0|100
0|2021-12-29|6946.0|0|6946.0|0|229.0|0|0.0|100
0|2021-12-30|6951.0|0|6951.0|0|229.0|0|0.0|100
0|2021-12-31|6951.0|0|6951.0|0|229.0|0|0.0|100
0|2022-01-01|6951.0|0|6951.0|0|229.0|0|0.0|100
0|2022-01-02|6951.0|0|6951.0|0|229.0|0|0.0|100
0|2022-01-03|7059.0|0|7059.0|0|229.0|0|0.0|100
0|2022-01-04|7090.0|0|7090.0|0|229.0|0|0.0|100
0|2022-01-05|7106.0|0|7106.0|0|229.0|0|0.0|100
0|2022-01-06|7127.0|0|7127.0|0|230.0|0|0.0|100
0|2022-01-07|7159.0|0|7159.0|0|230.0|0|0.0|100
0|2022-01-08|7187.0|0|7187.0|0|230.0|0|0.0|100
0|2022-01-09|7222.0|0|7222.0|0|230.0|0|0.0|100
0|2022-01-10|7262.0|0|7262.0|0|230.0|0|0.0|100
0|2022-01-11|7276.0|0|7276.0|0|230.0|0|0.0|100
0|2022-01-12|7325.0|0|7325.0|0|230.0|0|0.0|100
0|2022-01-13|7325.0|0|7463.0|0|230.0|0|0.0|100
0|2022-01-14|7463.0|0|6709.0|0|230.0|0|0.0|100
0|2022-01-15|7463.0|0|6848.0|0|230.0|0|0.0|100
0|2022-01-16|6890.0|0|6890.0|0|230.0|0|0.0|100
0|2022-01-17|6926.0|0|0.0|100|230.0|0|0.0|100
