|dates|Westchester_NewYork_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Westchester_NewYork_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Westchester_NewYork_UnitedStates.Male_Total_Population.data|Westchester_NewYork_UnitedStates.Male_Total_Population.missing|Westchester_NewYork_UnitedStates.Female_Total_Population.data|Westchester_NewYork_UnitedStates.Female_Total_Population.missing|Westchester_NewYork_UnitedStates.MaleAndFemale_Under18_Population.data|Westchester_NewYork_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-17|165008.0|0|468720.0|0|498892.0|0|211912.0|0
0|2021-10-18|165008.0|0|468720.0|0|498892.0|0|211912.0|0
0|2021-10-19|165008.0|0|468720.0|0|498892.0|0|211912.0|0
0|2021-10-20|165008.0|0|468720.0|0|498892.0|0|211912.0|0
0|2021-10-21|165008.0|0|468720.0|0|498892.0|0|211912.0|0
0|2021-10-22|165008.0|0|468720.0|0|498892.0|0|211912.0|0
0|2021-10-23|165008.0|0|468720.0|0|498892.0|0|211912.0|0
0|2021-10-24|165008.0|0|468720.0|0|498892.0|0|211912.0|0
0|2021-10-25|165008.0|0|468720.0|0|498892.0|0|211912.0|0
0|2021-10-26|165008.0|0|468720.0|0|498892.0|0|211912.0|0
0|2021-10-27|165008.0|0|468720.0|0|498892.0|0|211912.0|0
0|2021-10-28|165008.0|0|468720.0|0|498892.0|0|211912.0|0
0|2021-10-29|165008.0|0|468720.0|0|498892.0|0|211912.0|0
0|2021-10-30|165008.0|0|468720.0|0|498892.0|0|211912.0|0
0|2021-10-31|165008.0|0|468720.0|0|498892.0|0|211912.0|0
0|2021-11-01|165008.0|0|468720.0|0|498892.0|0|211912.0|0
0|2021-11-02|165008.0|0|468720.0|0|498892.0|0|211912.0|0
0|2021-11-03|165008.0|0|468720.0|0|498892.0|0|211912.0|0
0|2021-11-04|165008.0|0|468720.0|0|498892.0|0|211912.0|0
0|2021-11-05|165008.0|0|468720.0|0|498892.0|0|211912.0|0
0|2021-11-06|165008.0|0|468720.0|0|498892.0|0|211912.0|0
0|2021-11-07|165008.0|0|468720.0|0|498892.0|0|211912.0|0
0|2021-11-08|165008.0|0|468720.0|0|498892.0|0|211912.0|0
0|2021-11-09|165008.0|0|468720.0|0|498892.0|0|211912.0|0
0|2021-11-10|165008.0|0|468720.0|0|498892.0|0|211912.0|0
0|2021-11-11|165008.0|0|468720.0|0|498892.0|0|211912.0|0
0|2021-11-12|165008.0|0|468720.0|0|498892.0|0|211912.0|0
0|2021-11-13|165008.0|0|468720.0|0|498892.0|0|211912.0|0
0|2021-11-14|165008.0|0|468720.0|0|498892.0|0|211912.0|0
0|2021-11-15|165008.0|0|468720.0|0|498892.0|0|211912.0|0
0|2021-11-16|165008.0|0|468720.0|0|498892.0|0|211912.0|0
0|2021-11-17|165008.0|0|468720.0|0|498892.0|0|211912.0|0
0|2021-11-18|165008.0|0|468720.0|0|498892.0|0|211912.0|0
0|2021-11-19|165008.0|0|468720.0|0|498892.0|0|211912.0|0
0|2021-11-20|165008.0|0|468720.0|0|498892.0|0|211912.0|0
0|2021-11-21|165008.0|0|468720.0|0|498892.0|0|211912.0|0
0|2021-11-22|165008.0|0|468720.0|0|498892.0|0|211912.0|0
0|2021-11-23|165008.0|0|468720.0|0|498892.0|0|211912.0|0
0|2021-11-24|165008.0|0|468720.0|0|498892.0|0|211912.0|0
0|2021-11-25|165008.0|0|468720.0|0|498892.0|0|211912.0|0
0|2021-11-26|165008.0|0|468720.0|0|498892.0|0|211912.0|0
0|2021-11-27|165008.0|0|468720.0|0|498892.0|0|211912.0|0
0|2021-11-28|165008.0|0|468720.0|0|498892.0|0|211912.0|0
0|2021-11-29|165008.0|0|468720.0|0|498892.0|0|211912.0|0
0|2021-11-30|165008.0|0|468720.0|0|498892.0|0|211912.0|0
0|2021-12-01|165008.0|0|468720.0|0|498892.0|0|211912.0|0
0|2021-12-02|165008.0|0|468720.0|0|498892.0|0|211912.0|0
0|2021-12-03|165008.0|0|468720.0|0|498892.0|0|211912.0|0
0|2021-12-04|165008.0|0|468720.0|0|498892.0|0|211912.0|0
0|2021-12-05|165008.0|0|468720.0|0|498892.0|0|211912.0|0
0|2021-12-06|165008.0|0|468720.0|0|498892.0|0|211912.0|0
0|2021-12-07|165008.0|0|468720.0|0|498892.0|0|211912.0|0
0|2021-12-08|165008.0|0|468720.0|0|498892.0|0|211912.0|0
0|2021-12-09|165008.0|0|468720.0|0|498892.0|0|211912.0|0
0|2021-12-10|165008.0|0|468720.0|0|498892.0|0|211912.0|0
0|2021-12-11|165008.0|0|468720.0|0|498892.0|0|211912.0|0
0|2021-12-12|165008.0|0|468720.0|0|498892.0|0|211912.0|0
0|2021-12-13|165008.0|0|468720.0|0|498892.0|0|211912.0|0
0|2021-12-14|165008.0|0|468720.0|0|498892.0|0|211912.0|0
0|2021-12-15|165008.0|0|468720.0|0|498892.0|0|211912.0|0
0|2021-12-16|165008.0|0|468720.0|0|498892.0|0|211912.0|0
0|2021-12-17|165008.0|0|468720.0|0|498892.0|0|211912.0|0
0|2021-12-18|165008.0|0|468720.0|0|498892.0|0|211912.0|0
0|2021-12-19|165008.0|0|468720.0|0|498892.0|0|211912.0|0
0|2021-12-20|165008.0|0|468720.0|0|498892.0|0|211912.0|0
0|2021-12-21|165008.0|0|468720.0|0|498892.0|0|211912.0|0
0|2021-12-22|165008.0|0|468720.0|0|498892.0|0|211912.0|0
0|2021-12-23|165008.0|0|468720.0|0|498892.0|0|211912.0|0
0|2021-12-24|165008.0|0|468720.0|0|498892.0|0|211912.0|0
0|2021-12-25|165008.0|0|468720.0|0|498892.0|0|211912.0|0
0|2021-12-26|165008.0|0|468720.0|0|498892.0|0|211912.0|0
0|2021-12-27|165008.0|0|468720.0|0|498892.0|0|211912.0|0
0|2021-12-28|165008.0|0|468720.0|0|498892.0|0|211912.0|0
0|2021-12-29|165008.0|0|468720.0|0|498892.0|0|211912.0|0
0|2021-12-30|165008.0|0|468720.0|0|498892.0|0|211912.0|0
0|2021-12-31|165008.0|0|468720.0|0|498892.0|0|211912.0|0
0|2022-01-01|165008.0|0|468720.0|0|498892.0|0|211912.0|0
0|2022-01-02|165008.0|0|468720.0|0|498892.0|0|211912.0|0
0|2022-01-03|165008.0|0|468720.0|0|498892.0|0|211912.0|0
0|2022-01-04|165008.0|0|468720.0|0|498892.0|0|211912.0|0
0|2022-01-05|165008.0|0|468720.0|0|498892.0|0|211912.0|0
0|2022-01-06|165008.0|0|468720.0|0|498892.0|0|211912.0|0
0|2022-01-07|165008.0|0|468720.0|0|498892.0|0|211912.0|0
0|2022-01-08|165008.0|0|468720.0|0|498892.0|0|211912.0|0
0|2022-01-09|165008.0|0|468720.0|0|498892.0|0|211912.0|0
0|2022-01-10|165008.0|0|468720.0|0|498892.0|0|211912.0|0
0|2022-01-11|165008.0|0|468720.0|0|498892.0|0|211912.0|0
0|2022-01-12|165008.0|0|468720.0|0|498892.0|0|211912.0|0
0|2022-01-13|165008.0|0|468720.0|0|498892.0|0|211912.0|0
0|2022-01-14|165008.0|0|468720.0|0|498892.0|0|211912.0|0
0|2022-01-15|165008.0|0|468720.0|0|498892.0|0|211912.0|0
0|2022-01-16|165008.0|0|468720.0|0|498892.0|0|211912.0|0
0|2022-01-17|165008.0|0|468720.0|0|498892.0|0|211912.0|0
