|dates|Trumbull_Ohio_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Trumbull_Ohio_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Trumbull_Ohio_UnitedStates.Male_Total_Population.data|Trumbull_Ohio_UnitedStates.Male_Total_Population.missing|Trumbull_Ohio_UnitedStates.Female_Total_Population.data|Trumbull_Ohio_UnitedStates.Female_Total_Population.missing|Trumbull_Ohio_UnitedStates.MaleAndFemale_Under18_Population.data|Trumbull_Ohio_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-11-10|42931.0|0|96722.0|0|101905.0|0|40788.0|0
0|2021-11-11|42931.0|0|96722.0|0|101905.0|0|40788.0|0
0|2021-11-12|42931.0|0|96722.0|0|101905.0|0|40788.0|0
0|2021-11-13|42931.0|0|96722.0|0|101905.0|0|40788.0|0
0|2021-11-14|42931.0|0|96722.0|0|101905.0|0|40788.0|0
0|2021-11-15|42931.0|0|96722.0|0|101905.0|0|40788.0|0
0|2021-11-16|42931.0|0|96722.0|0|101905.0|0|40788.0|0
0|2021-11-17|42931.0|0|96722.0|0|101905.0|0|40788.0|0
0|2021-11-18|42931.0|0|96722.0|0|101905.0|0|40788.0|0
0|2021-11-19|42931.0|0|96722.0|0|101905.0|0|40788.0|0
0|2021-11-20|42931.0|0|96722.0|0|101905.0|0|40788.0|0
0|2021-11-21|42931.0|0|96722.0|0|101905.0|0|40788.0|0
0|2021-11-22|42931.0|0|96722.0|0|101905.0|0|40788.0|0
0|2021-11-23|42931.0|0|96722.0|0|101905.0|0|40788.0|0
0|2021-11-24|42931.0|0|96722.0|0|101905.0|0|40788.0|0
0|2021-11-25|42931.0|0|96722.0|0|101905.0|0|40788.0|0
0|2021-11-26|42931.0|0|96722.0|0|101905.0|0|40788.0|0
0|2021-11-27|42931.0|0|96722.0|0|101905.0|0|40788.0|0
0|2021-11-28|42931.0|0|96722.0|0|101905.0|0|40788.0|0
0|2021-11-29|42931.0|0|96722.0|0|101905.0|0|40788.0|0
0|2021-11-30|42931.0|0|96722.0|0|101905.0|0|40788.0|0
0|2021-12-01|42931.0|0|96722.0|0|101905.0|0|40788.0|0
0|2021-12-02|42931.0|0|96722.0|0|101905.0|0|40788.0|0
0|2021-12-03|42931.0|0|96722.0|0|101905.0|0|40788.0|0
0|2021-12-04|42931.0|0|96722.0|0|101905.0|0|40788.0|0
0|2021-12-05|42931.0|0|96722.0|0|101905.0|0|40788.0|0
0|2021-12-06|42931.0|0|96722.0|0|101905.0|0|40788.0|0
0|2021-12-07|42931.0|0|96722.0|0|101905.0|0|40788.0|0
0|2021-12-08|42931.0|0|96722.0|0|101905.0|0|40788.0|0
0|2021-12-09|42931.0|0|96722.0|0|101905.0|0|40788.0|0
0|2021-12-10|42931.0|0|96722.0|0|101905.0|0|40788.0|0
0|2021-12-11|42931.0|0|96722.0|0|101905.0|0|40788.0|0
0|2021-12-12|42931.0|0|96722.0|0|101905.0|0|40788.0|0
0|2021-12-13|42931.0|0|96722.0|0|101905.0|0|40788.0|0
0|2021-12-14|42931.0|0|96722.0|0|101905.0|0|40788.0|0
0|2021-12-15|42931.0|0|96722.0|0|101905.0|0|40788.0|0
0|2021-12-16|42931.0|0|96722.0|0|101905.0|0|40788.0|0
0|2021-12-17|42931.0|0|96722.0|0|101905.0|0|40788.0|0
0|2021-12-18|42931.0|0|96722.0|0|101905.0|0|40788.0|0
0|2021-12-19|42931.0|0|96722.0|0|101905.0|0|40788.0|0
0|2021-12-20|42931.0|0|96722.0|0|101905.0|0|40788.0|0
0|2021-12-21|42931.0|0|96722.0|0|101905.0|0|40788.0|0
0|2021-12-22|42931.0|0|96722.0|0|101905.0|0|40788.0|0
0|2021-12-23|42931.0|0|96722.0|0|101905.0|0|40788.0|0
0|2021-12-24|42931.0|0|96722.0|0|101905.0|0|40788.0|0
0|2021-12-25|42931.0|0|96722.0|0|101905.0|0|40788.0|0
0|2021-12-26|42931.0|0|96722.0|0|101905.0|0|40788.0|0
0|2021-12-27|42931.0|0|96722.0|0|101905.0|0|40788.0|0
0|2021-12-28|42931.0|0|96722.0|0|101905.0|0|40788.0|0
0|2021-12-29|42931.0|0|96722.0|0|101905.0|0|40788.0|0
0|2021-12-30|42931.0|0|96722.0|0|101905.0|0|40788.0|0
0|2021-12-31|42931.0|0|96722.0|0|101905.0|0|40788.0|0
0|2022-01-01|42931.0|0|96722.0|0|101905.0|0|40788.0|0
0|2022-01-02|42931.0|0|96722.0|0|101905.0|0|40788.0|0
0|2022-01-03|42931.0|0|96722.0|0|101905.0|0|40788.0|0
0|2022-01-04|42931.0|0|96722.0|0|101905.0|0|40788.0|0
0|2022-01-05|42931.0|0|96722.0|0|101905.0|0|40788.0|0
0|2022-01-06|42931.0|0|96722.0|0|101905.0|0|40788.0|0
0|2022-01-07|42931.0|0|96722.0|0|101905.0|0|40788.0|0
0|2022-01-08|42931.0|0|96722.0|0|101905.0|0|40788.0|0
0|2022-01-09|42931.0|0|96722.0|0|101905.0|0|40788.0|0
0|2022-01-10|42931.0|0|96722.0|0|101905.0|0|40788.0|0
0|2022-01-11|42931.0|0|96722.0|0|101905.0|0|40788.0|0
0|2022-01-12|42931.0|0|96722.0|0|101905.0|0|40788.0|0
0|2022-01-13|42931.0|0|96722.0|0|101905.0|0|40788.0|0
0|2022-01-14|42931.0|0|96722.0|0|101905.0|0|40788.0|0
0|2022-01-15|42931.0|0|96722.0|0|101905.0|0|40788.0|0
0|2022-01-16|42931.0|0|96722.0|0|101905.0|0|40788.0|0
0|2022-01-17|42931.0|0|96722.0|0|101905.0|0|40788.0|0
