|dates|Champaign_Ohio_UnitedStates.JHU_ConfirmedCases.data|Champaign_Ohio_UnitedStates.JHU_ConfirmedCases.missing|Champaign_Ohio_UnitedStates.NYT_ConfirmedCases.data|Champaign_Ohio_UnitedStates.NYT_ConfirmedCases.missing|Champaign_Ohio_UnitedStates.JHU_ConfirmedDeaths.data|Champaign_Ohio_UnitedStates.JHU_ConfirmedDeaths.missing|Champaign_Ohio_UnitedStates.JHU_ConfirmedRecoveries.data|Champaign_Ohio_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-12|5420.0|0|5420.0|0|81.0|0|0.0|100
0|2021-11-13|5438.0|0|5438.0|0|81.0|0|0.0|100
0|2021-11-14|5440.0|0|5440.0|0|81.0|0|0.0|100
0|2021-11-15|5453.0|0|5453.0|0|81.0|0|0.0|100
0|2021-11-16|5471.0|0|5471.0|0|83.0|0|0.0|100
0|2021-11-17|5483.0|0|5483.0|0|83.0|0|0.0|100
0|2021-11-18|5503.0|0|5503.0|0|83.0|0|0.0|100
0|2021-11-19|5522.0|0|5522.0|0|83.0|0|0.0|100
0|2021-11-20|5542.0|0|5542.0|0|83.0|0|0.0|100
0|2021-11-21|5550.0|0|5550.0|0|83.0|0|0.0|100
0|2021-11-22|5558.0|0|5558.0|0|83.0|0|0.0|100
0|2021-11-23|5574.0|0|5574.0|0|83.0|0|0.0|100
0|2021-11-24|5597.0|0|5597.0|0|83.0|0|0.0|100
0|2021-11-25|5597.0|0|5597.0|0|83.0|0|0.0|100
0|2021-11-26|5627.0|0|5627.0|0|86.0|0|0.0|100
0|2021-11-27|5647.0|0|5647.0|0|86.0|0|0.0|100
0|2021-11-28|5661.0|0|5661.0|0|86.0|0|0.0|100
0|2021-11-29|5682.0|0|5682.0|0|86.0|0|0.0|100
0|2021-11-30|5706.0|0|5706.0|0|87.0|0|0.0|100
0|2021-12-01|5745.0|0|5745.0|0|87.0|0|0.0|100
0|2021-12-02|5784.0|0|5784.0|0|87.0|0|0.0|100
0|2021-12-03|5784.0|0|5808.0|0|87.0|0|0.0|100
0|2021-12-04|5837.0|0|5837.0|0|87.0|0|0.0|100
0|2021-12-05|5851.0|0|5851.0|0|87.0|0|0.0|100
0|2021-12-06|5861.0|0|5861.0|0|87.0|0|0.0|100
0|2021-12-07|5886.0|0|5886.0|0|87.0|0|0.0|100
0|2021-12-08|5920.0|0|5920.0|0|87.0|0|0.0|100
0|2021-12-09|5958.0|0|5958.0|0|87.0|0|0.0|100
0|2021-12-10|5985.0|0|5985.0|0|91.0|0|0.0|100
0|2021-12-11|6012.0|0|6012.0|0|91.0|0|0.0|100
0|2021-12-12|6034.0|0|6034.0|0|91.0|0|0.0|100
0|2021-12-13|6055.0|0|6055.0|0|91.0|0|0.0|100
0|2021-12-14|6055.0|0|6098.0|0|91.0|0|0.0|100
0|2021-12-15|6137.0|0|6137.0|0|93.0|0|0.0|100
0|2021-12-16|6167.0|0|6167.0|0|93.0|0|0.0|100
0|2021-12-17|6191.0|0|6191.0|0|98.0|0|0.0|100
0|2021-12-18|6211.0|0|6211.0|0|98.0|0|0.0|100
0|2021-12-19|6230.0|0|6230.0|0|98.0|0|0.0|100
0|2021-12-20|6252.0|0|6252.0|0|98.0|0|0.0|100
0|2021-12-21|6281.0|0|6281.0|0|98.0|0|0.0|100
0|2021-12-22|6309.0|0|6309.0|0|98.0|0|0.0|100
0|2021-12-23|6334.0|0|6334.0|0|98.0|0|0.0|100
0|2021-12-24|6366.0|0|6366.0|0|98.0|0|0.0|100
0|2021-12-25|6366.0|0|6366.0|0|98.0|0|0.0|100
0|2021-12-26|6397.0|0|6397.0|0|98.0|0|0.0|100
0|2021-12-27|6412.0|0|6412.0|0|98.0|0|0.0|100
0|2021-12-28|6446.0|0|6446.0|0|99.0|0|0.0|100
0|2021-12-29|6490.0|0|6490.0|0|99.0|0|0.0|100
0|2021-12-30|6536.0|0|6536.0|0|99.0|0|0.0|100
0|2021-12-31|6577.0|0|6577.0|0|101.0|0|0.0|100
0|2022-01-01|6577.0|0|6577.0|0|101.0|0|0.0|100
0|2022-01-02|6646.0|0|6646.0|0|101.0|0|0.0|100
0|2022-01-03|6673.0|0|6673.0|0|101.0|0|0.0|100
0|2022-01-04|6745.0|0|6745.0|0|103.0|0|0.0|100
0|2022-01-05|6781.0|0|6781.0|0|103.0|0|0.0|100
0|2022-01-06|6838.0|0|6838.0|0|103.0|0|0.0|100
0|2022-01-07|6877.0|0|6877.0|0|105.0|0|0.0|100
0|2022-01-08|6910.0|0|6910.0|0|105.0|0|0.0|100
0|2022-01-09|6969.0|0|6969.0|0|105.0|0|0.0|100
0|2022-01-10|7002.0|0|7002.0|0|105.0|0|0.0|100
0|2022-01-11|7054.0|0|7054.0|0|106.0|0|0.0|100
0|2022-01-12|7093.0|0|7093.0|0|106.0|0|0.0|100
0|2022-01-13|7093.0|0|7140.0|0|106.0|0|0.0|100
0|2022-01-14|7256.0|0|7256.0|0|112.0|0|0.0|100
0|2022-01-15|7431.0|0|7431.0|0|112.0|0|0.0|100
0|2022-01-16|7493.0|0|7493.0|0|112.0|0|0.0|100
0|2022-01-17|7556.0|0|0.0|100|112.0|0|0.0|100
