|dates|Pinellas_Florida_UnitedStates.JHU_ConfirmedCases.data|Pinellas_Florida_UnitedStates.JHU_ConfirmedCases.missing|Pinellas_Florida_UnitedStates.NYT_ConfirmedCases.data|Pinellas_Florida_UnitedStates.NYT_ConfirmedCases.missing|Pinellas_Florida_UnitedStates.JHU_ConfirmedDeaths.data|Pinellas_Florida_UnitedStates.JHU_ConfirmedDeaths.missing|Pinellas_Florida_UnitedStates.JHU_ConfirmedRecoveries.data|Pinellas_Florida_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|135454.0|0|133436.0|0|1671.0|0|0.0|100
0|2021-10-18|135454.0|0|133436.0|0|1671.0|0|0.0|100
0|2021-10-19|135454.0|0|133436.0|0|1671.0|0|0.0|100
0|2021-10-20|135454.0|0|133436.0|0|1671.0|0|0.0|100
0|2021-10-21|135454.0|0|133436.0|0|1671.0|0|0.0|100
0|2021-10-22|135998.0|0|133980.0|0|1671.0|0|0.0|100
0|2021-10-23|135998.0|0|133980.0|0|1671.0|0|0.0|100
0|2021-10-24|135998.0|0|133980.0|0|1671.0|0|0.0|100
0|2021-10-25|135998.0|0|133980.0|0|1671.0|0|0.0|100
0|2021-10-26|135998.0|0|133980.0|0|1671.0|0|0.0|100
0|2021-10-27|135998.0|0|133980.0|0|1671.0|0|0.0|100
0|2021-10-28|135998.0|0|133980.0|0|1671.0|0|0.0|100
0|2021-10-29|136396.0|0|134378.0|0|1671.0|0|0.0|100
0|2021-10-30|136396.0|0|134378.0|0|1671.0|0|0.0|100
0|2021-10-31|136396.0|0|134378.0|0|1671.0|0|0.0|100
0|2021-11-01|136396.0|0|134378.0|0|1671.0|0|0.0|100
0|2021-11-02|136396.0|0|134378.0|0|1671.0|0|0.0|100
0|2021-11-03|136396.0|0|134378.0|0|1671.0|0|0.0|100
0|2021-11-04|136396.0|0|134378.0|0|1671.0|0|0.0|100
0|2021-11-05|136755.0|0|134737.0|0|1671.0|0|0.0|100
0|2021-11-06|136755.0|0|134737.0|0|1671.0|0|0.0|100
0|2021-11-07|136755.0|0|134737.0|0|1671.0|0|0.0|100
0|2021-11-08|136755.0|0|134737.0|0|1671.0|0|0.0|100
0|2021-11-09|136755.0|0|134737.0|0|1671.0|0|0.0|100
0|2021-11-10|136755.0|0|134737.0|0|1671.0|0|0.0|100
0|2021-11-11|136755.0|0|134737.0|0|1671.0|0|0.0|100
0|2021-11-12|137087.0|0|135069.0|0|1671.0|0|0.0|100
0|2021-11-13|137087.0|0|135069.0|0|1671.0|0|0.0|100
0|2021-11-14|137087.0|0|135069.0|0|1671.0|0|0.0|100
0|2021-11-15|137087.0|0|135069.0|0|1671.0|0|0.0|100
0|2021-11-16|137087.0|0|135069.0|0|1671.0|0|0.0|100
0|2021-11-17|137087.0|0|135069.0|0|1671.0|0|0.0|100
0|2021-11-18|137087.0|0|135069.0|0|1671.0|0|0.0|100
0|2021-11-19|137413.0|0|135395.0|0|1671.0|0|0.0|100
0|2021-11-20|137413.0|0|135395.0|0|1671.0|0|0.0|100
0|2021-11-21|137413.0|0|135395.0|0|1671.0|0|0.0|100
0|2021-11-22|137413.0|0|135395.0|0|1671.0|0|0.0|100
0|2021-11-23|137413.0|0|135395.0|0|1671.0|0|0.0|100
0|2021-11-24|137413.0|0|135395.0|0|1671.0|0|0.0|100
0|2021-11-25|137413.0|0|135395.0|0|1671.0|0|0.0|100
0|2021-11-26|137413.0|0|135395.0|0|1671.0|0|0.0|100
0|2021-11-27|137413.0|0|135395.0|0|1671.0|0|0.0|100
0|2021-11-28|137413.0|0|135395.0|0|1671.0|0|0.0|100
0|2021-11-29|137413.0|0|135395.0|0|1671.0|0|0.0|100
0|2021-11-30|137742.0|0|135724.0|0|1671.0|0|0.0|100
0|2021-12-01|137742.0|0|135724.0|0|1671.0|0|0.0|100
0|2021-12-02|137742.0|0|135724.0|0|1671.0|0|0.0|100
0|2021-12-03|138159.0|0|136141.0|0|1671.0|0|0.0|100
0|2021-12-04|138159.0|0|136141.0|0|1671.0|0|0.0|100
0|2021-12-05|138159.0|0|136141.0|0|1671.0|0|0.0|100
0|2021-12-06|138159.0|0|136141.0|0|1671.0|0|0.0|100
0|2021-12-07|138159.0|0|136141.0|0|1671.0|0|0.0|100
0|2021-12-08|138159.0|0|136141.0|0|1671.0|0|0.0|100
0|2021-12-09|138159.0|0|136141.0|0|1671.0|0|0.0|100
0|2021-12-10|138682.0|0|136664.0|0|1671.0|0|0.0|100
0|2021-12-11|138682.0|0|136664.0|0|1671.0|0|0.0|100
0|2021-12-12|138682.0|0|136664.0|0|1671.0|0|0.0|100
0|2021-12-13|138682.0|0|136664.0|0|1671.0|0|0.0|100
0|2021-12-14|138682.0|0|136664.0|0|1671.0|0|0.0|100
0|2021-12-15|138682.0|0|136664.0|0|1671.0|0|0.0|100
0|2021-12-16|138682.0|0|136664.0|0|1671.0|0|0.0|100
0|2021-12-17|139237.0|0|137219.0|0|1671.0|0|0.0|100
0|2021-12-18|139237.0|0|137219.0|0|1671.0|0|0.0|100
0|2021-12-19|139237.0|0|137219.0|0|1671.0|0|0.0|100
