|dates|Dickson_Tennessee_UnitedStates.JHU_ConfirmedCases.data|Dickson_Tennessee_UnitedStates.JHU_ConfirmedCases.missing|Dickson_Tennessee_UnitedStates.NYT_ConfirmedCases.data|Dickson_Tennessee_UnitedStates.NYT_ConfirmedCases.missing|Dickson_Tennessee_UnitedStates.JHU_ConfirmedDeaths.data|Dickson_Tennessee_UnitedStates.JHU_ConfirmedDeaths.missing|Dickson_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.data|Dickson_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-10|10884.0|0|10884.0|0|173.0|0|0.0|100
0|2021-12-11|10884.0|0|10884.0|0|173.0|0|0.0|100
0|2021-12-12|10884.0|0|10884.0|0|173.0|0|0.0|100
0|2021-12-13|10900.0|0|10900.0|0|173.0|0|0.0|100
0|2021-12-14|10900.0|0|10907.0|0|173.0|0|0.0|100
0|2021-12-15|10922.0|0|10922.0|0|173.0|0|0.0|100
0|2021-12-16|10943.0|0|10943.0|0|173.0|0|0.0|100
0|2021-12-17|10960.0|0|10960.0|0|173.0|0|0.0|100
0|2021-12-18|10960.0|0|10960.0|0|173.0|0|0.0|100
0|2021-12-19|10960.0|0|10960.0|0|173.0|0|0.0|100
0|2021-12-20|10973.0|0|10973.0|0|174.0|0|0.0|100
0|2021-12-21|10985.0|0|10985.0|0|176.0|0|0.0|100
0|2021-12-22|10999.0|0|10999.0|0|176.0|0|0.0|100
0|2021-12-23|11010.0|0|11010.0|0|200.0|0|0.0|100
0|2021-12-24|11010.0|0|11010.0|0|200.0|0|0.0|100
0|2021-12-25|11010.0|0|11010.0|0|200.0|0|0.0|100
0|2021-12-26|11010.0|0|11010.0|0|200.0|0|0.0|100
0|2021-12-27|11062.0|0|11062.0|0|204.0|0|0.0|100
0|2021-12-28|11086.0|0|11086.0|0|205.0|0|0.0|100
0|2021-12-29|11207.0|0|11207.0|0|206.0|0|0.0|100
0|2021-12-30|11314.0|0|11314.0|0|207.0|0|0.0|100
0|2021-12-31|11314.0|0|11314.0|0|207.0|0|0.0|100
0|2022-01-01|11314.0|0|11314.0|0|207.0|0|0.0|100
0|2022-01-02|11314.0|0|11314.0|0|207.0|0|0.0|100
0|2022-01-03|11542.0|0|11542.0|0|208.0|0|0.0|100
0|2022-01-04|11598.0|0|11598.0|0|208.0|0|0.0|100
0|2022-01-05|11598.0|0|11598.0|0|208.0|0|0.0|100
0|2022-01-06|11598.0|0|11598.0|0|208.0|0|0.0|100
0|2022-01-07|11598.0|0|11598.0|0|208.0|0|0.0|100
0|2022-01-08|11598.0|0|11598.0|0|208.0|0|0.0|100
0|2022-01-09|11598.0|0|11598.0|0|208.0|0|0.0|100
0|2022-01-10|11598.0|0|11598.0|0|208.0|0|0.0|100
0|2022-01-11|11598.0|0|11598.0|0|208.0|0|0.0|100
0|2022-01-12|11992.0|0|11992.0|0|208.0|0|0.0|100
0|2022-01-13|11992.0|0|11992.0|0|208.0|0|0.0|100
0|2022-01-14|11992.0|0|11992.0|0|208.0|0|0.0|100
0|2022-01-15|11992.0|0|11992.0|0|208.0|0|0.0|100
0|2022-01-16|11992.0|0|11992.0|0|208.0|0|0.0|100
0|2022-01-17|11992.0|0|0.0|100|208.0|0|0.0|100
