|dates|Morton_NorthDakota_UnitedStates.JHU_ConfirmedCases.data|Morton_NorthDakota_UnitedStates.JHU_ConfirmedCases.missing|Morton_NorthDakota_UnitedStates.NYT_ConfirmedCases.data|Morton_NorthDakota_UnitedStates.NYT_ConfirmedCases.missing|Morton_NorthDakota_UnitedStates.JHU_ConfirmedDeaths.data|Morton_NorthDakota_UnitedStates.JHU_ConfirmedDeaths.missing|Morton_NorthDakota_UnitedStates.JHU_ConfirmedRecoveries.data|Morton_NorthDakota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-23|7953.0|0|7953.0|0|124.0|0|0.0|100
0|2021-11-24|7981.0|0|7981.0|0|124.0|0|0.0|100
0|2021-11-25|8017.0|0|8017.0|0|125.0|0|0.0|100
0|2021-11-26|8027.0|0|8027.0|0|125.0|0|0.0|100
0|2021-11-27|8027.0|0|8039.0|0|125.0|0|0.0|100
0|2021-11-28|8053.0|0|8053.0|0|125.0|0|0.0|100
0|2021-11-29|8065.0|0|8065.0|0|125.0|0|0.0|100
0|2021-11-30|8098.0|0|8098.0|0|126.0|0|0.0|100
0|2021-12-01|8125.0|0|8125.0|0|126.0|0|0.0|100
0|2021-12-02|8148.0|0|8148.0|0|126.0|0|0.0|100
0|2021-12-03|8152.0|0|8152.0|0|126.0|0|0.0|100
0|2021-12-04|8174.0|0|8174.0|0|126.0|0|0.0|100
0|2021-12-05|8179.0|0|8179.0|0|126.0|0|0.0|100
0|2021-12-06|8179.0|0|8179.0|0|126.0|0|0.0|100
0|2021-12-07|8203.0|0|8203.0|0|126.0|0|0.0|100
0|2021-12-08|8216.0|0|8216.0|0|126.0|0|0.0|100
0|2021-12-09|8236.0|0|8236.0|0|127.0|0|0.0|100
0|2021-12-10|8248.0|0|8248.0|0|127.0|0|0.0|100
0|2021-12-11|8266.0|0|8266.0|0|127.0|0|0.0|100
0|2021-12-12|8273.0|0|8273.0|0|127.0|0|0.0|100
0|2021-12-13|8284.0|0|8284.0|0|127.0|0|0.0|100
0|2021-12-14|8284.0|0|8297.0|0|127.0|0|0.0|100
0|2021-12-15|8306.0|0|8306.0|0|127.0|0|0.0|100
0|2021-12-16|8309.0|0|8309.0|0|127.0|0|0.0|100
0|2021-12-17|8319.0|0|8319.0|0|127.0|0|0.0|100
0|2021-12-18|8323.0|0|8323.0|0|127.0|0|0.0|100
0|2021-12-19|8335.0|0|8335.0|0|127.0|0|0.0|100
0|2021-12-20|8341.0|0|8341.0|0|127.0|0|0.0|100
0|2021-12-21|8355.0|0|8355.0|0|128.0|0|0.0|100
0|2021-12-22|8377.0|0|8377.0|0|129.0|0|0.0|100
0|2021-12-23|8397.0|0|8397.0|0|129.0|0|0.0|100
0|2021-12-24|8420.0|0|8420.0|0|130.0|0|0.0|100
0|2021-12-25|8427.0|0|8427.0|0|130.0|0|0.0|100
0|2021-12-26|8429.0|0|8429.0|0|130.0|0|0.0|100
0|2021-12-27|8438.0|0|8438.0|0|130.0|0|0.0|100
0|2021-12-28|8467.0|0|8467.0|0|131.0|0|0.0|100
0|2021-12-29|8498.0|0|8498.0|0|131.0|0|0.0|100
0|2021-12-30|8536.0|0|8536.0|0|131.0|0|0.0|100
0|2021-12-31|8566.0|0|8566.0|0|131.0|0|0.0|100
0|2022-01-01|8589.0|0|8589.0|0|131.0|0|0.0|100
0|2022-01-02|8594.0|0|8594.0|0|131.0|0|0.0|100
0|2022-01-03|8622.0|0|8622.0|0|131.0|0|0.0|100
0|2022-01-04|8688.0|0|8688.0|0|131.0|0|0.0|100
0|2022-01-05|8744.0|0|8744.0|0|131.0|0|0.0|100
0|2022-01-06|8788.0|0|8788.0|0|131.0|0|0.0|100
0|2022-01-07|8841.0|0|8841.0|0|131.0|0|0.0|100
0|2022-01-08|8863.0|0|8863.0|0|131.0|0|0.0|100
0|2022-01-09|8914.0|0|8914.0|0|131.0|0|0.0|100
0|2022-01-10|8952.0|0|8952.0|0|131.0|0|0.0|100
0|2022-01-11|8990.0|0|8990.0|0|132.0|0|0.0|100
0|2022-01-12|9103.0|0|9103.0|0|133.0|0|0.0|100
0|2022-01-13|9103.0|0|9207.0|0|133.0|0|0.0|100
0|2022-01-14|9302.0|0|9302.0|0|134.0|0|0.0|100
0|2022-01-15|9385.0|0|9385.0|0|134.0|0|0.0|100
0|2022-01-16|9445.0|0|9445.0|0|134.0|0|0.0|100
0|2022-01-17|9482.0|0|0.0|100|134.0|0|0.0|100
