|dates|Sharp_Arkansas_UnitedStates.JHU_ConfirmedCases.data|Sharp_Arkansas_UnitedStates.JHU_ConfirmedCases.missing|Sharp_Arkansas_UnitedStates.NYT_ConfirmedCases.data|Sharp_Arkansas_UnitedStates.NYT_ConfirmedCases.missing|Sharp_Arkansas_UnitedStates.JHU_ConfirmedDeaths.data|Sharp_Arkansas_UnitedStates.JHU_ConfirmedDeaths.missing|Sharp_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.data|Sharp_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-25|3298.0|0|3298.0|0|77.0|0|0.0|100
0|2021-12-26|3300.0|0|3300.0|0|77.0|0|0.0|100
0|2021-12-27|3301.0|0|3301.0|0|77.0|0|0.0|100
0|2021-12-28|3321.0|0|3321.0|0|77.0|0|0.0|100
0|2021-12-29|3332.0|0|3332.0|0|77.0|0|0.0|100
0|2021-12-30|3354.0|0|3354.0|0|78.0|0|0.0|100
0|2021-12-31|3371.0|0|3371.0|0|78.0|0|0.0|100
0|2022-01-01|3379.0|0|3379.0|0|78.0|0|0.0|100
0|2022-01-02|3387.0|0|3387.0|0|78.0|0|0.0|100
0|2022-01-03|3392.0|0|3392.0|0|80.0|0|0.0|100
0|2022-01-04|3422.0|0|3422.0|0|80.0|0|0.0|100
0|2022-01-05|3459.0|0|3459.0|0|80.0|0|0.0|100
0|2022-01-06|3486.0|0|3486.0|0|80.0|0|0.0|100
0|2022-01-07|3511.0|0|3511.0|0|80.0|0|0.0|100
0|2022-01-08|3524.0|0|3524.0|0|80.0|0|0.0|100
0|2022-01-09|3524.0|0|3524.0|0|80.0|0|0.0|100
0|2022-01-10|3546.0|0|3546.0|0|80.0|0|0.0|100
0|2022-01-11|3571.0|0|3571.0|0|81.0|0|0.0|100
0|2022-01-12|3598.0|0|3598.0|0|82.0|0|0.0|100
0|2022-01-13|3598.0|0|3656.0|0|82.0|0|0.0|100
0|2022-01-14|3692.0|0|3692.0|0|82.0|0|0.0|100
0|2022-01-15|3722.0|0|3722.0|0|82.0|0|0.0|100
0|2022-01-16|3725.0|0|3725.0|0|82.0|0|0.0|100
0|2022-01-17|3729.0|0|0.0|100|82.0|0|0.0|100
