|dates|Barbour_Alabama_UnitedStates.JHU_ConfirmedCases.data|Barbour_Alabama_UnitedStates.JHU_ConfirmedCases.missing|Barbour_Alabama_UnitedStates.NYT_ConfirmedCases.data|Barbour_Alabama_UnitedStates.NYT_ConfirmedCases.missing|Barbour_Alabama_UnitedStates.JHU_ConfirmedDeaths.data|Barbour_Alabama_UnitedStates.JHU_ConfirmedDeaths.missing|Barbour_Alabama_UnitedStates.JHU_ConfirmedRecoveries.data|Barbour_Alabama_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-26|3742.0|0|3742.0|0|81.0|0|0.0|100
0|2021-12-27|3742.0|0|3742.0|0|81.0|0|0.0|100
0|2021-12-28|3750.0|0|3750.0|0|81.0|0|0.0|100
0|2021-12-29|3777.0|0|3777.0|0|81.0|0|0.0|100
0|2021-12-30|3819.0|0|3819.0|0|81.0|0|0.0|100
0|2021-12-31|3860.0|0|3860.0|0|81.0|0|0.0|100
0|2022-01-01|3860.0|0|3860.0|0|81.0|0|0.0|100
0|2022-01-02|3932.0|0|3932.0|0|81.0|0|0.0|100
0|2022-01-03|3961.0|0|3961.0|0|81.0|0|0.0|100
0|2022-01-04|3999.0|0|3999.0|0|81.0|0|0.0|100
0|2022-01-05|4036.0|0|4036.0|0|81.0|0|0.0|100
0|2022-01-06|4101.0|0|4101.0|0|83.0|0|0.0|100
0|2022-01-07|4150.0|0|4150.0|0|83.0|0|0.0|100
0|2022-01-08|4180.0|0|4180.0|0|83.0|0|0.0|100
0|2022-01-09|4263.0|0|4263.0|0|83.0|0|0.0|100
0|2022-01-10|4305.0|0|4305.0|0|83.0|0|0.0|100
0|2022-01-11|4375.0|0|4375.0|0|83.0|0|0.0|100
0|2022-01-12|4437.0|0|4437.0|0|83.0|0|0.0|100
0|2022-01-13|4437.0|0|4437.0|0|83.0|0|0.0|100
0|2022-01-14|4437.0|0|4437.0|0|83.0|0|0.0|100
0|2022-01-15|4437.0|0|4437.0|0|83.0|0|0.0|100
0|2022-01-16|4684.0|0|4684.0|0|83.0|0|0.0|100
0|2022-01-17|4713.0|0|0.0|100|83.0|0|0.0|100
