|dates|Lamar_Georgia_UnitedStates.JHU_ConfirmedCases.data|Lamar_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Lamar_Georgia_UnitedStates.NYT_ConfirmedCases.data|Lamar_Georgia_UnitedStates.NYT_ConfirmedCases.missing|Lamar_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Lamar_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Lamar_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Lamar_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2022-01-06|3944.0|0|3950.0|0|101.0|0|0.0|100
0|2022-01-07|3944.0|0|3950.0|0|101.0|0|0.0|100
0|2022-01-08|3944.0|0|3950.0|0|101.0|0|0.0|100
0|2022-01-09|3944.0|0|3950.0|0|101.0|0|0.0|100
0|2022-01-10|4132.0|0|4138.0|0|102.0|0|0.0|100
0|2022-01-11|4179.0|0|4185.0|0|102.0|0|0.0|100
0|2022-01-12|4222.0|0|4228.0|0|102.0|0|0.0|100
0|2022-01-13|4222.0|0|4262.0|0|102.0|0|0.0|100
0|2022-01-14|4302.0|0|4308.0|0|102.0|0|0.0|100
0|2022-01-15|4302.0|0|4308.0|0|102.0|0|0.0|100
0|2022-01-16|4302.0|0|4308.0|0|102.0|0|0.0|100
0|2022-01-17|4341.0|0|0.0|100|102.0|0|0.0|100
