|dates|Humboldt_California_UnitedStates.JHU_ConfirmedCases.data|Humboldt_California_UnitedStates.JHU_ConfirmedCases.missing|Humboldt_California_UnitedStates.NYT_ConfirmedCases.data|Humboldt_California_UnitedStates.NYT_ConfirmedCases.missing|Humboldt_California_UnitedStates.JHU_ConfirmedDeaths.data|Humboldt_California_UnitedStates.JHU_ConfirmedDeaths.missing|Humboldt_California_UnitedStates.JHU_ConfirmedRecoveries.data|Humboldt_California_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-09|10438.0|0|10438.0|0|120.0|0|0.0|100
0|2021-12-10|10455.0|0|10455.0|0|120.0|0|0.0|100
0|2021-12-11|10455.0|0|10455.0|0|120.0|0|0.0|100
0|2021-12-12|10455.0|0|10455.0|0|120.0|0|0.0|100
0|2021-12-13|10538.0|0|10538.0|0|120.0|0|0.0|100
0|2021-12-14|10538.0|0|10555.0|0|120.0|0|0.0|100
0|2021-12-15|10570.0|0|10570.0|0|120.0|0|0.0|100
0|2021-12-16|10609.0|0|10609.0|0|120.0|0|0.0|100
0|2021-12-17|10644.0|0|10644.0|0|120.0|0|0.0|100
0|2021-12-18|10644.0|0|10644.0|0|120.0|0|0.0|100
0|2021-12-19|10644.0|0|10644.0|0|120.0|0|0.0|100
0|2021-12-20|10712.0|0|10712.0|0|121.0|0|0.0|100
0|2021-12-21|10728.0|0|10728.0|0|122.0|0|0.0|100
0|2021-12-22|10744.0|0|10744.0|0|122.0|0|0.0|100
0|2021-12-23|10802.0|0|10802.0|0|122.0|0|0.0|100
0|2021-12-24|10832.0|0|10832.0|0|122.0|0|0.0|100
0|2021-12-25|10832.0|0|10832.0|0|122.0|0|0.0|100
0|2021-12-26|10832.0|0|10832.0|0|122.0|0|0.0|100
0|2021-12-27|10836.0|0|10836.0|0|122.0|0|0.0|100
0|2021-12-28|10944.0|0|10944.0|0|122.0|0|0.0|100
0|2021-12-29|10978.0|0|10978.0|0|122.0|0|0.0|100
0|2021-12-30|11065.0|0|11065.0|0|122.0|0|0.0|100
0|2021-12-31|11197.0|0|11197.0|0|122.0|0|0.0|100
0|2022-01-01|11197.0|0|11197.0|0|122.0|0|0.0|100
0|2022-01-02|11197.0|0|11197.0|0|122.0|0|0.0|100
0|2022-01-03|11352.0|0|11352.0|0|123.0|0|0.0|100
0|2022-01-04|11600.0|0|11600.0|0|123.0|0|0.0|100
0|2022-01-05|11681.0|0|11681.0|0|124.0|0|0.0|100
0|2022-01-06|11901.0|0|11901.0|0|124.0|0|0.0|100
0|2022-01-07|12112.0|0|12112.0|0|124.0|0|0.0|100
0|2022-01-08|12112.0|0|12112.0|0|124.0|0|0.0|100
0|2022-01-09|12112.0|0|12112.0|0|124.0|0|0.0|100
0|2022-01-10|12545.0|0|12545.0|0|124.0|0|0.0|100
0|2022-01-11|12741.0|0|12741.0|0|125.0|0|0.0|100
0|2022-01-12|13462.0|0|12923.0|0|126.0|0|0.0|100
0|2022-01-13|13462.0|0|13463.0|0|126.0|0|0.0|100
0|2022-01-14|13801.0|0|13801.0|0|128.0|0|0.0|100
0|2022-01-15|13801.0|0|13801.0|0|128.0|0|0.0|100
0|2022-01-16|13801.0|0|13801.0|0|128.0|0|0.0|100
0|2022-01-17|14457.0|0|0.0|100|128.0|0|0.0|100
