|dates|Morrison_Minnesota_UnitedStates.JHU_ConfirmedCases.data|Morrison_Minnesota_UnitedStates.JHU_ConfirmedCases.missing|Morrison_Minnesota_UnitedStates.NYT_ConfirmedCases.data|Morrison_Minnesota_UnitedStates.NYT_ConfirmedCases.missing|Morrison_Minnesota_UnitedStates.JHU_ConfirmedDeaths.data|Morrison_Minnesota_UnitedStates.JHU_ConfirmedDeaths.missing|Morrison_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.data|Morrison_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|5415.0|0|5415.0|0|65.0|0|0.0|100
0|2021-10-18|5460.0|0|5460.0|0|65.0|0|0.0|100
0|2021-10-19|5535.0|0|5535.0|0|66.0|0|0.0|100
0|2021-10-20|5555.0|0|5555.0|0|66.0|0|0.0|100
0|2021-10-21|5560.0|0|5560.0|0|66.0|0|0.0|100
0|2021-10-22|5577.0|0|5577.0|0|67.0|0|0.0|100
0|2021-10-23|5577.0|0|5577.0|0|67.0|0|0.0|100
0|2021-10-24|5577.0|0|5577.0|0|67.0|0|0.0|100
0|2021-10-25|5650.0|0|5650.0|0|68.0|0|0.0|100
0|2021-10-26|5715.0|0|5715.0|0|69.0|0|0.0|100
0|2021-10-27|5731.0|0|5731.0|0|69.0|0|0.0|100
0|2021-10-28|5765.0|0|5765.0|0|71.0|0|0.0|100
0|2021-10-29|5805.0|0|5805.0|0|71.0|0|0.0|100
0|2021-10-30|5805.0|0|5805.0|0|71.0|0|0.0|100
0|2021-10-31|5805.0|0|5805.0|0|71.0|0|0.0|100
0|2021-11-01|5913.0|0|5913.0|0|71.0|0|0.0|100
0|2021-11-02|5975.0|0|5975.0|0|71.0|0|0.0|100
0|2021-11-03|6001.0|0|6001.0|0|71.0|0|0.0|100
0|2021-11-04|6035.0|0|6035.0|0|71.0|0|0.0|100
0|2021-11-05|6070.0|0|6070.0|0|72.0|0|0.0|100
0|2021-11-06|6070.0|0|6070.0|0|72.0|0|0.0|100
0|2021-11-07|6070.0|0|6070.0|0|72.0|0|0.0|100
0|2021-11-08|6107.0|0|6107.0|0|72.0|0|0.0|100
0|2021-11-09|6165.0|0|6165.0|0|72.0|0|0.0|100
0|2021-11-10|6194.0|0|6194.0|0|72.0|0|0.0|100
0|2021-11-11|6238.0|0|6238.0|0|74.0|0|0.0|100
0|2021-11-12|6273.0|0|6273.0|0|74.0|0|0.0|100
0|2021-11-13|6273.0|0|6273.0|0|74.0|0|0.0|100
0|2021-11-14|6273.0|0|6273.0|0|74.0|0|0.0|100
0|2021-11-15|6302.0|0|6302.0|0|74.0|0|0.0|100
0|2021-11-16|6392.0|0|6392.0|0|77.0|0|0.0|100
0|2021-11-17|6419.0|0|6419.0|0|77.0|0|0.0|100
0|2021-11-18|6442.0|0|6442.0|0|77.0|0|0.0|100
0|2021-11-19|6489.0|0|6489.0|0|77.0|0|0.0|100
0|2021-11-20|6489.0|0|6489.0|0|77.0|0|0.0|100
0|2021-11-21|6489.0|0|6489.0|0|77.0|0|0.0|100
0|2021-11-22|6515.0|0|6515.0|0|78.0|0|0.0|100
0|2021-11-23|6591.0|0|6591.0|0|78.0|0|0.0|100
0|2021-11-24|6616.0|0|6616.0|0|78.0|0|0.0|100
0|2021-11-25|6616.0|0|6616.0|0|78.0|0|0.0|100
0|2021-11-26|6634.0|0|6634.0|0|79.0|0|0.0|100
0|2021-11-27|6634.0|0|6634.0|0|79.0|0|0.0|100
0|2021-11-28|6634.0|0|6634.0|0|79.0|0|0.0|100
0|2021-11-29|6667.0|0|6667.0|0|79.0|0|0.0|100
0|2021-11-30|6715.0|0|6715.0|0|79.0|0|0.0|100
0|2021-12-01|6728.0|0|6728.0|0|79.0|0|0.0|100
0|2021-12-02|6753.0|0|6753.0|0|80.0|0|0.0|100
0|2021-12-03|6786.0|0|6786.0|0|81.0|0|0.0|100
0|2021-12-04|6786.0|0|6786.0|0|81.0|0|0.0|100
0|2021-12-05|6786.0|0|6786.0|0|81.0|0|0.0|100
0|2021-12-06|6820.0|0|6820.0|0|82.0|0|0.0|100
0|2021-12-07|6875.0|0|6875.0|0|82.0|0|0.0|100
0|2021-12-08|6895.0|0|6895.0|0|82.0|0|0.0|100
0|2021-12-09|6909.0|0|6909.0|0|82.0|0|0.0|100
0|2021-12-10|6924.0|0|6924.0|0|82.0|0|0.0|100
0|2021-12-11|6924.0|0|6924.0|0|82.0|0|0.0|100
0|2021-12-12|6924.0|0|6924.0|0|82.0|0|0.0|100
0|2021-12-13|6942.0|0|6942.0|0|83.0|0|0.0|100
0|2021-12-14|6942.0|0|6976.0|0|83.0|0|0.0|100
0|2021-12-15|6987.0|0|6987.0|0|83.0|0|0.0|100
0|2021-12-16|7007.0|0|7007.0|0|84.0|0|0.0|100
0|2021-12-17|7028.0|0|7028.0|0|84.0|0|0.0|100
0|2021-12-18|7028.0|0|7028.0|0|84.0|0|0.0|100
0|2021-12-19|7028.0|0|7028.0|0|84.0|0|0.0|100
0|2021-12-20|7043.0|0|7043.0|0|84.0|0|0.0|100
0|2021-12-21|7073.0|0|7073.0|0|84.0|0|0.0|100
0|2021-12-22|7087.0|0|7087.0|0|85.0|0|0.0|100
0|2021-12-23|7098.0|0|7098.0|0|85.0|0|0.0|100
0|2021-12-24|7098.0|0|7098.0|0|85.0|0|0.0|100
0|2021-12-25|7098.0|0|7098.0|0|85.0|0|0.0|100
0|2021-12-26|7098.0|0|7098.0|0|85.0|0|0.0|100
0|2021-12-27|7115.0|0|7115.0|0|86.0|0|0.0|100
0|2021-12-28|7147.0|0|7147.0|0|86.0|0|0.0|100
0|2021-12-29|7157.0|0|7157.0|0|86.0|0|0.0|100
0|2021-12-30|7172.0|0|7172.0|0|87.0|0|0.0|100
0|2021-12-31|7172.0|0|7172.0|0|87.0|0|0.0|100
0|2022-01-01|7172.0|0|7172.0|0|87.0|0|0.0|100
0|2022-01-02|7172.0|0|7172.0|0|87.0|0|0.0|100
0|2022-01-03|7181.0|0|7181.0|0|87.0|0|0.0|100
0|2022-01-04|7210.0|0|7210.0|0|88.0|0|0.0|100
0|2022-01-05|7219.0|0|7219.0|0|89.0|0|0.0|100
0|2022-01-06|7228.0|0|7228.0|0|89.0|0|0.0|100
0|2022-01-07|7250.0|0|7250.0|0|90.0|0|0.0|100
0|2022-01-08|7250.0|0|7250.0|0|90.0|0|0.0|100
0|2022-01-09|7250.0|0|7250.0|0|90.0|0|0.0|100
0|2022-01-10|7272.0|0|7272.0|0|91.0|0|0.0|100
0|2022-01-11|7350.0|0|7350.0|0|91.0|0|0.0|100
0|2022-01-12|7388.0|0|7388.0|0|91.0|0|0.0|100
0|2022-01-13|7388.0|0|7419.0|0|91.0|0|0.0|100
0|2022-01-14|7459.0|0|7459.0|0|92.0|0|0.0|100
0|2022-01-15|7459.0|0|7459.0|0|92.0|0|0.0|100
0|2022-01-16|7459.0|0|7459.0|0|92.0|0|0.0|100
0|2022-01-17|7459.0|0|0.0|100|92.0|0|0.0|100
