|dates|Cook_Minnesota_UnitedStates.JHU_ConfirmedCases.data|Cook_Minnesota_UnitedStates.JHU_ConfirmedCases.missing|Cook_Minnesota_UnitedStates.NYT_ConfirmedCases.data|Cook_Minnesota_UnitedStates.NYT_ConfirmedCases.missing|Cook_Minnesota_UnitedStates.JHU_ConfirmedDeaths.data|Cook_Minnesota_UnitedStates.JHU_ConfirmedDeaths.missing|Cook_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.data|Cook_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-17|333.0|0|333.0|0|1.0|0|0.0|100
0|2021-12-18|333.0|0|333.0|0|1.0|0|0.0|100
0|2021-12-19|333.0|0|333.0|0|1.0|0|0.0|100
0|2021-12-20|335.0|0|335.0|0|1.0|0|0.0|100
0|2021-12-21|338.0|0|338.0|0|1.0|0|0.0|100
0|2021-12-22|339.0|0|339.0|0|1.0|0|0.0|100
0|2021-12-23|343.0|0|343.0|0|1.0|0|0.0|100
0|2021-12-24|343.0|0|343.0|0|1.0|0|0.0|100
0|2021-12-25|343.0|0|343.0|0|1.0|0|0.0|100
0|2021-12-26|343.0|0|343.0|0|1.0|0|0.0|100
0|2021-12-27|345.0|0|345.0|0|1.0|0|0.0|100
0|2021-12-28|350.0|0|350.0|0|1.0|0|0.0|100
0|2021-12-29|353.0|0|353.0|0|1.0|0|0.0|100
0|2021-12-30|356.0|0|356.0|0|1.0|0|0.0|100
0|2021-12-31|356.0|0|356.0|0|1.0|0|0.0|100
0|2022-01-01|356.0|0|356.0|0|1.0|0|0.0|100
0|2022-01-02|356.0|0|356.0|0|1.0|0|0.0|100
0|2022-01-03|364.0|0|364.0|0|1.0|0|0.0|100
0|2022-01-04|369.0|0|369.0|0|1.0|0|0.0|100
0|2022-01-05|373.0|0|373.0|0|1.0|0|0.0|100
0|2022-01-06|374.0|0|374.0|0|1.0|0|0.0|100
0|2022-01-07|378.0|0|378.0|0|1.0|0|0.0|100
0|2022-01-08|378.0|0|378.0|0|1.0|0|0.0|100
0|2022-01-09|378.0|0|378.0|0|1.0|0|0.0|100
0|2022-01-10|385.0|0|385.0|0|1.0|0|0.0|100
0|2022-01-11|407.0|0|407.0|0|1.0|0|0.0|100
0|2022-01-12|410.0|0|410.0|0|1.0|0|0.0|100
0|2022-01-13|410.0|0|414.0|0|1.0|0|0.0|100
0|2022-01-14|421.0|0|421.0|0|1.0|0|0.0|100
0|2022-01-15|421.0|0|421.0|0|1.0|0|0.0|100
0|2022-01-16|421.0|0|421.0|0|1.0|0|0.0|100
0|2022-01-17|421.0|0|0.0|100|1.0|0|0.0|100
