|dates|Grant_Kansas_UnitedStates.JHU_ConfirmedCases.data|Grant_Kansas_UnitedStates.JHU_ConfirmedCases.missing|Grant_Kansas_UnitedStates.NYT_ConfirmedCases.data|Grant_Kansas_UnitedStates.NYT_ConfirmedCases.missing|Grant_Kansas_UnitedStates.JHU_ConfirmedDeaths.data|Grant_Kansas_UnitedStates.JHU_ConfirmedDeaths.missing|Grant_Kansas_UnitedStates.JHU_ConfirmedRecoveries.data|Grant_Kansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|1202.0|0|1202.0|0|27.0|0|0.0|100
0|2021-10-18|1212.0|0|1212.0|0|27.0|0|0.0|100
0|2021-10-19|1212.0|0|1238.0|0|27.0|0|0.0|100
0|2021-10-20|1223.0|0|1241.0|0|27.0|0|0.0|100
0|2021-10-21|1223.0|0|1244.0|0|27.0|0|0.0|100
0|2021-10-22|1230.0|0|1244.0|0|27.0|0|0.0|100
0|2021-10-23|1230.0|0|1244.0|0|27.0|0|0.0|100
0|2021-10-24|1230.0|0|1244.0|0|27.0|0|0.0|100
0|2021-10-25|1239.0|0|1255.0|0|27.0|0|0.0|100
0|2021-10-26|1239.0|0|1261.0|0|27.0|0|0.0|100
0|2021-10-27|1251.0|0|1265.0|0|27.0|0|0.0|100
0|2021-10-28|1251.0|0|1267.0|0|27.0|0|0.0|100
0|2021-10-29|1259.0|0|1267.0|0|29.0|0|0.0|100
0|2021-10-30|1259.0|0|1267.0|0|29.0|0|0.0|100
0|2021-10-31|1259.0|0|1267.0|0|29.0|0|0.0|100
0|2021-11-01|1272.0|0|1285.0|0|29.0|0|0.0|100
0|2021-11-02|1272.0|0|1293.0|0|29.0|0|0.0|100
0|2021-11-03|1294.0|0|1301.0|0|29.0|0|0.0|100
0|2021-11-04|1294.0|0|1307.0|0|29.0|0|0.0|100
0|2021-11-05|1309.0|0|1309.0|0|29.0|0|0.0|100
0|2021-11-06|1309.0|0|1309.0|0|29.0|0|0.0|100
0|2021-11-07|1309.0|0|1309.0|0|29.0|0|0.0|100
0|2021-11-08|1317.0|0|1317.0|0|29.0|0|0.0|100
0|2021-11-09|1317.0|0|1326.0|0|29.0|0|0.0|100
0|2021-11-10|1317.0|0|1345.0|0|29.0|0|0.0|100
0|2021-11-11|1340.0|0|1345.0|0|30.0|0|0.0|100
0|2021-11-12|1353.0|0|1353.0|0|30.0|0|0.0|100
0|2021-11-13|1353.0|0|1353.0|0|30.0|0|0.0|100
0|2021-11-14|1353.0|0|1353.0|0|30.0|0|0.0|100
0|2021-11-15|1371.0|0|1371.0|0|30.0|0|0.0|100
0|2021-11-16|1371.0|0|1371.0|0|30.0|0|0.0|100
0|2021-11-17|1388.0|0|1388.0|0|30.0|0|0.0|100
0|2021-11-18|1388.0|0|1388.0|0|30.0|0|0.0|100
0|2021-11-19|1401.0|0|1401.0|0|30.0|0|0.0|100
0|2021-11-20|1401.0|0|1401.0|0|30.0|0|0.0|100
0|2021-11-21|1401.0|0|1401.0|0|30.0|0|0.0|100
0|2021-11-22|1413.0|0|1413.0|0|30.0|0|0.0|100
0|2021-11-23|1413.0|0|1413.0|0|30.0|0|0.0|100
0|2021-11-24|1413.0|0|1436.0|0|30.0|0|0.0|100
0|2021-11-25|1436.0|0|1436.0|0|30.0|0|0.0|100
0|2021-11-26|1436.0|0|1436.0|0|30.0|0|0.0|100
0|2021-11-27|1436.0|0|1436.0|0|30.0|0|0.0|100
0|2021-11-28|1436.0|0|1436.0|0|30.0|0|0.0|100
0|2021-11-29|1445.0|0|1445.0|0|30.0|0|0.0|100
0|2021-11-30|1445.0|0|1445.0|0|30.0|0|0.0|100
0|2021-12-01|1464.0|0|1464.0|0|30.0|0|0.0|100
0|2021-12-02|1464.0|0|1464.0|0|30.0|0|0.0|100
0|2021-12-03|1464.0|0|1476.0|0|30.0|0|0.0|100
0|2021-12-04|1476.0|0|1476.0|0|30.0|0|0.0|100
0|2021-12-05|1476.0|0|1476.0|0|30.0|0|0.0|100
0|2021-12-06|1488.0|0|1488.0|0|30.0|0|0.0|100
0|2021-12-07|1488.0|0|1488.0|0|30.0|0|0.0|100
0|2021-12-08|1506.0|0|1506.0|0|30.0|0|0.0|100
0|2021-12-09|1506.0|0|1506.0|0|30.0|0|0.0|100
0|2021-12-10|1522.0|0|1522.0|0|30.0|0|0.0|100
0|2021-12-11|1522.0|0|1522.0|0|30.0|0|0.0|100
0|2021-12-12|1522.0|0|1522.0|0|30.0|0|0.0|100
0|2021-12-13|1531.0|0|1531.0|0|30.0|0|0.0|100
0|2021-12-14|1531.0|0|1531.0|0|30.0|0|0.0|100
0|2021-12-15|1549.0|0|1549.0|0|30.0|0|0.0|100
0|2021-12-16|1549.0|0|1549.0|0|30.0|0|0.0|100
0|2021-12-17|1561.0|0|1561.0|0|30.0|0|0.0|100
0|2021-12-18|1561.0|0|1561.0|0|30.0|0|0.0|100
0|2021-12-19|1561.0|0|1561.0|0|30.0|0|0.0|100
0|2021-12-20|1566.0|0|1566.0|0|30.0|0|0.0|100
0|2021-12-21|1566.0|0|1566.0|0|30.0|0|0.0|100
0|2021-12-22|1578.0|0|1578.0|0|30.0|0|0.0|100
0|2021-12-23|1578.0|0|1578.0|0|30.0|0|0.0|100
0|2021-12-24|1578.0|0|1578.0|0|30.0|0|0.0|100
0|2021-12-25|1578.0|0|1578.0|0|30.0|0|0.0|100
0|2021-12-26|1578.0|0|1578.0|0|30.0|0|0.0|100
0|2021-12-27|1590.0|0|1590.0|0|30.0|0|0.0|100
0|2021-12-28|1590.0|0|1590.0|0|30.0|0|0.0|100
0|2021-12-29|1602.0|0|1602.0|0|30.0|0|0.0|100
0|2021-12-30|1602.0|0|1602.0|0|30.0|0|0.0|100
0|2021-12-31|1602.0|0|1602.0|0|30.0|0|0.0|100
0|2022-01-01|1602.0|0|1602.0|0|30.0|0|0.0|100
0|2022-01-02|1602.0|0|1602.0|0|30.0|0|0.0|100
0|2022-01-03|1639.0|0|1639.0|0|30.0|0|0.0|100
0|2022-01-04|1639.0|0|1639.0|0|30.0|0|0.0|100
0|2022-01-05|1678.0|0|1678.0|0|30.0|0|0.0|100
0|2022-01-06|1678.0|0|1678.0|0|30.0|0|0.0|100
0|2022-01-07|1713.0|0|1713.0|0|33.0|0|0.0|100
0|2022-01-08|1713.0|0|1713.0|0|33.0|0|0.0|100
0|2022-01-09|1713.0|0|1713.0|0|33.0|0|0.0|100
0|2022-01-10|1738.0|0|1738.0|0|33.0|0|0.0|100
0|2022-01-11|1738.0|0|1738.0|0|33.0|0|0.0|100
0|2022-01-12|1738.0|0|1757.0|0|33.0|0|0.0|100
0|2022-01-13|1738.0|0|1775.0|0|33.0|0|0.0|100
0|2022-01-14|1841.0|0|1841.0|0|33.0|0|0.0|100
0|2022-01-15|1841.0|0|1841.0|0|33.0|0|0.0|100
0|2022-01-16|1841.0|0|1841.0|0|33.0|0|0.0|100
0|2022-01-17|1841.0|0|0.0|100|33.0|0|0.0|100
