|dates|Franklin_NewYork_UnitedStates.JHU_ConfirmedCases.data|Franklin_NewYork_UnitedStates.JHU_ConfirmedCases.missing|Franklin_NewYork_UnitedStates.NYT_ConfirmedCases.data|Franklin_NewYork_UnitedStates.NYT_ConfirmedCases.missing|Franklin_NewYork_UnitedStates.JHU_ConfirmedDeaths.data|Franklin_NewYork_UnitedStates.JHU_ConfirmedDeaths.missing|Franklin_NewYork_UnitedStates.JHU_ConfirmedRecoveries.data|Franklin_NewYork_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|4179.0|0|4179.0|0|20.0|0|0.0|100
0|2021-10-18|4218.0|0|4218.0|0|20.0|0|0.0|100
0|2021-10-19|4233.0|0|4233.0|0|20.0|0|0.0|100
0|2021-10-20|4256.0|0|4256.0|0|20.0|0|0.0|100
0|2021-10-21|4280.0|0|4280.0|0|20.0|0|0.0|100
0|2021-10-22|4300.0|0|4300.0|0|21.0|0|0.0|100
0|2021-10-23|4328.0|0|4328.0|0|22.0|0|0.0|100
0|2021-10-24|4352.0|0|4352.0|0|22.0|0|0.0|100
0|2021-10-25|4364.0|0|4364.0|0|22.0|0|0.0|100
0|2021-10-26|4370.0|0|4370.0|0|22.0|0|0.0|100
0|2021-10-27|4391.0|0|4391.0|0|22.0|0|0.0|100
0|2021-10-28|4421.0|0|4421.0|0|22.0|0|0.0|100
0|2021-10-29|4448.0|0|4448.0|0|22.0|0|0.0|100
0|2021-10-30|4462.0|0|4462.0|0|22.0|0|0.0|100
0|2021-10-31|4477.0|0|4477.0|0|22.0|0|0.0|100
0|2021-11-01|4485.0|0|4485.0|0|22.0|0|0.0|100
0|2021-11-02|4502.0|0|4502.0|0|24.0|0|0.0|100
0|2021-11-03|4521.0|0|4521.0|0|24.0|0|0.0|100
0|2021-11-04|4546.0|0|4546.0|0|25.0|0|0.0|100
0|2021-11-05|4569.0|0|4569.0|0|25.0|0|0.0|100
0|2021-11-06|4586.0|0|4586.0|0|25.0|0|0.0|100
0|2021-11-07|4616.0|0|4616.0|0|25.0|0|0.0|100
0|2021-11-08|4628.0|0|4628.0|0|25.0|0|0.0|100
0|2021-11-09|4656.0|0|4656.0|0|25.0|0|0.0|100
0|2021-11-10|4656.0|0|4693.0|0|25.0|0|0.0|100
0|2021-11-11|4732.0|0|4732.0|0|25.0|0|0.0|100
0|2021-11-12|4779.0|0|4779.0|0|25.0|0|0.0|100
0|2021-11-13|4827.0|0|4827.0|0|25.0|0|0.0|100
0|2021-11-14|4875.0|0|4875.0|0|25.0|0|0.0|100
0|2021-11-15|4896.0|0|4896.0|0|25.0|0|0.0|100
0|2021-11-16|4927.0|0|4927.0|0|25.0|0|0.0|100
0|2021-11-17|4977.0|0|4977.0|0|25.0|0|0.0|100
0|2021-11-18|5012.0|0|5012.0|0|25.0|0|0.0|100
0|2021-11-19|5056.0|0|5056.0|0|25.0|0|0.0|100
0|2021-11-20|5107.0|0|5107.0|0|25.0|0|0.0|100
0|2021-11-21|5137.0|0|5137.0|0|25.0|0|0.0|100
0|2021-11-22|5160.0|0|5160.0|0|25.0|0|0.0|100
0|2021-11-23|5191.0|0|5191.0|0|25.0|0|0.0|100
0|2021-11-24|5214.0|0|5214.0|0|25.0|0|0.0|100
0|2021-11-25|5253.0|0|5253.0|0|25.0|0|0.0|100
0|2021-11-26|5291.0|0|5291.0|0|25.0|0|0.0|100
0|2021-11-27|5335.0|0|5335.0|0|25.0|0|0.0|100
0|2021-11-28|5365.0|0|5365.0|0|26.0|0|0.0|100
0|2021-11-29|5386.0|0|5386.0|0|26.0|0|0.0|100
0|2021-11-30|5415.0|0|5415.0|0|26.0|0|0.0|100
0|2021-12-01|5451.0|0|5451.0|0|26.0|0|0.0|100
