|dates|Clark_Washington_UnitedStates.NYT_AllCausesDeathsWeekly_Expected_Deaths_AllCauses.data|Clark_Washington_UnitedStates.NYT_AllCausesDeathsWeekly_Expected_Deaths_AllCauses.missing|Clark_Washington_UnitedStates.NYT_ConfirmedDeaths.data|Clark_Washington_UnitedStates.NYT_ConfirmedDeaths.missing|Clark_Washington_UnitedStates.NYT_AllCausesDeathsWeekly_Excess_Deaths.data|Clark_Washington_UnitedStates.NYT_AllCausesDeathsWeekly_Excess_Deaths.missing|Clark_Washington_UnitedStates.NYT_AllCausesDeathsWeekly_Deaths_AllCauses.data|Clark_Washington_UnitedStates.NYT_AllCausesDeathsWeekly_Deaths_AllCauses.missing
0|2021-10-17|0.0|100|461.0|0|0.0|100|0.0|100
0|2021-10-18|0.0|100|461.0|0|0.0|100|0.0|100
0|2021-10-19|0.0|100|468.0|0|0.0|100|0.0|100
0|2021-10-20|0.0|100|473.0|0|0.0|100|0.0|100
0|2021-10-21|0.0|100|476.0|0|0.0|100|0.0|100
0|2021-10-22|0.0|100|479.0|0|0.0|100|0.0|100
0|2021-10-23|0.0|100|479.0|0|0.0|100|0.0|100
0|2021-10-24|0.0|100|479.0|0|0.0|100|0.0|100
0|2021-10-25|0.0|100|480.0|0|0.0|100|0.0|100
0|2021-10-26|0.0|100|482.0|0|0.0|100|0.0|100
0|2021-10-27|0.0|100|487.0|0|0.0|100|0.0|100
0|2021-10-28|0.0|100|490.0|0|0.0|100|0.0|100
0|2021-10-29|0.0|100|493.0|0|0.0|100|0.0|100
0|2021-10-30|0.0|100|493.0|0|0.0|100|0.0|100
0|2021-10-31|0.0|100|493.0|0|0.0|100|0.0|100
0|2021-11-01|0.0|100|499.0|0|0.0|100|0.0|100
0|2021-11-02|0.0|100|500.0|0|0.0|100|0.0|100
0|2021-11-03|0.0|100|502.0|0|0.0|100|0.0|100
0|2021-11-04|0.0|100|504.0|0|0.0|100|0.0|100
0|2021-11-05|0.0|100|505.0|0|0.0|100|0.0|100
0|2021-11-06|0.0|100|505.0|0|0.0|100|0.0|100
0|2021-11-07|0.0|100|505.0|0|0.0|100|0.0|100
0|2021-11-08|0.0|100|506.0|0|0.0|100|0.0|100
0|2021-11-09|0.0|100|508.0|0|0.0|100|0.0|100
0|2021-11-10|0.0|100|508.0|0|0.0|100|0.0|100
0|2021-11-11|0.0|100|508.0|0|0.0|100|0.0|100
0|2021-11-12|0.0|100|513.0|0|0.0|100|0.0|100
0|2021-11-13|0.0|100|513.0|0|0.0|100|0.0|100
0|2021-11-14|0.0|100|513.0|0|0.0|100|0.0|100
0|2021-11-15|0.0|100|517.0|0|0.0|100|0.0|100
0|2021-11-16|0.0|100|520.0|0|0.0|100|0.0|100
0|2021-11-17|0.0|100|524.0|0|0.0|100|0.0|100
0|2021-11-18|0.0|100|525.0|0|0.0|100|0.0|100
0|2021-11-19|0.0|100|526.0|0|0.0|100|0.0|100
0|2021-11-20|0.0|100|526.0|0|0.0|100|0.0|100
0|2021-11-21|0.0|100|526.0|0|0.0|100|0.0|100
0|2021-11-22|0.0|100|529.0|0|0.0|100|0.0|100
0|2021-11-23|0.0|100|534.0|0|0.0|100|0.0|100
0|2021-11-24|0.0|100|536.0|0|0.0|100|0.0|100
0|2021-11-25|0.0|100|536.0|0|0.0|100|0.0|100
0|2021-11-26|0.0|100|536.0|0|0.0|100|0.0|100
0|2021-11-27|0.0|100|536.0|0|0.0|100|0.0|100
0|2021-11-28|0.0|100|536.0|0|0.0|100|0.0|100
0|2021-11-29|0.0|100|542.0|0|0.0|100|0.0|100
0|2021-11-30|0.0|100|545.0|0|0.0|100|0.0|100
0|2021-12-01|0.0|100|545.0|0|0.0|100|0.0|100
0|2021-12-02|0.0|100|549.0|0|0.0|100|0.0|100
0|2021-12-03|0.0|100|551.0|0|0.0|100|0.0|100
0|2021-12-04|0.0|100|551.0|0|0.0|100|0.0|100
0|2021-12-05|0.0|100|551.0|0|0.0|100|0.0|100
0|2021-12-06|0.0|100|556.0|0|0.0|100|0.0|100
0|2021-12-07|0.0|100|561.0|0|0.0|100|0.0|100
0|2021-12-08|0.0|100|565.0|0|0.0|100|0.0|100
0|2021-12-09|0.0|100|568.0|0|0.0|100|0.0|100
0|2021-12-10|0.0|100|569.0|0|0.0|100|0.0|100
0|2021-12-11|0.0|100|569.0|0|0.0|100|0.0|100
0|2021-12-12|0.0|100|569.0|0|0.0|100|0.0|100
0|2021-12-13|0.0|100|570.0|0|0.0|100|0.0|100
0|2021-12-14|0.0|100|575.0|0|0.0|100|0.0|100
0|2021-12-15|0.0|100|579.0|0|0.0|100|0.0|100
0|2021-12-16|0.0|100|579.0|0|0.0|100|0.0|100
0|2021-12-17|0.0|100|584.0|0|0.0|100|0.0|100
0|2021-12-18|0.0|100|584.0|0|0.0|100|0.0|100
0|2021-12-19|0.0|100|584.0|0|0.0|100|0.0|100
0|2021-12-20|0.0|100|585.0|0|0.0|100|0.0|100
0|2021-12-21|0.0|100|586.0|0|0.0|100|0.0|100
0|2021-12-22|0.0|100|588.0|0|0.0|100|0.0|100
0|2021-12-23|0.0|100|590.0|0|0.0|100|0.0|100
0|2021-12-24|0.0|100|590.0|0|0.0|100|0.0|100
