|dates|Rowan_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Rowan_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Rowan_NorthCarolina_UnitedStates.NYT_ConfirmedCases.data|Rowan_NorthCarolina_UnitedStates.NYT_ConfirmedCases.missing|Rowan_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Rowan_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Rowan_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Rowan_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-22|28194.0|0|28194.0|0|488.0|0|0.0|100
0|2021-12-23|28194.0|0|28194.0|0|488.0|0|0.0|100
0|2021-12-24|28194.0|0|28194.0|0|488.0|0|0.0|100
0|2021-12-25|28194.0|0|28194.0|0|488.0|0|0.0|100
0|2021-12-26|28194.0|0|28194.0|0|488.0|0|0.0|100
0|2021-12-27|28194.0|0|28194.0|0|488.0|0|0.0|100
0|2021-12-28|28593.0|0|28593.0|0|488.0|0|0.0|100
0|2021-12-29|28675.0|0|28675.0|0|488.0|0|0.0|100
0|2021-12-30|28922.0|0|28922.0|0|488.0|0|0.0|100
0|2021-12-31|28922.0|0|29102.0|0|488.0|0|0.0|100
0|2022-01-01|28922.0|0|29102.0|0|488.0|0|0.0|100
0|2022-01-02|28922.0|0|29102.0|0|488.0|0|0.0|100
0|2022-01-03|29719.0|0|29719.0|0|499.0|0|0.0|100
0|2022-01-04|29818.0|0|29818.0|0|500.0|0|0.0|100
0|2022-01-05|30025.0|0|30025.0|0|500.0|0|0.0|100
0|2022-01-06|30257.0|0|30257.0|0|500.0|0|0.0|100
0|2022-01-07|30555.0|0|30555.0|0|502.0|0|0.0|100
0|2022-01-08|30555.0|0|30555.0|0|502.0|0|0.0|100
0|2022-01-09|30555.0|0|30555.0|0|502.0|0|0.0|100
0|2022-01-10|31493.0|0|31493.0|0|503.0|0|0.0|100
0|2022-01-11|31681.0|0|31681.0|0|503.0|0|0.0|100
0|2022-01-12|32039.0|0|32039.0|0|505.0|0|0.0|100
0|2022-01-13|32039.0|0|32356.0|0|505.0|0|0.0|100
0|2022-01-14|32786.0|0|32786.0|0|512.0|0|0.0|100
0|2022-01-15|32786.0|0|32786.0|0|512.0|0|0.0|100
0|2022-01-16|32786.0|0|32786.0|0|512.0|0|0.0|100
0|2022-01-17|32786.0|0|0.0|100|512.0|0|0.0|100
