|dates|Cheatham_Tennessee_UnitedStates.BLS_EmployedPopulation.data|Cheatham_Tennessee_UnitedStates.BLS_EmployedPopulation.missing|Cheatham_Tennessee_UnitedStates.BLS_UnemployedPopulation.data|Cheatham_Tennessee_UnitedStates.BLS_UnemployedPopulation.missing|Cheatham_Tennessee_UnitedStates.BLS_UnemploymentRate.data|Cheatham_Tennessee_UnitedStates.BLS_UnemploymentRate.missing|Cheatham_Tennessee_UnitedStates.BLS_LaborForcePopulation.data|Cheatham_Tennessee_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-12-22|21281.0|0|740.0|0|3.3604286817129103|0|22021.0|0
0|2021-12-23|21281.0|0|740.0|0|3.3604286817129103|0|22021.0|0
0|2021-12-24|21281.0|0|740.0|0|3.3604286817129103|0|22021.0|0
0|2021-12-25|21281.0|0|740.0|0|3.3604286817129103|0|22021.0|0
0|2021-12-26|21281.0|0|740.0|0|3.3604286817129103|0|22021.0|0
0|2021-12-27|21281.0|0|740.0|0|3.3604286817129103|0|22021.0|0
0|2021-12-28|21281.0|0|740.0|0|3.3604286817129103|0|22021.0|0
0|2021-12-29|21281.0|0|740.0|0|3.3604286817129103|0|22021.0|0
0|2021-12-30|21281.0|0|740.0|0|3.3604286817129103|0|22021.0|0
0|2021-12-31|21281.0|0|740.0|0|3.3604286817129103|0|22021.0|0
0|2022-01-01|21281.0|0|740.0|0|3.3604286817129103|0|22021.0|0
0|2022-01-02|21281.0|0|740.0|0|3.3604286817129103|0|22021.0|0
0|2022-01-03|21281.0|0|740.0|0|3.3604286817129103|0|22021.0|0
0|2022-01-04|21281.0|0|740.0|0|3.3604286817129103|0|22021.0|0
0|2022-01-05|21281.0|0|740.0|0|3.3604286817129103|0|22021.0|0
0|2022-01-06|21281.0|0|740.0|0|3.3604286817129103|0|22021.0|0
0|2022-01-07|21281.0|0|740.0|0|3.3604286817129103|0|22021.0|0
0|2022-01-08|21281.0|0|740.0|0|3.3604286817129103|0|22021.0|0
0|2022-01-09|21281.0|0|740.0|0|3.3604286817129103|0|22021.0|0
0|2022-01-10|21281.0|0|740.0|0|3.3604286817129103|0|22021.0|0
0|2022-01-11|21281.0|0|740.0|0|3.3604286817129103|0|22021.0|0
0|2022-01-12|21281.0|0|740.0|0|3.3604286817129103|0|22021.0|0
0|2022-01-13|21281.0|0|740.0|0|3.3604286817129103|0|22021.0|0
0|2022-01-14|21281.0|0|740.0|0|3.3604286817129103|0|22021.0|0
0|2022-01-15|21281.0|0|740.0|0|3.3604286817129103|0|22021.0|0
0|2022-01-16|21281.0|0|740.0|0|3.3604286817129103|0|22021.0|0
0|2022-01-17|21281.0|0|740.0|0|3.3604286817129103|0|22021.0|0
