|dates|LakeoftheWoods_Minnesota_UnitedStates.JHU_ConfirmedCases.data|LakeoftheWoods_Minnesota_UnitedStates.JHU_ConfirmedCases.missing|LakeoftheWoods_Minnesota_UnitedStates.NYT_ConfirmedCases.data|LakeoftheWoods_Minnesota_UnitedStates.NYT_ConfirmedCases.missing|LakeoftheWoods_Minnesota_UnitedStates.JHU_ConfirmedDeaths.data|LakeoftheWoods_Minnesota_UnitedStates.JHU_ConfirmedDeaths.missing|LakeoftheWoods_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.data|LakeoftheWoods_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-21|556.0|0|556.0|0|5.0|0|0.0|100
0|2021-12-22|559.0|0|559.0|0|5.0|0|0.0|100
0|2021-12-23|561.0|0|561.0|0|5.0|0|0.0|100
0|2021-12-24|561.0|0|561.0|0|5.0|0|0.0|100
0|2021-12-25|561.0|0|561.0|0|5.0|0|0.0|100
0|2021-12-26|561.0|0|561.0|0|5.0|0|0.0|100
0|2021-12-27|561.0|0|561.0|0|5.0|0|0.0|100
0|2021-12-28|564.0|0|564.0|0|5.0|0|0.0|100
0|2021-12-29|565.0|0|565.0|0|5.0|0|0.0|100
0|2021-12-30|566.0|0|566.0|0|5.0|0|0.0|100
0|2021-12-31|566.0|0|566.0|0|5.0|0|0.0|100
0|2022-01-01|566.0|0|566.0|0|5.0|0|0.0|100
0|2022-01-02|566.0|0|566.0|0|5.0|0|0.0|100
0|2022-01-03|566.0|0|566.0|0|5.0|0|0.0|100
0|2022-01-04|567.0|0|567.0|0|5.0|0|0.0|100
0|2022-01-05|568.0|0|568.0|0|5.0|0|0.0|100
0|2022-01-06|576.0|0|576.0|0|5.0|0|0.0|100
0|2022-01-07|580.0|0|580.0|0|5.0|0|0.0|100
0|2022-01-08|580.0|0|580.0|0|5.0|0|0.0|100
0|2022-01-09|580.0|0|580.0|0|5.0|0|0.0|100
0|2022-01-10|585.0|0|585.0|0|5.0|0|0.0|100
0|2022-01-11|589.0|0|589.0|0|5.0|0|0.0|100
0|2022-01-12|592.0|0|592.0|0|5.0|0|0.0|100
0|2022-01-13|592.0|0|597.0|0|5.0|0|0.0|100
0|2022-01-14|600.0|0|600.0|0|5.0|0|0.0|100
0|2022-01-15|600.0|0|600.0|0|5.0|0|0.0|100
0|2022-01-16|600.0|0|600.0|0|5.0|0|0.0|100
0|2022-01-17|600.0|0|0.0|100|5.0|0|0.0|100
