|dates|Camden_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Camden_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Camden_NorthCarolina_UnitedStates.NYT_ConfirmedCases.data|Camden_NorthCarolina_UnitedStates.NYT_ConfirmedCases.missing|Camden_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Camden_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Camden_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Camden_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|1087.0|0|1087.0|0|8.0|0|0.0|100
0|2021-10-18|1099.0|0|1099.0|0|8.0|0|0.0|100
0|2021-10-19|1101.0|0|1101.0|0|8.0|0|0.0|100
0|2021-10-20|1111.0|0|1111.0|0|8.0|0|0.0|100
0|2021-10-21|1118.0|0|1118.0|0|8.0|0|0.0|100
0|2021-10-22|1121.0|0|1121.0|0|8.0|0|0.0|100
0|2021-10-23|1121.0|0|1121.0|0|8.0|0|0.0|100
0|2021-10-24|1121.0|0|1121.0|0|8.0|0|0.0|100
0|2021-10-25|1129.0|0|1129.0|0|8.0|0|0.0|100
0|2021-10-26|1132.0|0|1132.0|0|8.0|0|0.0|100
0|2021-10-27|1135.0|0|1135.0|0|8.0|0|0.0|100
0|2021-10-28|1140.0|0|1140.0|0|8.0|0|0.0|100
0|2021-10-29|1145.0|0|1145.0|0|8.0|0|0.0|100
0|2021-10-30|1145.0|0|1145.0|0|8.0|0|0.0|100
0|2021-10-31|1145.0|0|1145.0|0|8.0|0|0.0|100
0|2021-11-01|1151.0|0|1151.0|0|8.0|0|0.0|100
0|2021-11-02|1151.0|0|1151.0|0|8.0|0|0.0|100
0|2021-11-03|1156.0|0|1156.0|0|8.0|0|0.0|100
0|2021-11-04|1163.0|0|1163.0|0|8.0|0|0.0|100
0|2021-11-05|1163.0|0|1163.0|0|8.0|0|0.0|100
0|2021-11-06|1163.0|0|1163.0|0|8.0|0|0.0|100
0|2021-11-07|1163.0|0|1163.0|0|8.0|0|0.0|100
0|2021-11-08|1180.0|0|1180.0|0|8.0|0|0.0|100
0|2021-11-09|1183.0|0|1183.0|0|8.0|0|0.0|100
0|2021-11-10|1183.0|0|1177.0|0|8.0|0|0.0|100
0|2021-11-11|1177.0|0|1177.0|0|8.0|0|0.0|100
0|2021-11-12|1183.0|0|1183.0|0|8.0|0|0.0|100
0|2021-11-13|1183.0|0|1183.0|0|8.0|0|0.0|100
0|2021-11-14|1183.0|0|1183.0|0|8.0|0|0.0|100
0|2021-11-15|1190.0|0|1190.0|0|8.0|0|0.0|100
0|2021-11-16|1190.0|0|1190.0|0|8.0|0|0.0|100
0|2021-11-17|1188.0|0|1188.0|0|8.0|0|0.0|100
0|2021-11-18|1195.0|0|1195.0|0|8.0|0|0.0|100
0|2021-11-19|1198.0|0|1198.0|0|8.0|0|0.0|100
0|2021-11-20|1198.0|0|1198.0|0|8.0|0|0.0|100
0|2021-11-21|1198.0|0|1198.0|0|8.0|0|0.0|100
0|2021-11-22|1200.0|0|1200.0|0|8.0|0|0.0|100
0|2021-11-23|1201.0|0|1201.0|0|8.0|0|0.0|100
0|2021-11-24|1205.0|0|1205.0|0|8.0|0|0.0|100
0|2021-11-25|1205.0|0|1205.0|0|8.0|0|0.0|100
0|2021-11-26|1205.0|0|1205.0|0|8.0|0|0.0|100
0|2021-11-27|1205.0|0|1205.0|0|8.0|0|0.0|100
0|2021-11-28|1205.0|0|1205.0|0|8.0|0|0.0|100
0|2021-11-29|1222.0|0|1222.0|0|8.0|0|0.0|100
0|2021-11-30|1226.0|0|1226.0|0|8.0|0|0.0|100
0|2021-12-01|1230.0|0|1230.0|0|8.0|0|0.0|100
0|2021-12-02|1231.0|0|1231.0|0|8.0|0|0.0|100
0|2021-12-03|1231.0|0|1233.0|0|8.0|0|0.0|100
0|2021-12-04|1233.0|0|1233.0|0|8.0|0|0.0|100
0|2021-12-05|1233.0|0|1233.0|0|8.0|0|0.0|100
0|2021-12-06|1241.0|0|1241.0|0|8.0|0|0.0|100
0|2021-12-07|1243.0|0|1243.0|0|9.0|0|0.0|100
0|2021-12-08|1246.0|0|1246.0|0|9.0|0|0.0|100
0|2021-12-09|1248.0|0|1248.0|0|9.0|0|0.0|100
0|2021-12-10|1250.0|0|1250.0|0|9.0|0|0.0|100
0|2021-12-11|1250.0|0|1250.0|0|9.0|0|0.0|100
0|2021-12-12|1250.0|0|1250.0|0|9.0|0|0.0|100
0|2021-12-13|1271.0|0|1271.0|0|9.0|0|0.0|100
0|2021-12-14|1271.0|0|1272.0|0|9.0|0|0.0|100
0|2021-12-15|1272.0|0|1272.0|0|9.0|0|0.0|100
0|2021-12-16|1277.0|0|1277.0|0|9.0|0|0.0|100
0|2021-12-17|1280.0|0|1280.0|0|9.0|0|0.0|100
0|2021-12-18|1280.0|0|1280.0|0|9.0|0|0.0|100
0|2021-12-19|1280.0|0|1280.0|0|9.0|0|0.0|100
0|2021-12-20|1289.0|0|1289.0|0|9.0|0|0.0|100
0|2021-12-21|1292.0|0|1292.0|0|9.0|0|0.0|100
0|2021-12-22|1294.0|0|1294.0|0|9.0|0|0.0|100
0|2021-12-23|1294.0|0|1294.0|0|9.0|0|0.0|100
0|2021-12-24|1294.0|0|1294.0|0|9.0|0|0.0|100
0|2021-12-25|1294.0|0|1294.0|0|9.0|0|0.0|100
0|2021-12-26|1294.0|0|1294.0|0|9.0|0|0.0|100
0|2021-12-27|1294.0|0|1294.0|0|9.0|0|0.0|100
0|2021-12-28|1313.0|0|1313.0|0|9.0|0|0.0|100
0|2021-12-29|1315.0|0|1315.0|0|9.0|0|0.0|100
0|2021-12-30|1313.0|0|1313.0|0|9.0|0|0.0|100
0|2021-12-31|1313.0|0|1324.0|0|9.0|0|0.0|100
0|2022-01-01|1313.0|0|1324.0|0|9.0|0|0.0|100
0|2022-01-02|1313.0|0|1324.0|0|9.0|0|0.0|100
0|2022-01-03|1351.0|0|1351.0|0|9.0|0|0.0|100
0|2022-01-04|1353.0|0|1353.0|0|9.0|0|0.0|100
0|2022-01-05|1361.0|0|1361.0|0|9.0|0|0.0|100
0|2022-01-06|1371.0|0|1371.0|0|9.0|0|0.0|100
0|2022-01-07|1387.0|0|1387.0|0|9.0|0|0.0|100
0|2022-01-08|1387.0|0|1387.0|0|9.0|0|0.0|100
0|2022-01-09|1387.0|0|1387.0|0|9.0|0|0.0|100
0|2022-01-10|1430.0|0|1430.0|0|9.0|0|0.0|100
0|2022-01-11|1440.0|0|1440.0|0|9.0|0|0.0|100
0|2022-01-12|1447.0|0|1447.0|0|9.0|0|0.0|100
0|2022-01-13|1447.0|0|1458.0|0|9.0|0|0.0|100
0|2022-01-14|1473.0|0|1473.0|0|9.0|0|0.0|100
0|2022-01-15|1473.0|0|1473.0|0|9.0|0|0.0|100
0|2022-01-16|1473.0|0|1473.0|0|9.0|0|0.0|100
0|2022-01-17|1473.0|0|0.0|100|9.0|0|0.0|100
