|dates|Smith_Texas_UnitedStates.BLS_EmployedPopulation.data|Smith_Texas_UnitedStates.BLS_EmployedPopulation.missing|Smith_Texas_UnitedStates.BLS_UnemployedPopulation.data|Smith_Texas_UnitedStates.BLS_UnemployedPopulation.missing|Smith_Texas_UnitedStates.BLS_UnemploymentRate.data|Smith_Texas_UnitedStates.BLS_UnemploymentRate.missing|Smith_Texas_UnitedStates.BLS_LaborForcePopulation.data|Smith_Texas_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-12-03|105843.0|0|5789.0|0|5.185789021069228|0|111632.0|0
0|2021-12-04|105843.0|0|5789.0|0|5.185789021069228|0|111632.0|0
0|2021-12-05|105843.0|0|5789.0|0|5.185789021069228|0|111632.0|0
0|2021-12-06|105843.0|0|5789.0|0|5.185789021069228|0|111632.0|0
0|2021-12-07|105843.0|0|5789.0|0|5.185789021069228|0|111632.0|0
0|2021-12-08|105843.0|0|5789.0|0|5.185789021069228|0|111632.0|0
0|2021-12-09|105843.0|0|5789.0|0|5.185789021069228|0|111632.0|0
0|2021-12-10|105843.0|0|5789.0|0|5.185789021069228|0|111632.0|0
0|2021-12-11|105843.0|0|5789.0|0|5.185789021069228|0|111632.0|0
0|2021-12-12|105843.0|0|5789.0|0|5.185789021069228|0|111632.0|0
0|2021-12-13|105843.0|0|5789.0|0|5.185789021069228|0|111632.0|0
0|2021-12-14|105843.0|0|5789.0|0|5.185789021069228|0|111632.0|0
0|2021-12-15|105843.0|0|5789.0|0|5.185789021069228|0|111632.0|0
0|2021-12-16|105843.0|0|5789.0|0|5.185789021069228|0|111632.0|0
0|2021-12-17|105843.0|0|5789.0|0|5.185789021069228|0|111632.0|0
0|2021-12-18|105843.0|0|5789.0|0|5.185789021069228|0|111632.0|0
0|2021-12-19|105843.0|0|5789.0|0|5.185789021069228|0|111632.0|0
0|2021-12-20|105843.0|0|5789.0|0|5.185789021069228|0|111632.0|0
0|2021-12-21|105843.0|0|5789.0|0|5.185789021069228|0|111632.0|0
0|2021-12-22|105843.0|0|5789.0|0|5.185789021069228|0|111632.0|0
0|2021-12-23|105843.0|0|5789.0|0|5.185789021069228|0|111632.0|0
0|2021-12-24|105843.0|0|5789.0|0|5.185789021069228|0|111632.0|0
0|2021-12-25|105843.0|0|5789.0|0|5.185789021069228|0|111632.0|0
0|2021-12-26|105843.0|0|5789.0|0|5.185789021069228|0|111632.0|0
0|2021-12-27|105843.0|0|5789.0|0|5.185789021069228|0|111632.0|0
0|2021-12-28|105843.0|0|5789.0|0|5.185789021069228|0|111632.0|0
0|2021-12-29|105843.0|0|5789.0|0|5.185789021069228|0|111632.0|0
0|2021-12-30|105843.0|0|5789.0|0|5.185789021069228|0|111632.0|0
0|2021-12-31|105843.0|0|5789.0|0|5.185789021069228|0|111632.0|0
0|2022-01-01|105843.0|0|5789.0|0|5.185789021069228|0|111632.0|0
0|2022-01-02|105843.0|0|5789.0|0|5.185789021069228|0|111632.0|0
0|2022-01-03|105843.0|0|5789.0|0|5.185789021069228|0|111632.0|0
0|2022-01-04|105843.0|0|5789.0|0|5.185789021069228|0|111632.0|0
0|2022-01-05|105843.0|0|5789.0|0|5.185789021069228|0|111632.0|0
0|2022-01-06|105843.0|0|5789.0|0|5.185789021069228|0|111632.0|0
0|2022-01-07|105843.0|0|5789.0|0|5.185789021069228|0|111632.0|0
0|2022-01-08|105843.0|0|5789.0|0|5.185789021069228|0|111632.0|0
0|2022-01-09|105843.0|0|5789.0|0|5.185789021069228|0|111632.0|0
0|2022-01-10|105843.0|0|5789.0|0|5.185789021069228|0|111632.0|0
0|2022-01-11|105843.0|0|5789.0|0|5.185789021069228|0|111632.0|0
0|2022-01-12|105843.0|0|5789.0|0|5.185789021069228|0|111632.0|0
0|2022-01-13|105843.0|0|5789.0|0|5.185789021069228|0|111632.0|0
0|2022-01-14|105843.0|0|5789.0|0|5.185789021069228|0|111632.0|0
0|2022-01-15|105843.0|0|5789.0|0|5.185789021069228|0|111632.0|0
0|2022-01-16|105843.0|0|5789.0|0|5.185789021069228|0|111632.0|0
0|2022-01-17|105843.0|0|5789.0|0|5.185789021069228|0|111632.0|0
