|dates|Corozal_PuertoRico_UnitedStates.BLS_EmployedPopulation.data|Corozal_PuertoRico_UnitedStates.BLS_EmployedPopulation.missing|Corozal_PuertoRico_UnitedStates.BLS_UnemployedPopulation.data|Corozal_PuertoRico_UnitedStates.BLS_UnemployedPopulation.missing|Corozal_PuertoRico_UnitedStates.BLS_UnemploymentRate.data|Corozal_PuertoRico_UnitedStates.BLS_UnemploymentRate.missing|Corozal_PuertoRico_UnitedStates.BLS_LaborForcePopulation.data|Corozal_PuertoRico_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|7582.0|0|877.5|0|10.372953484248479|0|8459.5|0
0|2020-01-02|7582.0|0|877.5|0|10.372953484248479|0|8459.5|0
0|2020-01-03|7582.0|0|877.5|0|10.372953484248479|0|8459.5|0
0|2020-01-04|7582.0|0|877.5|0|10.372953484248479|0|8459.5|0
0|2020-01-05|7582.0|0|877.5|0|10.372953484248479|0|8459.5|0
0|2020-01-06|7582.0|0|877.5|0|10.372953484248479|0|8459.5|0
0|2020-01-07|7582.0|0|877.5|0|10.372953484248479|0|8459.5|0
0|2020-01-08|7582.0|0|877.5|0|10.372953484248479|0|8459.5|0
0|2020-01-09|7582.0|0|877.5|0|10.372953484248479|0|8459.5|0
0|2020-01-10|7582.0|0|877.5|0|10.372953484248479|0|8459.5|0
0|2020-01-11|7582.0|0|877.5|0|10.372953484248479|0|8459.5|0
0|2020-01-12|7582.0|0|877.5|0|10.372953484248479|0|8459.5|0
0|2020-01-13|7582.0|0|877.5|0|10.372953484248479|0|8459.5|0
0|2020-01-14|7582.0|0|877.5|0|10.372953484248479|0|8459.5|0
0|2020-01-15|7582.0|0|877.5|0|10.372953484248479|0|8459.5|0
0|2020-01-16|7582.0|0|877.5|0|10.372953484248479|0|8459.5|0
0|2020-01-17|7582.0|0|877.5|0|10.372953484248479|0|8459.5|0
0|2020-01-18|7582.0|0|877.5|0|10.372953484248479|0|8459.5|0
0|2020-01-19|7582.0|0|877.5|0|10.372953484248479|0|8459.5|0
0|2020-01-20|7582.0|0|877.5|0|10.372953484248479|0|8459.5|0
0|2020-01-21|7582.0|0|877.5|0|10.372953484248479|0|8459.5|0
0|2020-01-22|7582.0|0|877.5|0|10.372953484248479|0|8459.5|0
0|2020-01-23|7582.0|0|877.5|0|10.372953484248479|0|8459.5|0
0|2020-01-24|7582.0|0|877.5|0|10.372953484248479|0|8459.5|0
0|2020-01-25|7582.0|0|877.5|0|10.372953484248479|0|8459.5|0
0|2020-01-26|7582.0|0|877.5|0|10.372953484248479|0|8459.5|0
0|2020-01-27|7582.0|0|877.5|0|10.372953484248479|0|8459.5|0
0|2020-01-28|7582.0|0|877.5|0|10.372953484248479|0|8459.5|0
0|2020-01-29|7582.0|0|877.5|0|10.372953484248479|0|8459.5|0
0|2020-01-30|7582.0|0|877.5|0|10.372953484248479|0|8459.5|0
0|2020-01-31|7582.0|0|877.5|0|10.372953484248479|0|8459.5|0
0|2020-02-01|7768.5|0|689.5|0|8.152045400803972|0|8458.0|0
0|2020-02-02|7768.5|0|689.5|0|8.152045400803972|0|8458.0|0
0|2020-02-03|7768.5|0|689.5|0|8.152045400803972|0|8458.0|0
0|2020-02-04|7768.5|0|689.5|0|8.152045400803972|0|8458.0|0
0|2020-02-05|7768.5|0|689.5|0|8.152045400803972|0|8458.0|0
0|2020-02-06|7768.5|0|689.5|0|8.152045400803972|0|8458.0|0
0|2020-02-07|7768.5|0|689.5|0|8.152045400803972|0|8458.0|0
0|2020-02-08|7768.5|0|689.5|0|8.152045400803972|0|8458.0|0
