|dates|Rockbridge_Virginia_UnitedStates.BLS_EmployedPopulation.data|Rockbridge_Virginia_UnitedStates.BLS_EmployedPopulation.missing|Rockbridge_Virginia_UnitedStates.BLS_UnemployedPopulation.data|Rockbridge_Virginia_UnitedStates.BLS_UnemployedPopulation.missing|Rockbridge_Virginia_UnitedStates.BLS_UnemploymentRate.data|Rockbridge_Virginia_UnitedStates.BLS_UnemploymentRate.missing|Rockbridge_Virginia_UnitedStates.BLS_LaborForcePopulation.data|Rockbridge_Virginia_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-17|10156.0|0|388.0|0|3.679817905918058|0|10544.0|0
0|2021-10-18|10156.0|0|388.0|0|3.679817905918058|0|10544.0|0
0|2021-10-19|10156.0|0|388.0|0|3.679817905918058|0|10544.0|0
0|2021-10-20|10156.0|0|388.0|0|3.679817905918058|0|10544.0|0
0|2021-10-21|10156.0|0|388.0|0|3.679817905918058|0|10544.0|0
0|2021-10-22|10156.0|0|388.0|0|3.679817905918058|0|10544.0|0
0|2021-10-23|10156.0|0|388.0|0|3.679817905918058|0|10544.0|0
0|2021-10-24|10156.0|0|388.0|0|3.679817905918058|0|10544.0|0
0|2021-10-25|10156.0|0|388.0|0|3.679817905918058|0|10544.0|0
0|2021-10-26|10156.0|0|388.0|0|3.679817905918058|0|10544.0|0
0|2021-10-27|10156.0|0|388.0|0|3.679817905918058|0|10544.0|0
0|2021-10-28|10156.0|0|388.0|0|3.679817905918058|0|10544.0|0
0|2021-10-29|10156.0|0|388.0|0|3.679817905918058|0|10544.0|0
0|2021-10-30|10156.0|0|388.0|0|3.679817905918058|0|10544.0|0
0|2021-10-31|10156.0|0|388.0|0|3.679817905918058|0|10544.0|0
0|2021-11-01|10156.0|0|388.0|0|3.679817905918058|0|10544.0|0
0|2021-11-02|10156.0|0|388.0|0|3.679817905918058|0|10544.0|0
0|2021-11-03|10156.0|0|388.0|0|3.679817905918058|0|10544.0|0
0|2021-11-04|10156.0|0|388.0|0|3.679817905918058|0|10544.0|0
0|2021-11-05|10156.0|0|388.0|0|3.679817905918058|0|10544.0|0
0|2021-11-06|10156.0|0|388.0|0|3.679817905918058|0|10544.0|0
0|2021-11-07|10156.0|0|388.0|0|3.679817905918058|0|10544.0|0
0|2021-11-08|10156.0|0|388.0|0|3.679817905918058|0|10544.0|0
0|2021-11-09|10156.0|0|388.0|0|3.679817905918058|0|10544.0|0
0|2021-11-10|10156.0|0|388.0|0|3.679817905918058|0|10544.0|0
0|2021-11-11|10156.0|0|388.0|0|3.679817905918058|0|10544.0|0
0|2021-11-12|10156.0|0|388.0|0|3.679817905918058|0|10544.0|0
0|2021-11-13|10156.0|0|388.0|0|3.679817905918058|0|10544.0|0
0|2021-11-14|10156.0|0|388.0|0|3.679817905918058|0|10544.0|0
0|2021-11-15|10156.0|0|388.0|0|3.679817905918058|0|10544.0|0
