|dates|Monroe_NewYork_UnitedStates.NYT_AllCausesDeathsWeekly_Expected_Deaths_AllCauses.data|Monroe_NewYork_UnitedStates.NYT_AllCausesDeathsWeekly_Expected_Deaths_AllCauses.missing|Monroe_NewYork_UnitedStates.NYT_ConfirmedDeaths.data|Monroe_NewYork_UnitedStates.NYT_ConfirmedDeaths.missing|Monroe_NewYork_UnitedStates.NYT_AllCausesDeathsWeekly_Excess_Deaths.data|Monroe_NewYork_UnitedStates.NYT_AllCausesDeathsWeekly_Excess_Deaths.missing|Monroe_NewYork_UnitedStates.NYT_AllCausesDeathsWeekly_Deaths_AllCauses.data|Monroe_NewYork_UnitedStates.NYT_AllCausesDeathsWeekly_Deaths_AllCauses.missing
0|2021-10-17|0.0|100|1180.0|0|0.0|100|0.0|100
0|2021-10-18|0.0|100|1182.0|0|0.0|100|0.0|100
0|2021-10-19|0.0|100|1183.0|0|0.0|100|0.0|100
0|2021-10-20|0.0|100|1184.0|0|0.0|100|0.0|100
0|2021-10-21|0.0|100|1188.0|0|0.0|100|0.0|100
0|2021-10-22|0.0|100|1188.0|0|0.0|100|0.0|100
0|2021-10-23|0.0|100|1189.0|0|0.0|100|0.0|100
0|2021-10-24|0.0|100|1189.0|0|0.0|100|0.0|100
0|2021-10-25|0.0|100|1189.0|0|0.0|100|0.0|100
0|2021-10-26|0.0|100|1189.0|0|0.0|100|0.0|100
0|2021-10-27|0.0|100|1191.0|0|0.0|100|0.0|100
0|2021-10-28|0.0|100|1194.0|0|0.0|100|0.0|100
0|2021-10-29|0.0|100|1196.0|0|0.0|100|0.0|100
0|2021-10-30|0.0|100|1198.0|0|0.0|100|0.0|100
0|2021-10-31|0.0|100|1199.0|0|0.0|100|0.0|100
0|2021-11-01|0.0|100|1202.0|0|0.0|100|0.0|100
0|2021-11-02|0.0|100|1202.0|0|0.0|100|0.0|100
0|2021-11-03|0.0|100|1205.0|0|0.0|100|0.0|100
0|2021-11-04|0.0|100|1206.0|0|0.0|100|0.0|100
0|2021-11-05|0.0|100|1209.0|0|0.0|100|0.0|100
0|2021-11-06|0.0|100|1213.0|0|0.0|100|0.0|100
0|2021-11-07|0.0|100|1213.0|0|0.0|100|0.0|100
0|2021-11-08|0.0|100|1216.0|0|0.0|100|0.0|100
0|2021-11-09|0.0|100|1219.0|0|0.0|100|0.0|100
0|2021-11-10|0.0|100|1220.0|0|0.0|100|0.0|100
0|2021-11-11|0.0|100|1222.0|0|0.0|100|0.0|100
0|2021-11-12|0.0|100|1223.0|0|0.0|100|0.0|100
0|2021-11-13|0.0|100|1226.0|0|0.0|100|0.0|100
0|2021-11-14|0.0|100|1227.0|0|0.0|100|0.0|100
0|2021-11-15|0.0|100|1229.0|0|0.0|100|0.0|100
0|2021-11-16|0.0|100|1230.0|0|0.0|100|0.0|100
0|2021-11-17|0.0|100|1231.0|0|0.0|100|0.0|100
0|2021-11-18|0.0|100|1233.0|0|0.0|100|0.0|100
0|2021-11-19|0.0|100|1233.0|0|0.0|100|0.0|100
0|2021-11-20|0.0|100|1234.0|0|0.0|100|0.0|100
0|2021-11-21|0.0|100|1234.0|0|0.0|100|0.0|100
0|2021-11-22|0.0|100|1239.0|0|0.0|100|0.0|100
0|2021-11-23|0.0|100|1241.0|0|0.0|100|0.0|100
0|2021-11-24|0.0|100|1243.0|0|0.0|100|0.0|100
0|2021-11-25|0.0|100|1244.0|0|0.0|100|0.0|100
0|2021-11-26|0.0|100|1244.0|0|0.0|100|0.0|100
0|2021-11-27|0.0|100|1246.0|0|0.0|100|0.0|100
0|2021-11-28|0.0|100|1248.0|0|0.0|100|0.0|100
0|2021-11-29|0.0|100|1251.0|0|0.0|100|0.0|100
0|2021-11-30|0.0|100|1253.0|0|0.0|100|0.0|100
0|2021-12-01|0.0|100|1256.0|0|0.0|100|0.0|100
0|2021-12-02|0.0|100|1257.0|0|0.0|100|0.0|100
0|2021-12-03|0.0|100|1257.0|0|0.0|100|0.0|100
0|2021-12-04|0.0|100|1259.0|0|0.0|100|0.0|100
0|2021-12-05|0.0|100|1262.0|0|0.0|100|0.0|100
0|2021-12-06|0.0|100|1265.0|0|0.0|100|0.0|100
0|2021-12-07|0.0|100|1267.0|0|0.0|100|0.0|100
0|2021-12-08|0.0|100|1270.0|0|0.0|100|0.0|100
0|2021-12-09|0.0|100|1271.0|0|0.0|100|0.0|100
0|2021-12-10|0.0|100|1275.0|0|0.0|100|0.0|100
0|2021-12-11|0.0|100|1276.0|0|0.0|100|0.0|100
0|2021-12-12|0.0|100|1280.0|0|0.0|100|0.0|100
0|2021-12-13|0.0|100|1282.0|0|0.0|100|0.0|100
0|2021-12-14|0.0|100|1283.0|0|0.0|100|0.0|100
0|2021-12-15|0.0|100|1289.0|0|0.0|100|0.0|100
0|2021-12-16|0.0|100|1291.0|0|0.0|100|0.0|100
0|2021-12-17|0.0|100|1296.0|0|0.0|100|0.0|100
0|2021-12-18|0.0|100|1297.0|0|0.0|100|0.0|100
0|2021-12-19|0.0|100|1299.0|0|0.0|100|0.0|100
0|2021-12-20|0.0|100|1304.0|0|0.0|100|0.0|100
0|2021-12-21|0.0|100|1307.0|0|0.0|100|0.0|100
0|2021-12-22|0.0|100|1309.0|0|0.0|100|0.0|100
0|2021-12-23|0.0|100|1315.0|0|0.0|100|0.0|100
0|2021-12-24|0.0|100|1319.0|0|0.0|100|0.0|100
0|2021-12-25|0.0|100|1319.0|0|0.0|100|0.0|100
0|2021-12-26|0.0|100|1321.0|0|0.0|100|0.0|100
0|2021-12-27|0.0|100|1334.0|0|0.0|100|0.0|100
0|2021-12-28|0.0|100|1338.0|0|0.0|100|0.0|100
