|dates|Lancaster_SouthCarolina_UnitedStates.JHU_ConfirmedCases.data|Lancaster_SouthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Lancaster_SouthCarolina_UnitedStates.NYT_ConfirmedCases.data|Lancaster_SouthCarolina_UnitedStates.NYT_ConfirmedCases.missing|Lancaster_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Lancaster_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Lancaster_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Lancaster_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|15712.0|0|15712.0|0|221.0|0|0.0|100
0|2021-10-18|15791.0|0|15791.0|0|221.0|0|0.0|100
0|2021-10-19|15803.0|0|15803.0|0|221.0|0|0.0|100
0|2021-10-20|15825.0|0|15825.0|0|221.0|0|0.0|100
0|2021-10-21|15851.0|0|15851.0|0|222.0|0|0.0|100
0|2021-10-22|15878.0|0|15878.0|0|223.0|0|0.0|100
0|2021-10-23|15878.0|0|15878.0|0|223.0|0|0.0|100
0|2021-10-24|15878.0|0|15878.0|0|223.0|0|0.0|100
0|2021-10-25|15940.0|0|15940.0|0|224.0|0|0.0|100
0|2021-10-26|15950.0|0|15950.0|0|224.0|0|0.0|100
0|2021-10-27|15961.0|0|15961.0|0|224.0|0|0.0|100
0|2021-10-28|15990.0|0|15990.0|0|226.0|0|0.0|100
0|2021-10-29|16014.0|0|16014.0|0|226.0|0|0.0|100
0|2021-10-30|16014.0|0|16014.0|0|226.0|0|0.0|100
0|2021-10-31|16014.0|0|16014.0|0|226.0|0|0.0|100
0|2021-11-01|16073.0|0|16073.0|0|226.0|0|0.0|100
0|2021-11-02|16080.0|0|16080.0|0|226.0|0|0.0|100
0|2021-11-03|16086.0|0|16086.0|0|226.0|0|0.0|100
0|2021-11-04|16110.0|0|16110.0|0|226.0|0|0.0|100
0|2021-11-05|16158.0|0|16158.0|0|226.0|0|0.0|100
0|2021-11-06|16158.0|0|16158.0|0|226.0|0|0.0|100
0|2021-11-07|16158.0|0|16158.0|0|226.0|0|0.0|100
0|2021-11-08|16203.0|0|16203.0|0|227.0|0|0.0|100
0|2021-11-09|16212.0|0|16212.0|0|227.0|0|0.0|100
0|2021-11-10|16212.0|0|16217.0|0|227.0|0|0.0|100
0|2021-11-11|16217.0|0|16217.0|0|227.0|0|0.0|100
0|2021-11-12|16261.0|0|16261.0|0|229.0|0|0.0|100
0|2021-11-13|16261.0|0|16261.0|0|229.0|0|0.0|100
0|2021-11-14|16261.0|0|16261.0|0|229.0|0|0.0|100
0|2021-11-15|16311.0|0|16311.0|0|229.0|0|0.0|100
0|2021-11-16|16329.0|0|16329.0|0|229.0|0|0.0|100
0|2021-11-17|16346.0|0|16346.0|0|229.0|0|0.0|100
0|2021-11-18|16367.0|0|16367.0|0|229.0|0|0.0|100
0|2021-11-19|16385.0|0|16385.0|0|230.0|0|0.0|100
0|2021-11-20|16385.0|0|16385.0|0|230.0|0|0.0|100
0|2021-11-21|16385.0|0|16385.0|0|230.0|0|0.0|100
0|2021-11-22|16450.0|0|16450.0|0|231.0|0|0.0|100
0|2021-11-23|16465.0|0|16465.0|0|232.0|0|0.0|100
0|2021-11-24|16483.0|0|16483.0|0|233.0|0|0.0|100
0|2021-11-25|16483.0|0|16483.0|0|233.0|0|0.0|100
0|2021-11-26|16508.0|0|16508.0|0|234.0|0|0.0|100
0|2021-11-27|16508.0|0|16508.0|0|234.0|0|0.0|100
0|2021-11-28|16508.0|0|16508.0|0|234.0|0|0.0|100
0|2021-11-29|16580.0|0|16580.0|0|234.0|0|0.0|100
0|2021-11-30|16595.0|0|16595.0|0|234.0|0|0.0|100
0|2021-12-01|16608.0|0|16608.0|0|235.0|0|0.0|100
0|2021-12-02|16639.0|0|16639.0|0|235.0|0|0.0|100
0|2021-12-03|16687.0|0|16687.0|0|235.0|0|0.0|100
0|2021-12-04|16687.0|0|16687.0|0|235.0|0|0.0|100
0|2021-12-05|16687.0|0|16687.0|0|235.0|0|0.0|100
0|2021-12-06|16796.0|0|16796.0|0|235.0|0|0.0|100
0|2021-12-07|16817.0|0|16817.0|0|235.0|0|0.0|100
0|2021-12-08|16831.0|0|16831.0|0|235.0|0|0.0|100
0|2021-12-09|16858.0|0|16858.0|0|237.0|0|0.0|100
0|2021-12-10|16914.0|0|16914.0|0|238.0|0|0.0|100
0|2021-12-11|16914.0|0|16914.0|0|238.0|0|0.0|100
0|2021-12-12|16914.0|0|16914.0|0|238.0|0|0.0|100
0|2021-12-13|17002.0|0|17002.0|0|239.0|0|0.0|100
0|2021-12-14|17002.0|0|17026.0|0|239.0|0|0.0|100
0|2021-12-15|17043.0|0|17043.0|0|239.0|0|0.0|100
0|2021-12-16|17076.0|0|17076.0|0|239.0|0|0.0|100
0|2021-12-17|17099.0|0|17099.0|0|241.0|0|0.0|100
0|2021-12-18|17099.0|0|17099.0|0|241.0|0|0.0|100
0|2021-12-19|17099.0|0|17099.0|0|241.0|0|0.0|100
0|2021-12-20|17190.0|0|17190.0|0|244.0|0|0.0|100
0|2021-12-21|17214.0|0|17214.0|0|244.0|0|0.0|100
0|2021-12-22|17229.0|0|17229.0|0|244.0|0|0.0|100
0|2021-12-23|17270.0|0|17270.0|0|246.0|0|0.0|100
0|2021-12-24|17270.0|0|17270.0|0|246.0|0|0.0|100
0|2021-12-25|17270.0|0|17270.0|0|246.0|0|0.0|100
0|2021-12-26|17270.0|0|17270.0|0|246.0|0|0.0|100
0|2021-12-27|17270.0|0|17270.0|0|246.0|0|0.0|100
0|2021-12-28|17270.0|0|17270.0|0|246.0|0|0.0|100
0|2021-12-29|17469.0|0|17469.0|0|247.0|0|0.0|100
0|2021-12-30|17531.0|0|17531.0|0|247.0|0|0.0|100
0|2021-12-31|17632.0|0|17632.0|0|247.0|0|0.0|100
0|2022-01-01|17632.0|0|17632.0|0|247.0|0|0.0|100
0|2022-01-02|17632.0|0|17632.0|0|247.0|0|0.0|100
0|2022-01-03|17632.0|0|17632.0|0|247.0|0|0.0|100
0|2022-01-04|18035.0|0|18035.0|0|247.0|0|0.0|100
0|2022-01-05|18150.0|0|18150.0|0|249.0|0|0.0|100
0|2022-01-06|18395.0|0|18395.0|0|250.0|0|0.0|100
0|2022-01-07|18558.0|0|18558.0|0|250.0|0|0.0|100
0|2022-01-08|18558.0|0|18558.0|0|250.0|0|0.0|100
0|2022-01-09|18558.0|0|18558.0|0|250.0|0|0.0|100
0|2022-01-10|19058.0|0|19058.0|0|250.0|0|0.0|100
0|2022-01-11|19182.0|0|19182.0|0|250.0|0|0.0|100
0|2022-01-12|19309.0|0|19309.0|0|251.0|0|0.0|100
0|2022-01-13|19309.0|0|19542.0|0|251.0|0|0.0|100
0|2022-01-14|19829.0|0|19829.0|0|251.0|0|0.0|100
0|2022-01-15|19829.0|0|19829.0|0|251.0|0|0.0|100
0|2022-01-16|19829.0|0|19829.0|0|251.0|0|0.0|100
0|2022-01-17|19829.0|0|0.0|100|251.0|0|0.0|100
