|dates|Yuma_Arizona_UnitedStates.BLS_EmployedPopulation.data|Yuma_Arizona_UnitedStates.BLS_EmployedPopulation.missing|Yuma_Arizona_UnitedStates.BLS_UnemployedPopulation.data|Yuma_Arizona_UnitedStates.BLS_UnemployedPopulation.missing|Yuma_Arizona_UnitedStates.BLS_UnemploymentRate.data|Yuma_Arizona_UnitedStates.BLS_UnemploymentRate.missing|Yuma_Arizona_UnitedStates.BLS_LaborForcePopulation.data|Yuma_Arizona_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-11-22|78438.0|0|16093.0|0|17.024045022267828|0|94531.0|0
0|2021-11-23|78438.0|0|16093.0|0|17.024045022267828|0|94531.0|0
0|2021-11-24|78438.0|0|16093.0|0|17.024045022267828|0|94531.0|0
0|2021-11-25|78438.0|0|16093.0|0|17.024045022267828|0|94531.0|0
0|2021-11-26|78438.0|0|16093.0|0|17.024045022267828|0|94531.0|0
0|2021-11-27|78438.0|0|16093.0|0|17.024045022267828|0|94531.0|0
0|2021-11-28|78438.0|0|16093.0|0|17.024045022267828|0|94531.0|0
0|2021-11-29|78438.0|0|16093.0|0|17.024045022267828|0|94531.0|0
0|2021-11-30|78438.0|0|16093.0|0|17.024045022267828|0|94531.0|0
0|2021-12-01|78438.0|0|16093.0|0|17.024045022267828|0|94531.0|0
0|2021-12-02|78438.0|0|16093.0|0|17.024045022267828|0|94531.0|0
0|2021-12-03|78438.0|0|16093.0|0|17.024045022267828|0|94531.0|0
0|2021-12-04|78438.0|0|16093.0|0|17.024045022267828|0|94531.0|0
0|2021-12-05|78438.0|0|16093.0|0|17.024045022267828|0|94531.0|0
0|2021-12-06|78438.0|0|16093.0|0|17.024045022267828|0|94531.0|0
0|2021-12-07|78438.0|0|16093.0|0|17.024045022267828|0|94531.0|0
0|2021-12-08|78438.0|0|16093.0|0|17.024045022267828|0|94531.0|0
0|2021-12-09|78438.0|0|16093.0|0|17.024045022267828|0|94531.0|0
0|2021-12-10|78438.0|0|16093.0|0|17.024045022267828|0|94531.0|0
0|2021-12-11|78438.0|0|16093.0|0|17.024045022267828|0|94531.0|0
0|2021-12-12|78438.0|0|16093.0|0|17.024045022267828|0|94531.0|0
0|2021-12-13|78438.0|0|16093.0|0|17.024045022267828|0|94531.0|0
0|2021-12-14|78438.0|0|16093.0|0|17.024045022267828|0|94531.0|0
0|2021-12-15|78438.0|0|16093.0|0|17.024045022267828|0|94531.0|0
0|2021-12-16|78438.0|0|16093.0|0|17.024045022267828|0|94531.0|0
0|2021-12-17|78438.0|0|16093.0|0|17.024045022267828|0|94531.0|0
0|2021-12-18|78438.0|0|16093.0|0|17.024045022267828|0|94531.0|0
0|2021-12-19|78438.0|0|16093.0|0|17.024045022267828|0|94531.0|0
0|2021-12-20|78438.0|0|16093.0|0|17.024045022267828|0|94531.0|0
0|2021-12-21|78438.0|0|16093.0|0|17.024045022267828|0|94531.0|0
0|2021-12-22|78438.0|0|16093.0|0|17.024045022267828|0|94531.0|0
0|2021-12-23|78438.0|0|16093.0|0|17.024045022267828|0|94531.0|0
0|2021-12-24|78438.0|0|16093.0|0|17.024045022267828|0|94531.0|0
0|2021-12-25|78438.0|0|16093.0|0|17.024045022267828|0|94531.0|0
0|2021-12-26|78438.0|0|16093.0|0|17.024045022267828|0|94531.0|0
0|2021-12-27|78438.0|0|16093.0|0|17.024045022267828|0|94531.0|0
0|2021-12-28|78438.0|0|16093.0|0|17.024045022267828|0|94531.0|0
0|2021-12-29|78438.0|0|16093.0|0|17.024045022267828|0|94531.0|0
0|2021-12-30|78438.0|0|16093.0|0|17.024045022267828|0|94531.0|0
0|2021-12-31|78438.0|0|16093.0|0|17.024045022267828|0|94531.0|0
0|2022-01-01|78438.0|0|16093.0|0|17.024045022267828|0|94531.0|0
0|2022-01-02|78438.0|0|16093.0|0|17.024045022267828|0|94531.0|0
0|2022-01-03|78438.0|0|16093.0|0|17.024045022267828|0|94531.0|0
0|2022-01-04|78438.0|0|16093.0|0|17.024045022267828|0|94531.0|0
0|2022-01-05|78438.0|0|16093.0|0|17.024045022267828|0|94531.0|0
0|2022-01-06|78438.0|0|16093.0|0|17.024045022267828|0|94531.0|0
0|2022-01-07|78438.0|0|16093.0|0|17.024045022267828|0|94531.0|0
0|2022-01-08|78438.0|0|16093.0|0|17.024045022267828|0|94531.0|0
0|2022-01-09|78438.0|0|16093.0|0|17.024045022267828|0|94531.0|0
0|2022-01-10|78438.0|0|16093.0|0|17.024045022267828|0|94531.0|0
0|2022-01-11|78438.0|0|16093.0|0|17.024045022267828|0|94531.0|0
0|2022-01-12|78438.0|0|16093.0|0|17.024045022267828|0|94531.0|0
0|2022-01-13|78438.0|0|16093.0|0|17.024045022267828|0|94531.0|0
0|2022-01-14|78438.0|0|16093.0|0|17.024045022267828|0|94531.0|0
0|2022-01-15|78438.0|0|16093.0|0|17.024045022267828|0|94531.0|0
0|2022-01-16|78438.0|0|16093.0|0|17.024045022267828|0|94531.0|0
0|2022-01-17|78438.0|0|16093.0|0|17.024045022267828|0|94531.0|0
