|dates|Sheboygan_Wisconsin_UnitedStates.JHU_ConfirmedCases.data|Sheboygan_Wisconsin_UnitedStates.JHU_ConfirmedCases.missing|Sheboygan_Wisconsin_UnitedStates.NYT_ConfirmedCases.data|Sheboygan_Wisconsin_UnitedStates.NYT_ConfirmedCases.missing|Sheboygan_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.data|Sheboygan_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.missing|Sheboygan_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.data|Sheboygan_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-08|21494.0|0|21494.0|0|198.0|0|0.0|100
0|2021-12-09|21636.0|0|21636.0|0|198.0|0|0.0|100
0|2021-12-10|21789.0|0|21789.0|0|200.0|0|0.0|100
0|2021-12-11|21789.0|0|21789.0|0|200.0|0|0.0|100
0|2021-12-12|21789.0|0|21789.0|0|200.0|0|0.0|100
0|2021-12-13|21946.0|0|21946.0|0|200.0|0|0.0|100
0|2021-12-14|21946.0|0|22116.0|0|200.0|0|0.0|100
0|2021-12-15|22201.0|0|22201.0|0|201.0|0|0.0|100
0|2021-12-16|22299.0|0|22299.0|0|201.0|0|0.0|100
0|2021-12-17|22395.0|0|22395.0|0|202.0|0|0.0|100
0|2021-12-18|22395.0|0|22395.0|0|202.0|0|0.0|100
0|2021-12-19|22395.0|0|22395.0|0|202.0|0|0.0|100
0|2021-12-20|22478.0|0|22478.0|0|202.0|0|0.0|100
0|2021-12-21|22674.0|0|22674.0|0|203.0|0|0.0|100
0|2021-12-22|22834.0|0|22834.0|0|203.0|0|0.0|100
0|2021-12-23|22841.0|0|22841.0|0|203.0|0|0.0|100
0|2021-12-24|22914.0|0|22914.0|0|203.0|0|0.0|100
0|2021-12-25|22914.0|0|22914.0|0|203.0|0|0.0|100
0|2021-12-26|22914.0|0|22914.0|0|203.0|0|0.0|100
0|2021-12-27|23058.0|0|23058.0|0|203.0|0|0.0|100
0|2021-12-28|23099.0|0|23099.0|0|203.0|0|0.0|100
0|2021-12-29|23116.0|0|23116.0|0|203.0|0|0.0|100
0|2021-12-30|23242.0|0|23242.0|0|203.0|0|0.0|100
0|2021-12-31|23425.0|0|23425.0|0|203.0|0|0.0|100
0|2022-01-01|23425.0|0|23425.0|0|203.0|0|0.0|100
0|2022-01-02|23425.0|0|23425.0|0|203.0|0|0.0|100
0|2022-01-03|23667.0|0|23667.0|0|203.0|0|0.0|100
0|2022-01-04|23667.0|0|23864.0|0|203.0|0|0.0|100
0|2022-01-05|24044.0|0|24044.0|0|204.0|0|0.0|100
0|2022-01-06|24251.0|0|24251.0|0|205.0|0|0.0|100
0|2022-01-07|24528.0|0|24528.0|0|206.0|0|0.0|100
0|2022-01-08|24528.0|0|24528.0|0|206.0|0|0.0|100
0|2022-01-09|24528.0|0|24528.0|0|206.0|0|0.0|100
0|2022-01-10|25521.0|0|25521.0|0|207.0|0|0.0|100
0|2022-01-11|25784.0|0|25784.0|0|209.0|0|0.0|100
0|2022-01-12|26085.0|0|26085.0|0|209.0|0|0.0|100
0|2022-01-13|26085.0|0|26643.0|0|209.0|0|0.0|100
0|2022-01-14|27048.0|0|27048.0|0|211.0|0|0.0|100
0|2022-01-15|27048.0|0|27048.0|0|211.0|0|0.0|100
0|2022-01-16|27048.0|0|27048.0|0|211.0|0|0.0|100
0|2022-01-17|28324.0|0|0.0|100|212.0|0|0.0|100
