|dates|Hidalgo_Texas_UnitedStates.BLS_EmployedPopulation.data|Hidalgo_Texas_UnitedStates.BLS_EmployedPopulation.missing|Hidalgo_Texas_UnitedStates.BLS_UnemployedPopulation.data|Hidalgo_Texas_UnitedStates.BLS_UnemployedPopulation.missing|Hidalgo_Texas_UnitedStates.BLS_UnemploymentRate.data|Hidalgo_Texas_UnitedStates.BLS_UnemploymentRate.missing|Hidalgo_Texas_UnitedStates.BLS_LaborForcePopulation.data|Hidalgo_Texas_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-17|324919.0|0|35024.0|0|9.730429540232759|0|359943.0|0
0|2021-10-18|324919.0|0|35024.0|0|9.730429540232759|0|359943.0|0
0|2021-10-19|324919.0|0|35024.0|0|9.730429540232759|0|359943.0|0
0|2021-10-20|324919.0|0|35024.0|0|9.730429540232759|0|359943.0|0
0|2021-10-21|324919.0|0|35024.0|0|9.730429540232759|0|359943.0|0
0|2021-10-22|324919.0|0|35024.0|0|9.730429540232759|0|359943.0|0
0|2021-10-23|324919.0|0|35024.0|0|9.730429540232759|0|359943.0|0
0|2021-10-24|324919.0|0|35024.0|0|9.730429540232759|0|359943.0|0
0|2021-10-25|324919.0|0|35024.0|0|9.730429540232759|0|359943.0|0
0|2021-10-26|324919.0|0|35024.0|0|9.730429540232759|0|359943.0|0
0|2021-10-27|324919.0|0|35024.0|0|9.730429540232759|0|359943.0|0
0|2021-10-28|324919.0|0|35024.0|0|9.730429540232759|0|359943.0|0
0|2021-10-29|324919.0|0|35024.0|0|9.730429540232759|0|359943.0|0
0|2021-10-30|324919.0|0|35024.0|0|9.730429540232759|0|359943.0|0
0|2021-10-31|324919.0|0|35024.0|0|9.730429540232759|0|359943.0|0
0|2021-11-01|324919.0|0|35024.0|0|9.730429540232759|0|359943.0|0
0|2021-11-02|324919.0|0|35024.0|0|9.730429540232759|0|359943.0|0
0|2021-11-03|324919.0|0|35024.0|0|9.730429540232759|0|359943.0|0
0|2021-11-04|324919.0|0|35024.0|0|9.730429540232759|0|359943.0|0
0|2021-11-05|324919.0|0|35024.0|0|9.730429540232759|0|359943.0|0
0|2021-11-06|324919.0|0|35024.0|0|9.730429540232759|0|359943.0|0
0|2021-11-07|324919.0|0|35024.0|0|9.730429540232759|0|359943.0|0
0|2021-11-08|324919.0|0|35024.0|0|9.730429540232759|0|359943.0|0
0|2021-11-09|324919.0|0|35024.0|0|9.730429540232759|0|359943.0|0
0|2021-11-10|324919.0|0|35024.0|0|9.730429540232759|0|359943.0|0
0|2021-11-11|324919.0|0|35024.0|0|9.730429540232759|0|359943.0|0
0|2021-11-12|324919.0|0|35024.0|0|9.730429540232759|0|359943.0|0
0|2021-11-13|324919.0|0|35024.0|0|9.730429540232759|0|359943.0|0
0|2021-11-14|324919.0|0|35024.0|0|9.730429540232759|0|359943.0|0
0|2021-11-15|324919.0|0|35024.0|0|9.730429540232759|0|359943.0|0
0|2021-11-16|324919.0|0|35024.0|0|9.730429540232759|0|359943.0|0
0|2021-11-17|324919.0|0|35024.0|0|9.730429540232759|0|359943.0|0
0|2021-11-18|324919.0|0|35024.0|0|9.730429540232759|0|359943.0|0
0|2021-11-19|324919.0|0|35024.0|0|9.730429540232759|0|359943.0|0
0|2021-11-20|324919.0|0|35024.0|0|9.730429540232759|0|359943.0|0
0|2021-11-21|324919.0|0|35024.0|0|9.730429540232759|0|359943.0|0
0|2021-11-22|324919.0|0|35024.0|0|9.730429540232759|0|359943.0|0
0|2021-11-23|324919.0|0|35024.0|0|9.730429540232759|0|359943.0|0
0|2021-11-24|324919.0|0|35024.0|0|9.730429540232759|0|359943.0|0
0|2021-11-25|324919.0|0|35024.0|0|9.730429540232759|0|359943.0|0
0|2021-11-26|324919.0|0|35024.0|0|9.730429540232759|0|359943.0|0
0|2021-11-27|324919.0|0|35024.0|0|9.730429540232759|0|359943.0|0
0|2021-11-28|324919.0|0|35024.0|0|9.730429540232759|0|359943.0|0
0|2021-11-29|324919.0|0|35024.0|0|9.730429540232759|0|359943.0|0
0|2021-11-30|324919.0|0|35024.0|0|9.730429540232759|0|359943.0|0
0|2021-12-01|324919.0|0|35024.0|0|9.730429540232759|0|359943.0|0
0|2021-12-02|324919.0|0|35024.0|0|9.730429540232759|0|359943.0|0
0|2021-12-03|324919.0|0|35024.0|0|9.730429540232759|0|359943.0|0
0|2021-12-04|324919.0|0|35024.0|0|9.730429540232759|0|359943.0|0
0|2021-12-05|324919.0|0|35024.0|0|9.730429540232759|0|359943.0|0
0|2021-12-06|324919.0|0|35024.0|0|9.730429540232759|0|359943.0|0
0|2021-12-07|324919.0|0|35024.0|0|9.730429540232759|0|359943.0|0
0|2021-12-08|324919.0|0|35024.0|0|9.730429540232759|0|359943.0|0
0|2021-12-09|324919.0|0|35024.0|0|9.730429540232759|0|359943.0|0
0|2021-12-10|324919.0|0|35024.0|0|9.730429540232759|0|359943.0|0
0|2021-12-11|324919.0|0|35024.0|0|9.730429540232759|0|359943.0|0
0|2021-12-12|324919.0|0|35024.0|0|9.730429540232759|0|359943.0|0
0|2021-12-13|324919.0|0|35024.0|0|9.730429540232759|0|359943.0|0
0|2021-12-14|324919.0|0|35024.0|0|9.730429540232759|0|359943.0|0
0|2021-12-15|324919.0|0|35024.0|0|9.730429540232759|0|359943.0|0
0|2021-12-16|324919.0|0|35024.0|0|9.730429540232759|0|359943.0|0
0|2021-12-17|324919.0|0|35024.0|0|9.730429540232759|0|359943.0|0
0|2021-12-18|324919.0|0|35024.0|0|9.730429540232759|0|359943.0|0
0|2021-12-19|324919.0|0|35024.0|0|9.730429540232759|0|359943.0|0
0|2021-12-20|324919.0|0|35024.0|0|9.730429540232759|0|359943.0|0
0|2021-12-21|324919.0|0|35024.0|0|9.730429540232759|0|359943.0|0
0|2021-12-22|324919.0|0|35024.0|0|9.730429540232759|0|359943.0|0
0|2021-12-23|324919.0|0|35024.0|0|9.730429540232759|0|359943.0|0
0|2021-12-24|324919.0|0|35024.0|0|9.730429540232759|0|359943.0|0
0|2021-12-25|324919.0|0|35024.0|0|9.730429540232759|0|359943.0|0
0|2021-12-26|324919.0|0|35024.0|0|9.730429540232759|0|359943.0|0
0|2021-12-27|324919.0|0|35024.0|0|9.730429540232759|0|359943.0|0
0|2021-12-28|324919.0|0|35024.0|0|9.730429540232759|0|359943.0|0
0|2021-12-29|324919.0|0|35024.0|0|9.730429540232759|0|359943.0|0
0|2021-12-30|324919.0|0|35024.0|0|9.730429540232759|0|359943.0|0
0|2021-12-31|324919.0|0|35024.0|0|9.730429540232759|0|359943.0|0
0|2022-01-01|324919.0|0|35024.0|0|9.730429540232759|0|359943.0|0
0|2022-01-02|324919.0|0|35024.0|0|9.730429540232759|0|359943.0|0
0|2022-01-03|324919.0|0|35024.0|0|9.730429540232759|0|359943.0|0
0|2022-01-04|324919.0|0|35024.0|0|9.730429540232759|0|359943.0|0
0|2022-01-05|324919.0|0|35024.0|0|9.730429540232759|0|359943.0|0
0|2022-01-06|324919.0|0|35024.0|0|9.730429540232759|0|359943.0|0
0|2022-01-07|324919.0|0|35024.0|0|9.730429540232759|0|359943.0|0
0|2022-01-08|324919.0|0|35024.0|0|9.730429540232759|0|359943.0|0
0|2022-01-09|324919.0|0|35024.0|0|9.730429540232759|0|359943.0|0
0|2022-01-10|324919.0|0|35024.0|0|9.730429540232759|0|359943.0|0
0|2022-01-11|324919.0|0|35024.0|0|9.730429540232759|0|359943.0|0
0|2022-01-12|324919.0|0|35024.0|0|9.730429540232759|0|359943.0|0
0|2022-01-13|324919.0|0|35024.0|0|9.730429540232759|0|359943.0|0
0|2022-01-14|324919.0|0|35024.0|0|9.730429540232759|0|359943.0|0
0|2022-01-15|324919.0|0|35024.0|0|9.730429540232759|0|359943.0|0
0|2022-01-16|324919.0|0|35024.0|0|9.730429540232759|0|359943.0|0
0|2022-01-17|324919.0|0|35024.0|0|9.730429540232759|0|359943.0|0
