|dates|Phillips_Colorado_UnitedStates.JHU_ConfirmedCases.data|Phillips_Colorado_UnitedStates.JHU_ConfirmedCases.missing|Phillips_Colorado_UnitedStates.NYT_ConfirmedCases.data|Phillips_Colorado_UnitedStates.NYT_ConfirmedCases.missing|Phillips_Colorado_UnitedStates.JHU_ConfirmedDeaths.data|Phillips_Colorado_UnitedStates.JHU_ConfirmedDeaths.missing|Phillips_Colorado_UnitedStates.JHU_ConfirmedRecoveries.data|Phillips_Colorado_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|501.0|0|501.0|0|14.0|0|0.0|100
0|2021-10-18|506.0|0|506.0|0|14.0|0|0.0|100
0|2021-10-19|508.0|0|508.0|0|14.0|0|0.0|100
0|2021-10-20|510.0|0|510.0|0|14.0|0|0.0|100
0|2021-10-21|511.0|0|511.0|0|14.0|0|0.0|100
0|2021-10-22|516.0|0|516.0|0|14.0|0|0.0|100
0|2021-10-23|516.0|0|516.0|0|14.0|0|0.0|100
0|2021-10-24|516.0|0|516.0|0|14.0|0|0.0|100
0|2021-10-25|521.0|0|521.0|0|14.0|0|0.0|100
0|2021-10-26|524.0|0|524.0|0|14.0|0|0.0|100
0|2021-10-27|527.0|0|527.0|0|14.0|0|0.0|100
0|2021-10-28|527.0|0|527.0|0|14.0|0|0.0|100
0|2021-10-29|529.0|0|529.0|0|14.0|0|0.0|100
0|2021-10-30|529.0|0|529.0|0|14.0|0|0.0|100
0|2021-10-31|529.0|0|529.0|0|14.0|0|0.0|100
0|2021-11-01|530.0|0|530.0|0|14.0|0|0.0|100
0|2021-11-02|534.0|0|534.0|0|14.0|0|0.0|100
0|2021-11-03|535.0|0|535.0|0|14.0|0|0.0|100
0|2021-11-04|535.0|0|535.0|0|14.0|0|0.0|100
0|2021-11-05|537.0|0|537.0|0|14.0|0|0.0|100
0|2021-11-06|537.0|0|537.0|0|14.0|0|0.0|100
0|2021-11-07|537.0|0|537.0|0|14.0|0|0.0|100
0|2021-11-08|541.0|0|541.0|0|15.0|0|0.0|100
0|2021-11-09|542.0|0|542.0|0|15.0|0|0.0|100
0|2021-11-10|547.0|0|547.0|0|15.0|0|0.0|100
0|2021-11-11|547.0|0|547.0|0|15.0|0|0.0|100
0|2021-11-12|548.0|0|548.0|0|15.0|0|0.0|100
0|2021-11-13|548.0|0|548.0|0|15.0|0|0.0|100
0|2021-11-14|548.0|0|548.0|0|15.0|0|0.0|100
0|2021-11-15|554.0|0|554.0|0|15.0|0|0.0|100
0|2021-11-16|557.0|0|557.0|0|15.0|0|0.0|100
0|2021-11-17|558.0|0|558.0|0|15.0|0|0.0|100
0|2021-11-18|560.0|0|560.0|0|15.0|0|0.0|100
0|2021-11-19|568.0|0|568.0|0|15.0|0|0.0|100
0|2021-11-20|568.0|0|568.0|0|15.0|0|0.0|100
0|2021-11-21|568.0|0|568.0|0|15.0|0|0.0|100
0|2021-11-22|568.0|0|568.0|0|15.0|0|0.0|100
0|2021-11-23|579.0|0|579.0|0|15.0|0|0.0|100
0|2021-11-24|579.0|0|579.0|0|15.0|0|0.0|100
0|2021-11-25|579.0|0|579.0|0|15.0|0|0.0|100
0|2021-11-26|579.0|0|579.0|0|15.0|0|0.0|100
0|2021-11-27|579.0|0|579.0|0|15.0|0|0.0|100
0|2021-11-28|579.0|0|579.0|0|15.0|0|0.0|100
0|2021-11-29|579.0|0|579.0|0|15.0|0|0.0|100
0|2021-11-30|581.0|0|581.0|0|15.0|0|0.0|100
0|2021-12-01|582.0|0|582.0|0|15.0|0|0.0|100
0|2021-12-02|582.0|0|582.0|0|15.0|0|0.0|100
0|2021-12-03|584.0|0|583.0|0|15.0|0|0.0|100
0|2021-12-04|584.0|0|584.0|0|15.0|0|0.0|100
0|2021-12-05|584.0|0|584.0|0|15.0|0|0.0|100
0|2021-12-06|586.0|0|586.0|0|15.0|0|0.0|100
0|2021-12-07|588.0|0|588.0|0|15.0|0|0.0|100
0|2021-12-08|592.0|0|592.0|0|15.0|0|0.0|100
0|2021-12-09|594.0|0|594.0|0|15.0|0|0.0|100
0|2021-12-10|595.0|0|595.0|0|15.0|0|0.0|100
0|2021-12-11|595.0|0|595.0|0|15.0|0|0.0|100
0|2021-12-12|595.0|0|595.0|0|15.0|0|0.0|100
0|2021-12-13|596.0|0|596.0|0|15.0|0|0.0|100
0|2021-12-14|596.0|0|597.0|0|15.0|0|0.0|100
0|2021-12-15|598.0|0|598.0|0|15.0|0|0.0|100
0|2021-12-16|600.0|0|600.0|0|15.0|0|0.0|100
0|2021-12-17|601.0|0|601.0|0|15.0|0|0.0|100
0|2021-12-18|601.0|0|601.0|0|15.0|0|0.0|100
0|2021-12-19|601.0|0|601.0|0|15.0|0|0.0|100
0|2021-12-20|602.0|0|602.0|0|15.0|0|0.0|100
0|2021-12-21|603.0|0|603.0|0|15.0|0|0.0|100
0|2021-12-22|606.0|0|606.0|0|15.0|0|0.0|100
0|2021-12-23|606.0|0|606.0|0|15.0|0|0.0|100
0|2021-12-24|607.0|0|607.0|0|15.0|0|0.0|100
0|2021-12-25|607.0|0|607.0|0|15.0|0|0.0|100
0|2021-12-26|607.0|0|607.0|0|15.0|0|0.0|100
0|2021-12-27|608.0|0|608.0|0|15.0|0|0.0|100
0|2021-12-28|610.0|0|610.0|0|15.0|0|0.0|100
0|2021-12-29|614.0|0|614.0|0|15.0|0|0.0|100
0|2021-12-30|616.0|0|616.0|0|15.0|0|0.0|100
0|2021-12-31|618.0|0|618.0|0|15.0|0|0.0|100
0|2022-01-01|618.0|0|618.0|0|15.0|0|0.0|100
0|2022-01-02|618.0|0|618.0|0|15.0|0|0.0|100
0|2022-01-03|621.0|0|621.0|0|15.0|0|0.0|100
0|2022-01-04|625.0|0|625.0|0|15.0|0|0.0|100
0|2022-01-05|634.0|0|634.0|0|15.0|0|0.0|100
0|2022-01-06|634.0|0|634.0|0|15.0|0|0.0|100
0|2022-01-07|636.0|0|636.0|0|15.0|0|0.0|100
0|2022-01-08|636.0|0|636.0|0|15.0|0|0.0|100
0|2022-01-09|636.0|0|636.0|0|15.0|0|0.0|100
0|2022-01-10|641.0|0|641.0|0|15.0|0|0.0|100
0|2022-01-11|645.0|0|645.0|0|15.0|0|0.0|100
0|2022-01-12|657.0|0|657.0|0|15.0|0|0.0|100
0|2022-01-13|657.0|0|666.0|0|15.0|0|0.0|100
0|2022-01-14|672.0|0|669.0|0|15.0|0|0.0|100
0|2022-01-15|672.0|0|672.0|0|15.0|0|0.0|100
0|2022-01-16|672.0|0|672.0|0|15.0|0|0.0|100
0|2022-01-17|680.0|0|0.0|100|15.0|0|0.0|100
